hood.name,total,crowded,pct.crowded
Monterey Park,20021.66917185404,2022.211952701759,0.10100116705277169
Mt. Washington,7377.459102854122,1058.0712335822147,0.1434194644566553
Newhall,501.3294708399368,24.251748614077158,0.048374871266684806
North Hills,16986.893327357204,3642.336307655933,0.21442039091338677
North Hollywood,50066.01156197422,6849.162943585727,0.13680264774252068
North Lancaster,1479.7683258490363,120.08540825940938,0.08115149254225915
North Whittier,1615.904755404261,99.02138711114975,0.06127922254079693
Northeast San Gabriel,6885.381480043652,496.18738059693015,0.07206389101824819
Northridge,22681.59982878461,1811.7107518873281,0.07987579207654191
Norwalk,27252.553088593893,4709.159387726251,0.17279699896070258
Pacific Palisades,8197.660763091626,124.40348822508483,0.015175486253979593
Pacoima,16164.060317658874,3973.6530754135374,0.2458326062463656
Padua Hills,7.928821442033337,0,0
Palisades Highlands,1464.6453139390142,0.3156158817386975,2.1548963338426336e-4
Palmdale,43768.15636810002,3786.1943442894067,0.08650568491957172
Palms,19676.014965716327,1593.7636399486144,0.08100032667822235
Palos Verdes Estates,4697.47477135501,26.55952158754525,0.005653999836146864
Palos Verdes Peninsula,124.90141160750646,1.4318284326245023,0.011463668938537848
Panorama City,19254.859678976427,4270.374413403872,0.22178164289955923
Paramount,14363.710612708615,2753.511909129841,0.19169920526619422
Park La Brea,5429.41795361044,310.78376840456997,0.05724071549840914
Pasadena,54388.47247070293,3314.7233977666097,0.060945329905195064
Pearblossom/Llano,181.9044425439639,7.4928505987360685,0.04119113581805538
Pellissier Village,257.394434998339,37.77739509391046,0.14676849984792498
Pico Rivera,17032.481878418206,2444.8672916480505,0.143541458555487
Pico-Union,13010.002263128814,5411.558857147907,0.4159537214289819
Placerita Canyon,493.1895256701508,19.610208164463657,0.03976201266200273
Playa Del Rey,1496.1607645512372,44.90234339330212,0.030011710276849998
Playa Vista,5963.6434101705545,96.82298625622889,0.016235542536145675
Pomona,39045.827420160946,6791.633065183808,0.17394004721941203
Porter Ranch,11560.297558864875,181.6969114610988,0.015717321335017603
Quartz Hill,3476.8431434938725,70.02612971035016,0.02014072157422122
Rancho Dominguez,865.9523818999689,66.24478224231244,0.07649933602234119
Rancho Palos Verdes,15272.875811062197,380.1893907867536,0.024893110864646798
Rancho Park,2717.6588361340387,163.2842871194349,0.06008270241591925
Redondo Beach,27021.784010657568,606.1121888961031,0.02243050231831653
Regent Square,850.1510880179485,73.14753833899987,0.08604063368258086
Reseda,23364.34293118643,3609.663919297457,0.1544945616458712
Reseda Ranch,1200.2447525191806,111.71664596409047,0.09307822069591191
Reynier Village,1630.028530455464,80.92841620293298,0.04964846607949855
Rolling Hills,627.2766088814292,5.147184205083931,0.008205605202244799
Rolling Hills Estates,3436.2588319741885,60.421378867054706,0.01758347721214633
Roosevelt,267.4413289101701,16.488889448467386,0.061654230913598916
Rosemead,14120.829714115862,2718.5670952016085,0.1925217675052053
Rosewood,239.56809032341258,25.899253007936494,0.1081081081081081
Rosewood/East Gardena,361.9710512570396,18.29931534227344,0.050554637667084866
Rosewood/West Rancho Dominguez,902.2738306728737,119.95360906947485,0.1329459028862879
Rowland Heights,14351.745889122483,1536.49076292262,0.10705950166572846
San Clemente Island,35.566851630586356,4.670394658561845,0.13131313131313133
San Dimas,11240.775581504233,294.3468633733116,0.026185636501598254
San Fernando,6583.230337341633,1098.13544660361,0.16680799399874058
San Francisquito Canyon/Bouquet Canyon,469.33668542523543,2.590954291153783,0.005520459771445925
San Gabriel,12299.337486230794,1190.4699736172072,0.09679139018259705
San Jose Hills,4233.0404983539465,800.6284171441539,0.1891379063005622
San Marino,4590.463394699417,52.99464831878762,0.011544509510734852
San Pasqual,888.464053394201,16.35587794076134,0.018409161156579094
San Pedro,28348.826895859955,2163.6456721787413,0.076322229492138835
Sand Canyon,40.5113101206822,0.3433161874634084,0.00847457627118644
Santa Catalina Island,57.73371331525656,7.5224059802859085,0.13029485803571303
Santa Clarita,65638.00107650549,4266.805805322251,0.06500511495389695
Santa Fe Springs,6312.813016468936,873.9915545445062,0.13844724249940993
Santa Monica,45487.890960961806,1433.395809574989,0.031511590871626576
Santa Monica Mountains,12374.713284829455,132.8302950449759,0.01073400991098652
Saugus,910.6954404628697,58.201795572802205,0.06390917642370163
Saugus/Canyon Country,94.76461019098697,0.12539843730863,0.0013232623133879215
Shadow Hills,1411.9901949131772,47.74208364065044,0.03381190876016394
Sherman Oaks,40923.19493463633,889.8613289473562,0.021744669016401763
Sierra Madre,4606.399517204244,104.97069019694202,0.02278801259093821
Signal Hill,4573.1659647709475,293.9669662727883,0.06428084362941155
Silverlake,18438.470245907505,1284.5880434342105,0.06966890562514698
South Antelope Valley,336.71076005688474,31.900419336262352,0.09474131248693395
South Carthay,4582.780339230331,181.94807952053267,0.039702553046889105
South Edwards,2.719241429846286,0.2171888192522685,0.07987110554745623
South El Monte,5186.745121737079,1248.6851056959015,0.24074541478099615
South Gate,23880.66579514064,5644.241129957626,0.2363519165829181
South Park,9076.429383070245,2712.0452633038476,0.2988008994332588
South Pasadena,9983.053556471383,256.5979230618803,0.0257033503436976
South San Gabriel,2901.900487106673,513.7805056010972,0.17704966379235137
South Whittier,14373.820981538594,2308.8720412900902,0.16063036017044824
Southeast Antelope Valley,416.658652126816,0.10291838418431594,2.4700887323225745e-4
St Elmo Village,1207.4751558766927,242.95725410646088,0.20121097558322903
Stevenson Ranch,7041.22643696147,120.73822700745083,0.01714732910358632
Studio City,10874.628519820444,285.22076560124276,0.026228092764859996
Sun Valley,14261.806191996735,2170.58996830529,0.15219600793084362
Sun Village,695.7621431595892,100.90066508761798,0.14502178090548118
Sunland,6444.334246577582,305.0839625221922,0.04734142439682026
Sunrise Village,136.18366584873186,9.907136790349062,0.072748348552708
Sycamore Square,468.7839588174886,15.935373529268457,0.0339930008899314
Sylmar,20243.915779126142,2427.318661424276,0.11990361390097892
Tarzana,11374.839144730178,647.3198737579121,0.05690804639270942
Temple City,11918.562629710337,1021.2472278517661,0.0856854353650014
Temple-Beaudry,12426.678379016137,3141.647715134241,0.252814760253172
Thai Town,4703.732967105752,536.6108365429775,0.11408190904875257
Toluca Lake,4438.996449327639,154.44809801965386,0.0347934718539925
Toluca Terrace,438.1502685319533,57.68906327042569,0.13166501863325586
Toluca Woods,776.5621362010181,38.529926689339646,0.04961602541920216
Torrance,54338.31883732543,3173.677683719738,0.05840588652035575
Tujunga,9688.548313032334,665.8384139138731,0.06872427038612539
Twin Lakes/Oat Mountain,732.1407113647119,18.877401413882207,0.02578384335259091
Universal City,20.49224169614525,0.22479681876177418,0.01096985005813494
University Hills,997.1655566635798,137.1558342176391,0.13754569970963432
University Park,6639.724241838841,1596.7837071360798,0.2404894614559863
Val Verde,931.3173562821531,146.00840096665195,0.15677620521271274
Valencia,257.2888864306053,12.84636585422765,0.049929734752427825
Valinda,4394.807358744784,603.9552515608109,0.13742473839247155
Valley Glen,9874.185410789172,1160.6947630583536,0.1175484067566833
Valley Village,11147.880865151634,402.715076001736,0.036124809806734354
Van Nuys,30073.6520597103,6307.171765914808,0.2097241716234568
Venice,15783.813145597014,484.191283882168,0.03067644550881141
Vermont Knolls,5495.385635147106,489.7682371532292,0.0891235428539891
Vermont Square,2068.162447243377,524.0213577964473,0.2533753373652576
Vermont Vista,10893.678490094475,2449.42538185246,0.22484832686036224
Vernon,147.99790716399988,29.011702971938774,0.1960277920672908
Vernon Central,11021.959138729737,3535.433429010507,0.3207627051154138
Victoria Park,2514.298028567822,548.408257694415,0.21811585240226905
View Heights,1288.072040129867,40.278119199713224,0.03127008268547796
View Park/Windsor Hills,4761.496497276104,49.669501081326906,0.01043148957680452
Walnut,9144.140735151059,223.70722897907572,0.02446454352119944
Walnut Park,3745.2404456637373,985.2532972401741,0.2630681024447727
Watts,10006.926074893307,2240.5941180885516,0.22390433399023993
Wellington Square,1674.9573326727095,217.6291247753346,0.1299311454268906
West Adams,9187.6759579219,1577.264283097552,0.1716717361736714
West Antelope Valley,573.6053185540411,18.040229169569702,0.03145059605626735
West Carson,7914.684099945395,477.69183243866513,0.060355135644890846
West Chatsworth,794.6667778128818,8.738981309490304,0.010997038700349506
West Covina,30019.192522294154,2429.144371555295,0.08091971060684788
West Hills,12617.466529303501,255.72413430279886,0.02026747078812462
West Hollywood,23556.770465791713,308.0558077450493,0.013077166421959104
West LA,202.9014847301817,3.345491982310995,0.016488257770808475
West Los Angeles,18206.1439508619,1255.8029653613203,0.06897687773702729
West Puente Valley,2096.6429941281585,207.88234184730342,0.09915009013432284
West Rancho Dominguez,421.08478175296204,49.66477620904733,0.1179448376222349
West Vernon,14043.633804749934,2669.4278201779825,0.19008099024022618
West Whittier/Los Nietos,6360.206482863687,814.0145296291007,0.12798555075567142
Westchester,20300.4869821054,446.38912760646684,0.021989084695354977
Westfield/Academy Hills,394.65615888054015,4.134185363638088,0.01047541073567657
Westhills,323.23438425166574,8.297877734824956,0.025671395554144837
Westlake,21577.649235333905,8518.950864187489,0.3948044002048892
Westlake Village,2672.6704882635054,14.64528640405726,0.00547964534661833
Westwood,18576.48003393896,1424.853118892742,0.07670199716467038
White Fence Farms,1168.5392369748433,34.56255271076449,0.0295775713960973
Whittier,28476.497263762754,2246.2186642806632,0.07887973873595218
Whittier Narrows,1524.4477474289897,193.04613530023397,0.12663348784883574
Wholesale District,12249.618581426565,1967.5172381845796,0.1606186531528271
Willowbrook,8510.38657746425,1634.8219000148924,0.19209725494068014
Wilmington,13728.970601035751,4283.464245140714,0.31200185138553344
Wilshire Center,18717.310324144,4817.019230492222,0.2573563801140065
Winnetka,16734.59883373715,2662.6233884502835,0.1591088866189253
Wiseburn,1261.1254774734707,129.0021904396825,0.10229132052595155
Woodland Hills,26757.86926987183,859.1208333493598,0.03210722141903472
NA,NA,NA,NA
