hood.name,total,pct.below.poverty
Venice,31504.465496437213,0.10062788459980693
Vermont Knolls,16578.727949140248,0.2729607105234416
Vermont Square,8839.533649297324,0.3059118557752798
Vermont Vista,41699.31246893689,0.35674843468792244
Vernon,535.2966937825408,0.21970772511179887
Vernon Central,49963.06885299974,0.32662328575358107
Victoria Park,7937.114593380544,0.23915957397986554
View Heights,3389.079358554029,0.0896060325014757
View Park/Windsor Hills,11584.84948818231,0.08177443247063716
Walnut,30363.728630447178,0.07082040051425685
Walnut Park,16013.449629042407,0.1885119227924655
Watts,42314.536930286034,0.4019935700996005
Wellington Square,4508.619555972021,0.19776320919145515
West Adams,27622.00492027041,0.2556765491366327
West Antelope Valley,1805.307507400345,0.12758610359956757
West Carson,22982.88904080216,0.11380522439080526
West Chatsworth,2334.5045591932176,0.03076648131679667
West Covina,106473.66784039949,0.0981916819600038
West Hills,37816.121572843665,0.05986307647202467
West Hollywood,36394.25565562365,0.13006553412518174
West LA,1122.7324974578744,0.5308021652116441
West Los Angeles,38492.718414751915,0.1253204375934355
West Puente Valley,9496.190364304097,0.10834413137027665
West Rancho Dominguez,1604.788009267854,0.10989054440990571
West Vernon,50130.19531501177,0.27274661818171403
West Whittier/Los Nietos,23729.004135219115,0.09247098054572121
Westchester,45811.81924460298,0.08585087645158457
Westfield/Academy Hills,1043.057178642094,0.04852867719318076
Westhills,962.171220854213,0.07191188379297703
Westlake,58979.22015101984,0.38553044561543204
Westlake Village,6774.925808472423,0.0477371500921385
Westwood,41569.812817386635,0.300501059394057
White Fence Farms,4359.911618862575,0.07034689332266696
Whittier,87047.16495024927,0.10811273842667121
Whittier Narrows,5676.794545679104,0.10597674491793431
Wholesale District,30794.836853352455,0.3894546498325253
Willowbrook,35208.686735196425,0.22445610873083602
Wilmington,54916.80348669369,0.21973291030838596
Wilshire Center,46635.77188930203,0.2464963886181068
Winnetka,55355.44754440594,0.1359888889040641
Wiseburn,4168.787102337648,0.060965117977163086
Woodland Hills,68276.64743132066,0.07232179500424325
,,
