hood.name,tract.fips,pct.of.tract
Koreatown,06037212620,0.9993556404982223
Country Club Park,06037212701,0.9947845560716033
Koreatown,06037212701,0.005215443928440349
Brookside,06037212702,1.5100871715352828e-6
Country Club Park,06037212702,0.9999810557015961
Hancock Park,06037212702,1.7434211225454404e-5
Country Club Park,06037212800,0.9999709560364011
Mid-city,06037212800,1.3946555003303992e-5
Miracle Mile,06037212800,1.5539640809351325e-7
Victoria Park,06037212800,1.4942012203858563e-5
Country Club Park,06037212900,0.9997669470715593
Harvard Heights,06037212900,1.4927430019255924e-9
Koreatown,06037212900,2.0849177084651273e-4
Victoria Park,06037212900,2.455966487573411e-5
Country Club Park,06037213100,0.00417578583952792
Harvard Heights,06037213100,1.2056262545435034e-5
Koreatown,06037213100,0.9958121578979698
Koreatown,06037213201,1
Harvard Heights,06037213202,1.0151975651457887e-5
Koreatown,06037213202,0.9999898480243602
Harvard Heights,06037213310,9.122164541490791e-6
Koreatown,06037213310,0.9999908778355652
Harvard Heights,06037213320,3.4995583188424566e-6
Koreatown,06037213320,0.999954703631176
Pico-Union,06037213320,4.179681047217481e-5
Koreatown,06037213401,3.0465450576082308e-5
Pico-Union,06037213401,0.9999463578957729
Wilshire Center,06037213401,2.31766535825543e-5
Koreatown,06037213402,2.1528397971366637e-5
Pico-Union,06037213402,0.9999784716020229
Hancock Park,06037214000,1.934778122584552e-5
Melrose,06037214000,0.9999111980124635
Miracle Mile,06037214000,1.8921354934821717e-7
Park La Brea,06037214000,6.926499271025785e-5
Hancock Park,06037214100,0.9987492239859731
Melrose,06037214100,0.0012507760140567877
Melrose,06037214400,0.9999476602689628
Park La Brea,06037214400,5.2339730984950164e-5
Carthay,06037214501,3.8538665682221696e-5
Melrose,06037214501,4.731368000773599e-6
Miracle Mile,06037214501,0.003460534724581769
Park La Brea,06037214501,0.9964961952417224
Melrose,06037214502,2.0422396834040129e-4
Miracle Mile,06037214502,6.482861959349435e-5
Park La Brea,06037214502,0.999730947412124
Miracle Mile,06037214503,1.4104208827178135e-4
Park La Brea,06037214503,0.9998589579116955
Carthay,06037214600,0.99998049408689
Melrose,06037214600,8.57737122542393e-6
Park La Brea,06037214600,1.0928541880571528e-5
Carthay,06037214700,0.9999627150554055
Miracle Mile,06037214700,1.79880088521839e-5
Park La Brea,06037214700,1.9296935679946222e-5
Beverly Hills,06037214800,0.002573502460258607
Carthay,06037214800,0.9974152767318596
Melrose,06037214800,1.1220466078251927e-5
Miracle Mile,06037214800,3.4173598579397697e-10
Beverly Hills,06037214901,0.0031998161526086573
Carthay,06037214901,0.9962717376725632
West Hollywood,06037214901,5.284461747689022e-4
Beverly Hills,06037214902,0.018118379318571055
Carthay,06037214902,0.975175255650082
Melrose,06037214902,0.0010275437817653943
West Hollywood,06037214902,0.0056788212495516325
Miracle Mile,06037215101,0.9999971750666471
Park La Brea,06037215101,2.824933339796312e-6
Hancock Park,06037215102,8.053107099879314e-5
Melrose,06037215102,0.0032533877090523034
Miracle Mile,06037215102,0.9966660812199392
Brookside,06037216100,0.38873394267169037
Country Club Park,06037216100,7.713382645662791e-5
Hancock Park,06037216100,9.525092931939514e-4
Mid-city,06037216100,1.7449145741889643e-6
Miracle Mile,06037216100,0.6021842989061744
Sycamore Square,06037216100,0.008050370387863845
Hancock Park,06037216200,9.400415975293785e-8
Mid-city,06037216200,5.498724390425985e-4
Miracle Mile,06037216200,0.8268135789345792
Sycamore Square,06037216200,0.17263645462220228
Beverly Hills,06037216300,1.8537290673463724e-4
Carthay,06037216300,1.00562181866643e-4
Mid-city,06037216300,2.2436208477091655e-7
Miracle Mile,06037216300,0.999703621579786
South Carthay,06037216300,1.0218969535870639e-5
Beverly Hills,06037216401,0.005601622831764576
Crestview,06037216401,2.961357223789761e-5
South Carthay,06037216401,0.9943687635959928
Beverly Hills,06037216402,0.01591649688289192
South Carthay,06037216402,0.9840835031170955
Cadillac-Corning,06037216700,1.4186110832856594e-9
Crestview,06037216700,0.9999851843502086
Faircrest Heights,06037216700,1.0963959160362586e-5
Mid-city,06037216700,1.7482957789530193e-7
South Carthay,06037216700,3.6754424753316494e-6
Crestview,06037216800,3.903987599695595e-5
Mid-city,06037216800,0.0021434445190793216
Miracle Mile,06037216800,3.1611383801124426e-5
South Carthay,06037216800,0.9977859042211048
Cloverdale/Cochran,06037216900,1.7515450199255916e-4
Crestview,06037216900,6.029397129181177e-4
Faircrest Heights,06037216900,2.285775510306981e-4
Mid-city,06037216900,0.998477889747078
Miracle Mile,06037216900,4.968070117208668e-4
South Carthay,06037216900,1.863147531530908e-5
Beverly Hills,06037217001,1.652373335475461e-5
Beverlywood,06037217001,0.1468817127615698
Crestview,06037217001,0.8528591406124343
South Carthay,06037217001,2.4262289269716481e-4
Cadillac-Corning,06037217002,5.140274408457037e-4
Crestview,06037217002,0.9994745625698379
South Carthay,06037217002,1.1409989265322768e-5
Cloverdale/Cochran,06037217100,1.4045171563169186e-4
Mid-city,06037217100,0.9997273360199432
Miracle Mile,06037217100,1.3221226445592202e-4
Cloverdale/Cochran,06037217200,2.9711759112024028e-5
Country Club Park,06037217200,5.269227327338722e-6
Lafayette Square,06037217200,0.0023295338746077508
Mid-city,06037217200,0.9976162261504982
Miracle Mile,06037217200,1.8232059982892372e-5
St Elmo Village,06037217200,6.564451429998093e-10
Victoria Park,06037217200,1.0262720194260786e-6
Country Club Park,06037218110,1.439661773709852e-4
Lafayette Square,06037218110,0.0028096190597487413
Mid-city,06037218110,8.151610372146021e-7
Victoria Park,06037218110,0.9970192668057175
Wellington Square,06037218110,2.4494570003827785e-5
West Adams,06037218110,1.8382261817231758e-6
Country Club Park,06037218120,1.1146198797391072e-5
Harvard Heights,06037218120,2.9166895784377275e-4
Victoria Park,06037218120,0.9996941413268956
West Adams,06037218120,3.0435165483107845e-6
Cloverdale/Cochran,06037218210,5.202420122509727e-6
Lafayette Square,06037218210,6.757584359123937e-4
Longwood,06037218210,1.1888498313778406e-5
Mid-city,06037218210,2.2101715480659804e-4
St Elmo Village,06037218210,0.9990861334908075
Lafayette Square,06037218220,0.9778017833762253
Longwood,06037218220,3.184121959050727e-7
Mid-city,06037218220,1.456397018128627e-8
St Elmo Village,06037218220,0.022152590027138364
Victoria Park,06037218220,7.951749565764334e-7
Wellington Square,06037218220,4.4498445493352453e-5
Cloverdale/Cochran,06037218300,0.998359142224418
Faircrest Heights,06037218300,0.0014416229125252167
Mid-city,06037218300,1.7045790511879702e-4
St Elmo Village,06037218300,2.877695796137189e-5
Alsace,06037218400,6.23812333792748e-10
Cloverdale/Cochran,06037218400,0.9985549978753412
Faircrest Heights,06037218400,0.0014450015008180125
Alsace,06037218500,2.565707089333422e-5
Cloverdale/Cochran,06037218500,0.9952083002042563
Longwood,06037218500,0.004760802739213858
St Elmo Village,06037218500,5.239985706146135e-6
Cloverdale/Cochran,06037218600,0.003694145725153686
Lafayette Square,06037218600,2.0153881868033e-6
Longwood,06037218600,0.9936713254093085
St Elmo Village,06037218600,0.002076502506411658
Wellington Square,06037218600,5.56010970936987e-4
Lafayette Square,06037218701,1.7804553892273728e-7
Longwood,06037218701,0.009329389062576458
Victoria Park,06037218701,7.635071123372546e-7
Wellington Square,06037218701,0.9906598742740551
West Adams,06037218701,9.795110669378355e-6
Crenshaw District,06037218702,2.8931330113112347e-5
Longwood,06037218702,1.1651605452532266e-5
Wellington Square,06037218702,0.9999577811217063
West Adams,06037218702,1.6359427873283902e-6
Harvard Heights,06037218800,2.804778603827303e-10
Victoria Park,06037218800,6.735755397363352e-6
Wellington Square,06037218800,2.453203288174934e-5
West Adams,06037218800,0.99996873193120706
Crenshaw District,06037218900,1.309792717801622e-13
Exposition Park,06037218900,5.157190758437276e-6
Jefferson Park,06037218900,1.5805460225416867e-5
Wellington Square,06037218900,2.0398692185373305e-4
West Adams,06037218900,0.9997750504270063
Exposition Park,06037219010,2.7218926366730435e-5
Jefferson Park,06037219010,0.999960591045473
West Adams,06037219010,1.2190028196882309e-5
Crenshaw District,06037219020,3.8628627779703506e-4
Exposition Park,06037219020,7.648990175813594e-6
Jefferson Park,06037219020,0.9995945267308612
Leimert Park,06037219020,1.1538001161360494e-5
Crenshaw District,06037219300,0.9994149321586232
Jefferson Park,06037219300,5.5711943476835926e-5
Wellington Square,06037219300,3.091905505676894e-6
West Adams,06037219300,5.262639924552307e-4
Baldwin Hills,06037219500,1.4597594777393432e-4
Crenshaw District,06037219500,0.9998404525802399
Exposition,06037219500,1.3571471953872733e-5
Alsace,06037219700,0.0012788154344040242
Baldwin Hills,06037219700,3.298360645956715e-6
Cloverdale/Cochran,06037219700,5.6490242589438465e-8
Crenshaw District,06037219700,2.8170341183103315e-5
Exposition,06037219700,0.8330960992834123
Longwood,06037219700,0.16491082474215443
Wellington Square,06037219700,6.82735347895695e-4
Alsace,06037219800,0.9967507165469441
Baldwin Hills,06037219800,2.2466326336472125e-5
Cloverdale/Cochran,06037219800,1.330725450721914e-8
Exposition,06037219800,0.0032267653781766843
Longwood,06037219800,3.8441342542543346e-8
Alsace,06037219901,0.9923568244381271
Baldwin Hills,06037219901,2.9844706772580357e-6
Cloverdale/Cochran,06037219901,0.007640191091121248
Alsace,06037219902,0.7952043003682933
Baldwin Hills,06037219902,0.0010239527912620696
Cloverdale/Cochran,06037219902,0.20343649629079918
Culver City,06037219902,3.352505496925127e-4
Crenshaw District,06037220000,0.9999564103013582
Exposition,06037220000,1.8938119790427287e-5
Longwood,06037220000,5.61830641078539e-7
Wellington Square,06037220000,2.4089748210734945e-5
Alsace,06037220100,8.558869229185186e-4
Baldwin Hills,06037220100,0.996866638167272
Culver City,06037220100,9.373294733464527e-4
Exposition,06037220100,0.0013401454364705154
Harvard Heights,06037221110,4.2345199579904676e-7
Pico-Union,06037221110,0.999999576547968
Harvard Heights,06037221120,7.970231739773948e-5
Pico-Union,06037221120,0.9939807975178514
West Adams,06037221120,0.005939500164786312
Harvard Heights,06037221210,0.9999820363648408
Koreatown,06037221210,1.7946195218344186e-5
West Adams,06037221210,1.743992132322959e-8
Harvard Heights,06037221220,0.999957897504486
Koreatown,06037221220,8.927614311457336e-6
Pico-Union,06037221220,1.761829156140712e-5
West Adams,06037221220,1.5556589667955514e-5
Harvard Heights,06037221302,0.9999762439816954
Victoria Park,06037221302,2.2930229379813113e-5
West Adams,06037221302,8.257889166839593e-7
Harvard Heights,06037221303,0.9999744648204825
Koreatown,06037221303,2.553517952430257e-5
Harvard Heights,06037221304,0.9999423604319065
Koreatown,06037221304,4.1318863917392444e-5
Victoria Park,06037221304,1.632070416638383e-5
Adams-Normandie,06037221401,6.519393566982188e-6
Exposition Park,06037221401,8.178446161700665e-5
West Adams,06037221401,0.9999116961447324
Harvard Heights,06037221402,2.2185418287726474e-4
West Adams,06037221402,0.9997781458171203
Adams-Normandie,06037221500,2.0903835271818196e-5
West Adams,06037221500,0.9999790961647367
Adams-Normandie,06037221601,4.5597418718312346e-5
University Park,06037221601,9.733919932978662e-6
West Adams,06037221601,0.9999446686613621
Harvard Heights,06037221602,1.1296165669033103e-5
Pico-Union,06037221602,6.027546591081124e-6
West Adams,06037221602,0.9999826762877569
University Park,06037221710,3.496322292582912e-5
West Adams,06037221710,0.999965036776967
Adams-Normandie,06037221810,4.2427297019537457e-5
University Park,06037221810,0.9999491868543348
West Adams,06037221810,8.385848602658834e-6
University Park,06037221820,0.9994774834352439
West Adams,06037221820,5.225165647683792e-4
Adams-Normandie,06037221900,2.33063700826162e-5
Exposition Park,06037221900,0.003680767402483763
University Park,06037221900,0.9962959262274409
Adams-Normandie,06037222001,4.243163338931248e-6
Exposition Park,06037222001,0.9999782030924876
Jefferson Park,06037222001,1.677526400710669e-5
West Adams,06037222001,7.784801569615718e-7
Exposition Park,06037222002,0.9996777030376293
Jefferson Park,06037222002,3.2135666955589566e-4
Leimert Park,06037222002,9.40292783841956e-7
Adams-Normandie,06037222100,0.9995580373434876
Exposition Park,06037222100,4.413954724898348e-4
University Park,06037222100,5.671839849490775e-7
Adams-Normandie,06037222200,0.9999532708660829
Exposition Park,06037222200,6.442431853947822e-6
University Park,06037222200,1.510620735424196e-5
West Adams,06037222200,2.518049468032523e-5
Adams-Normandie,06037222500,6.432827615748327e-4
Exposition Park,06037222500,0.9993567172383989
Adams-Normandie,06037222600,1.6094424312106087e-6
Exposition Park,06037222600,0.9999980603001112
University Park,06037222600,3.3025746579595343e-7
Exposition Park,06037222700,0.9981455340322333
University Park,06037222700,0.0018544659677890913
Downtown,06037224010,0.5917159215754743
Pico-Union,06037224010,0.4082768382692912
University Park,06037224010,4.162127876012119e-12
Wholesale District,06037224010,7.2401511271246096e-6
Central,06037224020,7.169734036421568e-5
Downtown,06037224020,0.6350667061257794
Pico-Union,06037224020,2.791151973245812e-9
University Park,06037224020,0.36415133045815573
Wholesale District,06037224020,7.102632845453434e-4
Pico-Union,06037224200,0.9885457648552076
University Park,06037224200,0.011454235144794808
Pico-Union,06037224310,1
Pico-Union,06037224320,0.998075929954345
University Park,06037224320,8.129296261385187e-4
West Adams,06037224320,0.001111140419598045
Downtown,06037224410,1.0290063167051003e-5
Pico-Union,06037224410,2.3023672622693303e-8
University Park,06037224410,0.9999638117683615
West Adams,06037224410,2.5875144798509885e-5
Downtown,06037224420,0.0026921019831587663
University Park,06037224420,0.9973078980168475
Central,06037224600,9.882156502795408e-6
Downtown,06037224600,1.6918521502498187e-6
Exposition Park,06037224600,3.2458273169073916e-6
University Park,06037224600,0.9999851801639806
Downtown,06037224700,4.024421350317635e-11
Exposition Park,06037224700,1.5069226086300634e-4
University Park,06037224700,0.9998493076988388
Central,06037226001,9.952299752441665e-4
Downtown,06037226001,0.001001165706043766
University Park,06037226001,2.2352970990378158e-10
Wholesale District,06037226001,0.9980036040952355
Downtown,06037226002,4.852023147106384e-4
Wholesale District,06037226002,0.9995147976853004
Central,06037226410,0.9999735646932432
University Park,06037226410,1.4987951623016545e-5
Wholesale District,06037226410,1.1447355142733141e-5
Central,06037226420,0.9999789150113952
Wholesale District,06037226420,2.1084988638988932e-5
Central,06037226700,0.9999671152662967
University Park,06037226700,3.288473369676103e-5
Central,06037227010,0.9955245886186851
Vernon Central,06037227010,0.003467871195968657
Wholesale District,06037227010,0.001007540185347293
Central,06037227020,1
Central,06037228100,0.004116393691743345
Vernon,06037228100,0.009151606846635074
Vernon Central,06037228100,0.9867149581989852
Wholesale District,06037228100,1.7041262601989163e-5
Central,06037228210,0.9999168266790722
Vernon Central,06037228210,8.31733209526134e-5
Central,06037228220,1.1668362418918546e-5
Vernon Central,06037228220,0.9999883316376081
Central,06037228310,0.9826795849736032
South Park,06037228310,4.518034526743118e-6
Vernon Central,06037228310,0.0173158969918773
Central,06037228320,0.0012712681446745008
South Park,06037228320,1.534111452811e-5
Vernon Central,06037228320,0.9987133907407323
Central,06037228410,0.9999748038241457
Exposition Park,06037228410,2.976060289404351e-6
South Park,06037228410,2.2220115574046245e-5
Central,06037228420,1.4577264596742587e-5
South Park,06037228420,0.9999712055225568
Vernon Central,06037228420,1.421721287989403e-5
South Park,06037228500,0.9999156053470121
Vernon Central,06037228500,8.439465302056151e-5
Central,06037228600,4.4284960903422036e-10
Vernon Central,06037228600,0.9999999995571484
Vernon Central,06037228710,1
Vernon Central,06037228720,1
Vernon Central,06037228800,1
Florence-Firestone,06037228900,0.0012008808071997284
Huntington Park,06037228900,2.939231845941762e-4
Vernon,06037228900,3.8661338182878745e-4
Vernon Central,06037228900,0.9981185826263456
Vernon Central,06037229100,1
South Park,06037229200,7.4687949988981194e-6
Vernon Central,06037229200,0.9999925312050145
South Park,06037229300,0.9999072406019416
Vernon Central,06037229300,9.275939807602951e-5
Florence-Firestone,06037229410,4.6095028177331574e-5
South Park,06037229410,0.9999135262277631
Vernon Central,06037229410,4.037874402708784e-5
Florence-Firestone,06037229420,3.973314443871455e-4
South Park,06037229420,2.302712844722858e-5
Vernon Central,06037229420,0.9995796414271451
Central,06037231100,0.14742433710510347
Exposition Park,06037231100,0.8524841796456577
South Park,06037231100,4.891247870538309e-6
University Park,06037231100,8.65916021475006e-5
West Vernon,06037231100,3.9921865362428645e-10
Exposition Park,06037231210,0.9999993940367284
West Vernon,06037231210,6.059632497909288e-7
Exposition Park,06037231220,0.9993509313848565
West Vernon,06037231220,6.490686151489387e-4
Exposition Park,06037231300,0.9999851854035934
West Vernon,06037231300,1.4814596397231003e-5
Exposition Park,06037231400,0.999947655271171
Leimert Park,06037231400,9.861158335033106e-6
West Vernon,06037231400,4.248357047069161e-5
Exposition Park,06037231500,3.741967707398261e-5
Leimert Park,06037231500,1.2375511924838965e-5
West Vernon,06037231500,0.9999502048110003
Exposition Park,06037231600,8.097786841560184e-4
Vermont Square,06037231600,3.297601159688519e-5
West Vernon,06037231600,0.9991572453042304
Exposition Park,06037231710,1.7086409713598522e-4
Vermont Square,06037231710,1.2496859855161688e-9
West Vernon,06037231710,0.9998291346532431
Exposition Park,06037231720,8.72950994179241e-4
South Park,06037231720,0.28276703763918565
West Vernon,06037231720,0.7163600113666074
Exposition Park,06037231800,4.5315476232838784e-5
South Park,06037231800,0.9999546845237158
South Park,06037231900,1
Vermont Square,06037232110,8.611730144343097e-5
West Vernon,06037232110,0.9999138826985442
South Park,06037232120,0.3091004838025252
West Vernon,06037232120,0.6908995161975198
Vermont Square,06037232200,0.9999800184307248
West Vernon,06037232200,1.998156928041999e-5
Vermont Square,06037232300,0.999971696553516
West Vernon,06037232300,2.830344645605596e-5
Leimert Park,06037232400,9.40274947598349e-6
Vermont Square,06037232400,3.0189807069802385e-5
West Vernon,06037232400,0.9999604074434373
Harvard Park,06037232500,1.0211876976406828e-4
Hyde Park,06037232500,2.551383998874858e-5
Vermont Square,06037232500,1.1307290561185816e-9
West Vernon,06037232500,0.9998723662594907
Harvard Park,06037232600,1.3610180905902302e-5
Vermont Square,06037232600,8.474694710154428e-6
West Vernon,06037232600,0.9999779151244178
Harvard Park,06037232700,2.472418672818653e-5
South Park,06037232700,0.21018100432306233
West Vernon,06037232700,0.789794271490208
Florence-Firestone,06037232800,3.861717587639547e-5
Harvard Park,06037232800,4.213457266214236e-6
South Park,06037232800,0.9999571693669241
Crenshaw District,06037234000,3.5962135069058603e-7
Exposition Park,06037234000,8.12399909710938e-5
Jefferson Park,06037234000,4.047896277627722e-4
Leimert Park,06037234000,0.9989679182775955
West Vernon,06037234000,5.456924822476589e-4
Baldwin Hills,06037234200,0.007116869451519956
Crenshaw District,06037234200,0.9928013699298552
Jefferson Park,06037234200,3.7036252443419334e-5
Leimert Park,06037234200,4.47243662003083e-5
Baldwin Hills,06037234300,3.4704447585086782e-6
Crenshaw District,06037234300,1.6476962638396844e-5
Leimert Park,06037234300,0.9998899370706587
View Park/Windsor Hills,06037234300,9.01155219284551e-5
Hyde Park,06037234501,4.729911483690341e-5
Leimert Park,06037234501,0.9865962345865903
View Park/Windsor Hills,06037234501,0.013321918953466648
West Vernon,06037234501,3.454734502217674e-5
Leimert Park,06037234502,0.9960895858600172
View Park/Windsor Hills,06037234502,0.0039103110038874326
West Vernon,06037234502,1.031360645759888e-7
Hyde Park,06037234600,0.9998224385683833
Leimert Park,06037234600,2.6996179786350985e-5
View Park/Windsor Hills,06037234600,1.432152114817003e-4
West Vernon,06037234600,7.350040360338609e-6
Harvard Park,06037234700,0.0010228347452917832
Hyde Park,06037234700,0.9972339993381136
View Park/Windsor Hills,06037234700,0.0017431659165887423
Harvard Park,06037234800,2.731992973878849e-6
Hyde Park,06037234800,0.9999972680070164
Hyde Park,06037234901,1
Hyde Park,06037234902,1
Hyde Park,06037235100,0.24167976498923724
Inglewood,06037235100,7.610315269292308e-5
View Heights,06037235100,0.758112793146134
View Park/Windsor Hills,06037235100,1.3133848498557145e-4
Westchester,06037235100,2.2695656359472456e-10
Harvard Park,06037235201,2.2923844740341148e-4
Hyde Park,06037235201,0.9997570827204265
Inglewood,06037235201,1.0131610673953022e-6
Manchester Square,06037235201,1.2665671075729144e-5
Hyde Park,06037235202,0.9957996809038148
Inglewood,06037235202,0.004200319096155336
Baldwin Hills,06037236000,0.5534325232636639
Culver City,06037236000,0.001604237008704217
Ladera Heights,06037236000,0.443600979360924
View Park/Windsor Hills,06037236000,0.0013622603666407192
Baldwin Hills,06037236100,0.9962650135935635
Crenshaw District,06037236100,1.6725160728541064e-4
Leimert Park,06037236100,4.776584873887778e-6
View Park/Windsor Hills,06037236100,0.003562958214349807
Baldwin Hills,06037236202,1
Baldwin Hills,06037236203,0.9986094184960977
Crenshaw District,06037236203,3.5122210801747796e-6
Exposition,06037236203,0.0013870692828040691
Baldwin Hills,06037236204,1
Baldwin Hills,06037236400,0.9750457854447732
Ladera Heights,06037236400,6.524657841042655e-8
View Park/Windsor Hills,06037236400,0.024954149308682103
Harvard Park,06037237101,0.9999991395840707
West Vernon,06037237101,8.604159082718717e-7
Harvard Park,06037237102,0.9999825729537566
South Park,06037237102,3.036845691055128e-7
West Vernon,06037237102,1.7123361653534307e-5
Harvard Park,06037237201,0.9999733495715538
West Vernon,06037237201,2.6650428446927473e-5
Harvard Park,06037237202,0.9999825511292458
Hyde Park,06037237202,1.0555377692696015e-5
West Vernon,06037237202,6.893493075924223e-6
Harvard Park,06037237300,0.9999896503043367
Hyde Park,06037237300,1.0198115705288146e-5
Manchester Square,06037237300,1.5143300726757297e-7
Vermont Knolls,06037237300,1.4695146748965212e-10
Harvard Park,06037237401,0.9999971071409315
Vermont Knolls,06037237401,2.892859108130412e-6
Harvard Park,06037237402,0.9999811505017677
Vermont Knolls,06037237402,1.884949829513386e-5
Harvard Park,06037237500,1
Harvard Park,06037237600,0.9999985264591343
Vermont Knolls,06037237600,1.4735409072024536e-6
Harvard Park,06037237710,6.720428130480924e-5
Vermont Knolls,06037237710,0.9999327957187127
Florence-Firestone,06037237720,1.101855752612215e-5
Vermont Knolls,06037237720,0.9999511677679822
Vermont Vista,06037237720,3.781367448929984e-5
Harvard Park,06037237800,2.5962653294668962e-5
Manchester Square,06037237800,3.21196076148992e-5
Vermont Knolls,06037237800,0.9999419177390857
Harvard Park,06037237900,2.369465024080704e-4
Hyde Park,06037237900,6.634935434640289e-6
Inglewood,06037237900,3.4742973002974316e-4
Manchester Square,06037237900,0.9994030149915498
Vermont Knolls,06037237900,5.9738405653798205e-6
Athens-Westmont,06037238000,2.1284190654569064e-4
Gramercy Place,06037238000,0.9997871580934905
Gramercy Place,06037238100,6.033277290994778e-6
Inglewood,06037238100,9.124754345208696e-4
Manchester Square,06037238100,0.9990611841160246
Vermont Knolls,06037238100,2.0307172149981025e-5
Athens-Westmont,06037238200,6.420028439520885e-4
Gramercy Place,06037238200,1.0019069762487469e-6
Manchester Square,06037238200,2.6422117322813882e-6
Vermont Knolls,06037238200,0.9993034054815018
Vermont Vista,06037238200,5.0947555914977604e-5
Florence-Firestone,06037238310,1.4660537195709283e-9
Vermont Knolls,06037238310,0.00543903987786671
Vermont Vista,06037238310,0.9945609586561546
Vermont Knolls,06037238320,1.2114229877578147e-5
Vermont Vista,06037238320,0.9999878857701177
Athens-Westmont,06037238400,3.0272613755833155e-4
Gramercy Place,06037238400,0.9995477910453979
Inglewood,06037238400,1.3427974526731429e-4
Manchester Square,06037238400,1.0387797922908254e-5
Vermont Knolls,06037238400,4.815273855746497e-6
Florence-Firestone,06037239201,0.6684027517352413
Harvard Park,06037239201,0.3315946981890722
South Park,06037239201,2.5500756269975806e-6
Florence-Firestone,06037239202,0.9999711997974999
South Park,06037239202,8.648423363560767e-7
Vernon Central,06037239202,2.793536014574505e-5
Florence-Firestone,06037239310,0.6533600600186659
Harvard Park,06037239310,0.34663993998133164
Florence-Firestone,06037239320,1
Florence-Firestone,06037239330,1
Florence-Firestone,06037239501,1
Florence-Firestone,06037239502,1
Florence-Firestone,06037239601,0.9999466894393944
Harvard Park,06037239601,1.4555339230957392e-5
Vermont Knolls,06037239601,3.8755221379975614e-5
Florence-Firestone,06037239602,0.9999749104149803
Vermont Knolls,06037239602,6.0389821043341795e-6
Vermont Vista,06037239602,1.905060292285856e-5
Florence-Firestone,06037239701,0.4963247377869819
Vermont Vista,06037239701,0.5036752622129965
Florence-Firestone,06037239702,0.6487165696426378
Vermont Vista,06037239702,0.3512834303573359
Florence-Firestone,06037239801,0.9999975095213808
Vermont Vista,06037239801,2.490478592411515e-6
Florence-Firestone,06037239802,0.9999667873167335
Green Meadows,06037239802,3.301740482381876e-5
Vermont Vista,06037239802,1.9527842789619447e-7
Florence-Firestone,06037240010,4.304153082800919e-4
Green Meadows,06037240010,0.9991899028733752
Vermont Vista,06037240010,3.7968181836722293e-4
Florence-Firestone,06037240020,5.0395961976137394e-5
Green Meadows,06037240020,0.999938383122447
Vermont Vista,06037240020,1.1220915582772688e-5
Florence-Firestone,06037240200,5.174325660640116e-7
Green Meadows,06037240200,6.355278921422082e-6
Vermont Vista,06037240200,0.9999931272884647
Athens-Westmont,06037240300,5.364517554557636e-6
Vermont Knolls,06037240300,1.4216117775863547e-8
Vermont Vista,06037240300,0.9999946212663282
Athens-Westmont,06037240401,3.750136421590459e-5
Vermont Vista,06037240401,0.9999624986357598
Century Palms/Cove,06037240402,4.518728552297094e-6
Figueroa Park Square,06037240402,1.1214246825321607e-5
Vermont Vista,06037240402,0.9999842670246398
Century Palms/Cove,06037240500,2.531225365591804e-6
Green Meadows,06037240500,3.995281150107637e-5
Vermont Vista,06037240500,0.9999575159631581
Century Palms/Cove,06037240600,8.028495199364568e-7
Green Meadows,06037240600,0.9998516845458111
Vermont Vista,06037240600,1.4751260466173123e-4
Century Palms/Cove,06037240700,1.0468604902414875e-6
Florence-Firestone,06037240700,0.0024245322344494855
Green Meadows,06037240700,0.9947518555487066
Watts,06037240700,0.0028225653563450155
Century Palms/Cove,06037240800,0.9999741024907922
Green Meadows,06037240800,1.7235748622488097e-5
Watts,06037240800,8.66176054774568e-6
Century Palms/Cove,06037240900,0.9999877252153734
Watts,06037240900,1.2274784618202786e-5
Century Palms/Cove,06037241001,0.9995445104827589
Figueroa Park Square,06037241001,4.546499893912529e-4
Watts,06037241001,8.361574281222625e-7
Willowbrook,06037241001,3.3704190654306512e-9
Athens Village,06037241002,1.1714996917085804e-7
Century Palms/Cove,06037241002,0.999631164075931
Willowbrook,06037241002,3.687187740772354e-4
Century Palms/Cove,06037241110,0.9999884509536447
Green Meadows,06037241110,5.194847120887827e-6
Vermont Vista,06037241110,6.354199293449028e-6
Century Palms/Cove,06037241120,0.9999733899620237
Vermont Vista,06037241120,2.6610037919241807e-5
Century Palms/Cove,06037241201,0.2563747660709595
Figueroa Park Square,06037241201,0.7435784514927315
Vermont Vista,06037241201,4.678243629504708e-5
Century Palms/Cove,06037241202,0.1778320623266813
Figueroa Park Square,06037241202,0.8221679376733119
Century Palms/Cove,06037241300,0.005644431001204106
Figueroa Park Square,06037241300,0.9943153863307518
Harbor Gateway,06037241300,4.0182667979612855e-5
Athens Village,06037241400,0.0022516124543877016
Century Palms/Cove,06037241400,0.9977287306127178
Figueroa Park Square,06037241400,1.1649811075249917e-8
Harbor Gateway,06037241400,1.9645283127838847e-5
Century Palms/Cove,06037242000,1.603291080531818e-5
Florence-Firestone,06037242000,0.007215287843451055
Green Meadows,06037242000,8.045039164975874e-9
Watts,06037242000,0.992768671200734
Watts,06037242100,1
Watts,06037242200,1
Florence-Firestone,06037242300,0.016214924629798132
Watts,06037242300,0.9837850753702355
Century Palms/Cove,06037242600,5.824931902293243e-6
Watts,06037242600,0.9999941750681006
Watts,06037242700,1
Watts,06037243000,1
Watts,06037243100,1
Beverly Crest,06037261101,0.9258355407965001
Beverly Hills,06037261101,0.002556487037648856
Franklin Canyon,06037261101,0.0626707493716138
Hollywood,06037261101,0.002013698297371195
