hood.name,total,pct.asian,pct.black,pct.latino,pct.other,pct.white,top.group,is.majority
East La Mirada,5292.141603492105,0.059201747166508445,0.008019924881959201,0.5613981741590917,0.014276263887963006,0.35710388990447767,latino,TRUE
East Lancaster,41.40209915713819,0.05127596032171523,0.014228841735470494,0.386069126368063,0.03124539279277087,0.5171806787819804,white,TRUE
East Los Angeles,118411.16501933539,0.014764491131113403,0.0031581322756009562,0.9571649194478834,0.0042944409589639986,0.020618016186438177,latino,TRUE
East Pasadena,8730.685513660437,0.24773880708510998,0.028112896729838452,0.29723159895656037,0.03150922188554276,0.39540747534294846,white,FALSE
East Rancho Dominguez,12533.396585676364,0.005751246975186572,0.14355367306797925,0.8279071401576109,0.011438503589119853,0.011349436210103394,latino,TRUE
East Whittier,4941.952392430994,0.030020293163996153,2.8065557971819474e-5,0.5400010824671106,0.009900804791195488,0.4200497540197259,latino,TRUE
Echo Park,13545.73226919745,0.14579438097120434,0.030605563730281733,0.421953871636436,0.03265437701641181,0.368991806645666,latino,FALSE
El Camino Village,8741.584153086606,0.1434979115880609,0.15694078256428345,0.443879027011213,0.0494671211453859,0.20621515769105683,latino,FALSE
El Monte,110008.98968775017,0.287023183112529,0.004364402436972053,0.6565538174489526,0.012913511988466424,0.039145085013079964,latino,TRUE
El Segundo,16679.281453073534,0.09679671111771666,0.037153206825711854,0.13019399041970775,0.09673347274733728,0.6391226188895264,white,TRUE
El Sereno,40628.89614448693,0.10307866236460139,0.00988728967382182,0.8046546811894363,0.013845906392063375,0.068533460380077,latino,TRUE
Elizabeth Lake,1728.8058001891648,0.005828677589971531,7.911264048015761e-5,0.29415450896494677,0.06977482134766955,0.6301628794569321,white,TRUE
Elysian Park,5472.835916441308,0.42088073461488795,0.028314444915676182,0.32194519194771926,0.05026564886195775,0.17859397965975884,asian,FALSE
Elysian Valley,10232.319002042552,0.15139223822853043,0.016895817752549124,0.6279158863467081,0.018975400521874096,0.18482065715033832,latino,TRUE
Encino,47562.17878351529,0.07098251008287684,0.031969109800535314,0.11733986776025655,0.038734814957182534,0.7409736973991486,white,TRUE
Exposition,3818.909021263921,0.011740354609537974,0.22503815359423313,0.7136183769647637,0.01015267267453323,0.03945044215693196,latino,TRUE
Exposition Park,44668.12485638785,0.06831332503486545,0.2063424284976513,0.6269029089715848,0.01937548675040357,0.07906585074549477,latino,TRUE
Faircrest Heights,3555.8622603462522,0.09249631199911096,0.25779819605383836,0.40201296478494825,0.04517664831696457,0.20251587884513778,latino,FALSE
Figueroa Park Square,9155.474492431085,0.003364252096965392,0.40229029060946836,0.5613246626320604,0.020379003200946134,0.01264179146055976,latino,TRUE
Florence-Firestone,109199.17598598679,0.0018548813736023679,0.11340724202319127,0.872575182720382,0.005982994187442176,0.00617969969538204,latino,TRUE
Franklin Canyon,243.93248909989444,0.05824976641520864,0.010904726436105681,0.07723632324876792,0.013342619829490105,0.8402665640704277,white,TRUE
Gardena,59860.84968671888,0.24488303617153878,0.22830172209792637,0.3862857876104436,0.04311888943521418,0.0974105646848771,latino,FALSE
Glassell Park,31330.52618299081,0.19653034011014295,0.015192505341851242,0.5544160013274788,0.02944581109199285,0.20441534212853418,latino,TRUE
Glendale,200270.895550852,0.1528911239334951,0.015442447970356833,0.18154655315512153,0.029861707847804408,0.6202581670932221,white,TRUE
Glendora,55488.53638190665,0.11112420660374683,0.020469748460443894,0.33396525584723424,0.045550342284577876,0.4888904468039972,white,FALSE
Gramercy Place,10692.124154983723,0.0022484600322438585,0.7283888889291119,0.22406862374138262,0.03133780154474497,0.013956225752516696,black,TRUE
Granada Hills,55854.861309387714,0.16581444008262908,0.04337719843719303,0.3360936839043964,0.02744770354487536,0.4272669740309061,white,FALSE
Green Meadows,21584.662574898375,0.004384988839258413,0.2772083696197211,0.7104964740957793,0.002587080900883883,0.005323086544357207,latino,TRUE
Hacienda Heights,53931.19907480667,0.4030351202723057,0.010051145504865446,0.45351967149362565,0.014353211115622143,0.11904085161358106,latino,FALSE
Hancock Park,15776.61785728587,0.2845471201461296,0.02820397126119992,0.1124999858756443,0.05356608849590089,0.5211828342211252,white,TRUE
Harbor City,29489.19030535861,0.18364749258317412,0.09515802956182048,0.44640498993021527,0.054022180289369406,0.22076730763542077,latino,FALSE
Harbor Gateway,41800.64821769887,0.1640816016192183,0.15268363640056185,0.5730847236928475,0.030323559844838963,0.07982647844253357,latino,TRUE
Harbor Pines,2396.332174148637,0.09974727773264801,0.06795214073813732,0.4473880774901162,0.031047973549052657,0.3538645304900459,latino,FALSE
Harvard Heights,18310.75593451226,0.1257901376494328,0.08029495687695926,0.7478152751607582,0.012945257151031174,0.03315437316181868,latino,TRUE
Harvard Park,37961.16500882698,0.005663955907403443,0.2886385258670981,0.6811261709121481,0.010811562240239199,0.013759785073111094,latino,TRUE
Hawaiian Gardens,14779.018216250552,0.12213807054717163,0.04583292841369881,0.7314020844343413,0.018073679098731282,0.08255323750605698,latino,TRUE
Hawthorne,90064.15961074947,0.08215954674053354,0.22612029981348572,0.5398357977884989,0.04853464161226417,0.1033497140452177,latino,TRUE
Hermosa Beach,19414.165947800524,0.061618095696222244,0.013126543859285585,0.09834007015565277,0.05495022339988751,0.771965066888952,white,TRUE
Hi Vista,589.4786675077189,0.022088880713356084,0.015487966298527802,0.4797638507789594,0.035670373859051356,0.4469889283501053,latino,FALSE
Hidden Hills,2339.570818789816,0.0944680765682242,0.00610835350532446,0.0951823243081394,0.02981509437221847,0.7744261512460934,white,TRUE
Highland Park,46579.53954287379,0.1171157192177852,0.022951036555486398,0.6725429517853455,0.03365332909548544,0.15373696334589737,latino,TRUE
Historic Filipinotown,15482.810916974016,0.2678967886824599,0.03413862435221311,0.5898357477095348,0.02332580069519907,0.08480303856059301,latino,TRUE
Hollywood,64073.585148282946,0.07990462148219851,0.06977926877860374,0.28247914161857346,0.04948470275417058,0.5183522653664536,white,TRUE
Hollywood Hills,27095.82488796709,0.07123207292275557,0.04632820774856756,0.10445380622669619,0.052783615266679206,0.7252022978353014,white,TRUE
Huntington Park,60578.328164481805,0.0046257657854015906,0.009115516844420211,0.9661613205044273,0.0048628898964906435,0.01523450696926023,latino,TRUE
Hyde Park,26838.73364658629,0.008268729470167178,0.5131435646768548,0.4212970629792107,0.02678859408408572,0.030502048789681595,black,TRUE
Industry,22491.87499508657,0.34011764093577856,0.011471040304422761,0.5440836896657583,0.010059908506112686,0.09426772058792775,latino,TRUE
Inglewood,112106.85124783247,0.018638264725532823,0.40017855440356187,0.5099476939068354,0.031331968450926645,0.03990351851314336,latino,TRUE
Irwindale,1958.2722354729426,0.0690888796149957,0.009461923294281284,0.8364782511675368,0.00709834063393599,0.07787260528925007,latino,TRUE
Jefferson Park,7945.064745484249,0.035865649754609874,0.27389194017749424,0.6232722547472798,0.014982657814268432,0.0519874975063477,latino,TRUE
Kagel/Lopez Canyons,4764.048047013034,0.08156393825343795,0.06827178579553504,0.5233636974068868,0.02391166636453797,0.3028889121796021,latino,TRUE
Koreatown,49846.666370235056,0.35218597268092017,0.04141562452388157,0.5273031265911376,0.018555845313749365,0.06053943089031121,latino,TRUE
La Canada Flintridge,21647.9909320735,0.2957244032717904,0.006384299497498204,0.10178202879718744,0.0414597653831122,0.5546495030504118,white,TRUE
La Crescenta-Montrose,18059.52725542654,0.2831047934539284,0.001672687146434905,0.1590445429375034,0.028936344875015552,0.5272416315871176,white,TRUE
La Habra Heights,9954.658469618966,0.16769900463913667,0.0028401735887433896,0.3418574958987916,0.027983128859851058,0.4596201970134772,white,FALSE
La Mirada,49160.587794980645,0.20091591806441395,0.020027170995802358,0.4192825399386821,0.03036066505016778,0.32941370595093394,latino,FALSE
La Puente,40642.07582431963,0.11078482320650766,0.009987756520054073,0.8344454557877339,0.008720394632824582,0.03606156985287971,latino,TRUE
La Rambla,2271.347149597377,0.06044656987337609,0.023015086577704968,0.6029284726724028,0.04937794687363095,0.26423192400288514,latino,TRUE
La Verne,34985.37109614053,0.09742398376327653,0.03125862220310838,0.35939590379177105,0.02530523771389539,0.48661625252794877,white,FALSE
Ladera Heights,12607.043654709458,0.10893559700695878,0.5401213971658482,0.08245776264273767,0.059085152909403665,0.2094000902750517,black,TRUE
Lafayette Square,3863.020610289381,0.08143459535069998,0.2940156710559582,0.4733318429900617,0.02016119457613861,0.13105669602714168,latino,FALSE
Lake Balboa,40919.657038574995,0.09170171924328557,0.04413668604681508,0.5369817841004503,0.038771845231224934,0.28840796537822416,latino,TRUE
Lake Hughes,213.12331881474813,0.07616676972181946,0.05691179759426266,0.3678936709554966,0.024338381994319522,0.47468937973410175,white,FALSE
Lake Los Angeles,13089.870987916864,0.012438182702154703,0.09535236198290716,0.5803009979011259,0.017171640466473684,0.29473681694733844,latino,TRUE
Lake Manor,1787.0165310001407,0.04710187007305079,0.05586877689966543,0.22042544362847005,0.11707643102252979,0.559527478376284,white,TRUE
Lakeview Terrace,13234.007953065848,0.06200092593832391,0.07565483318562241,0.62532064362792394,0.016380721307353796,0.2206428759407758,latino,TRUE
Lakewood,80665.66964639995,0.1817806547158249,0.07465890239814053,0.3451529142474451,0.04595175196604396,0.3524557766725454,white,FALSE
Lancaster,154912.90478125913,0.04055725849354199,0.2115321163610216,0.39405160933067823,0.03573249543485669,0.31812652037990147,latino,FALSE
Lawndale,32802.42025594183,0.1022093869704504,0.08115357692519612,0.6350435009734875,0.03166799626656521,0.14992553886430082,latino,TRUE
Leimert Park,14736.21689813079,0.0158621953538772,0.6256006633405862,0.2810754537407674,0.032273285664600006,0.04518840190016912,black,TRUE
Lennox,18911.625869788673,0.02171027352228139,0.02937976236649096,0.9242469427220844,0.009797929342206625,0.014865092046936574,latino,TRUE
Leona Valley,3884.8079790399483,0.061255874693948,0.08085568377603694,0.15816205982659876,0.0373655229740317,0.6623608587293847,white,TRUE
Lincoln Heights,31217.917478325733,0.20849694735441401,0.006425430977148709,0.7113190008388126,0.009518622277573288,0.0642399985520515,latino,TRUE
Little Armenia,7544.300010677462,0.15734194484136838,0.027970933073816075,0.3547346339644255,0.016967615131036156,0.4429848729893539,white,FALSE
Little Bangladesh,26987.614608275846,0.4607600217441004,0.06406514294514565,0.3283703011867465,0.052132276472296075,0.0946722576517113,asian,FALSE
Little Tokyo,3943.248582753005,0.4625061288123174,0.1996033848850083,0.16998940512792846,0.031763578954565636,0.13613750222018006,asian,FALSE
Littlerock,976.3433633708205,0.0012552818542347366,0.052492351976794006,0.670039273538161,0.02815610367238421,0.24805698895842612,latino,TRUE
Littlerock/Juniper Hills,1069.249247770653,0.00915754800400086,0.06366654073291994,0.47036950162663993,0.03192271088958224,0.42488369874685705,latino,FALSE
Littlerock/Pearblossom,7074.445669660077,2.187530923315622e-5,0.050573006333150046,0.669510752983475,0.02854490818294388,0.2513494571911979,latino,TRUE
Llano,2808.922451163105,0.009131603268318005,0.06369771785343208,0.47010571786372934,0.03196406198470458,0.42510089902981607,latino,FALSE
Lomita,20414.010224438796,0.15553738422289515,0.04805234300551581,0.32864733192169354,0.05145135538882888,0.41631158546106667,white,FALSE
Long Beach,464832.71768334555,0.12952102340755448,0.12467018777946384,0.42874575623075706,0.04040986237998757,0.27665317020223706,latino,FALSE
Longwood,3777.532808151768,0.0318830706404719,0.26352611707167073,0.5808370564384273,0.030170978672596924,0.0935827771768332,latino,TRUE
Los Feliz,20542.36373584596,0.10569971063332759,0.025833032551734286,0.11628258094680975,0.038644458844151366,0.7135402170239771,white,TRUE
Lynwood,71759.274857951,0.007611679019815709,0.0829192193915252,0.875372943270378,0.01046296034590369,0.023633197972377347,latino,TRUE
Malibu,9644.619859658433,0.025766579525837368,0.009896446106107012,0.09776233307108008,0.04043658888210145,0.8261380524148741,white,TRUE
Manchester Square,8769.520987416308,0.002278733311820518,0.7005443573466825,0.2504599685404889,0.021307855821684926,0.02540908497932308,black,TRUE
Mandeville Canyon,3086.624397739144,0.05844775130948484,0.026725635980532358,0.032705509898131584,0.036853163128438365,0.8452679396834126,white,TRUE
Manhattan Beach,35180.831476066014,0.11945594401002887,0.0042152168476803685,0.08371561336490592,0.050407343161624485,0.7422058826157605,white,TRUE
Mar Vista,42507.820655292904,0.1418167681137291,0.03343019320513287,0.27401087334516777,0.0501500665435256,0.5005920987924447,white,TRUE
Marina del Rey,6011.1192975275735,0.08869587761117777,0.07113939121434441,0.11704357520256399,0.03464776065323418,0.6884733953186796,white,TRUE
Marina Peninsula,3701.9386155401107,0.07745047438682205,0.012544454561131967,0.08655494659838044,0.0473074443147944,0.7761426801388712,white,TRUE
Maywood,25956.23673576294,0.002602430820077549,0.003633103438589014,0.9788269719300411,0.0012049952504343635,0.013732498560857955,latino,TRUE
Melrose,72619.46141163964,0.12898052055177042,0.0373606854441136,0.41749493613828403,0.03182961041316303,0.3843342474526689,latino,FALSE
Mid-city,15421.615924696474,0.06326099111241917,0.2668923597881192,0.3591175861297511,0.051458319780445905,0.2592707431892646,latino,FALSE
Miracle Mile,16735.387211319456,0.14809222252977683,0.12539916124652534,0.14180758071243138,0.05525944659270604,0.5294415889185604,white,TRUE
Mission Hills,24065.290677907826,0.09089986020380618,0.016919141762672174,0.7107971939934995,0.024748778011560828,0.15663502602846138,latino,TRUE
Monrovia,43021.23508678324,0.1459660202599093,0.05447549385223969,0.42739920197113085,0.044993491855422195,0.32716579206129787,latino,FALSE
Montebello,63635.20425018607,0.13017064152443603,0.010083757886819087,0.7794786808167095,0.007464173814646447,0.07280274595738892,latino,TRUE
Monterey Park,61138.66099344766,0.6541748094638602,0.00558721762104915,0.2754171583044966,0.026119572009993083,0.03870124260060099,asian,TRUE
Mt. Washington,23401.49991573329,0.16397143277533974,0.02612535435223183,0.5900323048989611,0.017497097426389902,0.20237381054707754,latino,TRUE
Newhall,1295.4099514420434,0.07843371998488999,0.04006958236545395,0.21692936083863704,0.04068647646661999,0.623880860344399,white,TRUE
North Hills,63255.62378938724,0.13665196242761637,0.03466299535843614,0.6362430337100561,0.018781386370371446,0.17366062213351996,latino,TRUE
North Hollywood,135353.07534873288,0.07458208884811932,0.0465604033649902,0.4824276088319792,0.021576256940133716,0.3748536420147777,latino,FALSE
North Lancaster,5902.479406924779,0.054870325738932364,0.11546154821431759,0.3849199937954516,0.03457148888125486,0.4101766433700436,white,FALSE
North Whittier,6091.024273664832,0.14725378942593087,0.0069367631518956864,0.7325119922240771,0.0017481596274534974,0.11154929557064279,latino,TRUE
Northeast San Gabriel,21284.237553068902,0.5373921469583346,0.01244495649565074,0.25650766081034904,0.02087850146806854,0.17277673426759702,asian,TRUE
Northridge,70785.26842531606,0.16770126668476015,0.07393089627994469,0.34374250192373473,0.03185971953300735,0.38276561557855315,white,FALSE
Norwalk,106377.60464242252,0.13950950106996024,0.039996967312504905,0.7000599813731132,0.016925991352328276,0.10350755889209333,latino,TRUE
Pacific Palisades,20602.615756476232,0.04923426492272221,0.0024829106184566523,0.06121844193381739,0.04894511483287567,0.8381192676921282,white,TRUE
Pacoima,73814.23297292613,0.023662191446417888,0.03945042568656656,0.901265047577349,0.0078178557597704465,0.02780447952989607,latino,TRUE
Padua Hills,24.27539473362519,0.28566633098355154,0.050352467270896276,0.13125209801946963,0.02081235313863713,0.5119167505874455,white,TRUE
Palisades Highlands,3671.191686797302,0.10771607029773221,0.014987206886762253,0.039930780180470374,0.09752217812628144,0.7398437645087538,white,TRUE
Palmdale,156469.3969156325,0.04394234312631095,0.12077792185426109,0.6088811507389101,0.027861420220528902,0.19853716405998892,latino,TRUE
Palms,39565.849025236515,0.2402764714499508,0.08761101356710703,0.20323511648853892,0.055645673815213584,0.41323172467918967,white,FALSE
Palos Verdes Estates,13213.82612454506,0.21028074088130339,0.0026041483389539536,0.09578699300182618,0.03527268992626033,0.656055427851656,white,TRUE
Palos Verdes Peninsula,331.0166033667984,0.21103381337347607,0.009960973598169212,0.10964067501183157,0.031905244142356466,0.6374592938741669,white,TRUE
Panorama City,70241.36205688576,0.14015408106449886,0.031510514957675234,0.733903113240566,0.006171469336281143,0.08826082140097867,latino,TRUE
Paramount,54457.129535443106,0.02606575781729196,0.09850778521141994,0.8081508648387908,0.018956951918020177,0.048318640214477133,latino,TRUE
Park La Brea,11582.757016286538,0.2780090750806239,0.07798206633855291,0.08701154925123325,0.07304019361136643,0.48395711571822353,white,FALSE
Pasadena,141229.09147275292,0.1660252844092238,0.09336222289935396,0.34870405052322584,0.03644634815895273,0.3554620940092436,white,FALSE
Pearblossom/Llano,508.7076927024241,0.009017815882507666,0.06353334504457812,0.4725940122848144,0.03192068048003002,0.42293414630806975,latino,FALSE
Pellissier Village,993.2433041258622,0.15175165968813925,2.044688192614205e-5,0.7709189449511367,0.005814783318844493,0.07149416515995345,latino,TRUE
Pico Rivera,64788.021555753585,0.026515577953752735,0.005722667128134407,0.9049059201406144,0.008139705207461784,0.0547161295700366,latino,TRUE
Pico-Union,41795.86364080537,0.1141975494048569,0.03207484834108197,0.8084571916798847,0.008211463143553798,0.03705894743062264,latino,TRUE
Placerita Canyon,1725.6648149017565,0.28790237676791597,0.04227561361289662,0.28423819260868416,0.041670095054315355,0.34391372195618797,white,FALSE
Playa Del Rey,3079.0475025405995,0.060652730432071963,0.019938254485684648,0.09055021264874408,0.03330369446460952,0.7955551079688897,white,TRUE
Playa Vista,12752.744634965215,0.22035941956769248,0.07151780728882164,0.18095588818229022,0.033635699052612614,0.493531185908583,white,FALSE
Pomona,154407.93238336977,0.09912998326922474,0.055609811666186955,0.7107320586554964,0.022667917667903298,0.1118602287411886,latino,TRUE
Porter Ranch,34421.5818895174,0.3186896867241215,0.04272553920079968,0.1301374623533175,0.04013638010975499,0.4683109316120062,white,FALSE
Quartz Hill,10338.23285083856,0.041218711739935125,0.09308436471139359,0.28303212141753664,0.04233915055913917,0.5403256515719955,white,TRUE
