hood.name,population,area,density
Roosevelt,931,82.45915996089907,11.290437598945546
Rosemead,55350,7.558072995692791,7323.295240935483
Rosewood,1286,0.15247287162860126,8434.287268704977
Rosewood/East Gardena,1193,1.4566109447624713,819.0244651735346
Rosewood/West Rancho Dominguez,3361,0.6747897557791825,4980.810646894068
Rowland Heights,51022,27.613292480083384,1847.7332986206043
San Clemente Island,0,81.29723726275104,0
San Dimas,34516,22.53944190208643,1531.360011039356
San Fernando,24612,3.482704293614649,7066.922117138908
San Francisquito Canyon/Bouquet Canyon,0,92.31249420371822,0
San Gabriel,40954,6.041566654251225,6778.705316638723
San Jose Hills,20221,2.2010361116546693,9187.036910902154
San Marino,13277,5.507821596055456,2410.5719055077248
San Pasqual,2035,0.3745895610134344,5432.612682783801
San Pedro,78038,17.27090854879456,4518.465243419215
Sand Canyon,0,0.3913530759136649,0
Santa Catalina Island,267,103.41558336422253,2.5818159247784203
Santa Clarita,220424,104.40391790361352,2111.2617651331543
Santa Fe Springs,18364,12.926874613510227,1420.6063374984149
Santa Monica,92446,12.421425132909267,7442.463244823171
Santa Monica Mountains,18621,166.1065600104896,112.10273693479708
Saugus,155,2.7935141136189166,55.485669195063416
Saugus/Canyon Country,356,7.185946041126175,49.54114572563754
Shadow Hills,4442,4.484196436018986,990.5899670942052
Sherman Oaks,87254,16.049932793922114,5436.409056681027
Sierra Madre,10989,4.330310569351966,2537.693272573868
Signal Hill,11797,3.1800906366915016,3709.642695050147
Silverlake,44083,5.562988318034953,7924.3380499442965
South Antelope Valley,455,16.592119428425036,27.42265700067889
South Carthay,10595,0.7753576900305233,13664.661015463596
South Edwards,0,110.86971545955909,0
South El Monte,22680,4.351604653589249,5211.870517992322
South Gate,98155,10.710570865145787,9164.310776320508
South Park,37961,2.102566372310189,18054.60246103454
South Pasadena,26053,4.995692779696824,5215.092510468807
South San Gabriel,8848,2.0693196487888406,4275.801471840601
South Whittier,59222,7.791650496934832,7600.700265405568
Southeast Antelope Valley,781,6.4684874307230045,120.73920037171735
St Elmo Village,4584,0.219000163002456,20931.49126993386
Stevenson Ranch,20966,62.955947548517976,333.02651800836173
Studio City,22440,6.289336183149332,3567.9441115140644
Sun Valley,52483,20.186986542955836,2599.8432152476826
Sun Village,6036,16.47207007199005,366.43846059542466
Sunland,20408,9.696619953413538,2104.6509090846334
Sunrise Village,1296,0.16714244843525777,7753.865114055706
Sycamore Square,647,0.09594454778395162,6743.47855030718
Sylmar,82398,17.404104148784025,4734.4005353907805
Tarzana,30876,9.404658421301376,3283.0538459606823
Temple City,36455,5.886378697010818,6193.111567645544
Temple-Beaudry,39482,2.0255497327974403,19491.992401229425
Thai Town,9809,0.32066375648225137,30589.674703517438
Toluca Lake,8704,1.512096524478011,5756.246283949828
Toluca Terrace,1306,0.13016846058438536,10033.152379130648
Toluca Woods,1858,0.37703599148537376,4927.911504363839
Torrance,149268,29.866113447518515,4997.90507600855
Tujunga,27810,8.097280434040766,3434.486458328336
Twin Lakes/Oat Mountain,1658,29.343295075342645,56.503538397541035
Universal City,0,0.7463067846868949,0
University Hills,3429,0.6884986376562173,4980.402011648099
University Park,27456,1.9911823416781838,13788.792430159798
Val Verde,3309,26.63533116864187,124.23348442897267
Valencia,3072,0.9880103189126462,3109.279266820701
Valinda,23371,2.9620366679890275,7890.179163739703
Valley Glen,30016,3.436334323586812,8734.889324933201
Valley Village,24720,2.9947702244842693,8254.389534762067
Van Nuys,93194,10.807874027350184,8622.787401496833
Venice,33885,4.0760962830985,8313.100978626015
Vermont Knolls,17200,1.551456617178604,11086.355757261843
Vermont Square,7657,0.6486313820810392,11804.855903569809
Vermont Vista,41186,2.763186660886812,14905.25435106937
Vernon,209,7.515615752273288,27.808766026493927
Vernon Central,51998,3.33040680066583,15613.107680900821
Victoria Park,8399,0.5884588494166054,14272.875679117951
View Heights,3694,0.5018025435427441,7361.461290969604
View Park/Windsor Hills,11635,2.702294034493731,4305.601038037961
Walnut,30532,13.310979084278673,2293.7456220677805
Walnut Park,16143,1.0909704239703513,14796.918088073404
Watts,42674,3.0410206337088637,14032.788704874489
Wellington Square,4915,0.5126903835524923,9586.682640589792
West Adams,27630,2.1368315982523227,12930.359146035698
West Antelope Valley,1511,342.10785286272585,4.416735796492528
West Carson,22086,3.6017738651976163,6131.978526860742
West Chatsworth,0,2.0297284168396046,0
West Covina,108235,23.470314545897512,4611.570066022779
West Hills,40545,14.656161685652863,2766.4132580967707
West Hollywood,36951,2.770191749547192,13338.787831578775
West LA,952,1.317199091735114,722.7457154908556
West Los Angeles,37636,3.127658651856566,12033.282461198065
West Puente Valley,9835,1.1534268846163878,8526.765008837965
West Rancho Dominguez,1359,0.26711675620589936,5087.662860627333
West Vernon,53644,3.679210805213601,14580.300732968095
West Whittier/Los Nietos,26925,3.785460393288045,7112.741173501749
Westchester,51603,18.78206801160478,2747.4610340094778
Westfield/Academy Hills,1300,0.7594132531967402,1711.8479227583491
Westhills,839,0.3253882228221622,2578.4584110733085
Westlake,59355,1.6788036551112835,35355.534174164946
Westlake Village,8360,8.05156012989812,1038.3080875166715
Westwood,54109,5.547034907770199,9754.580762454725
White Fence Farms,3683,8.513316997542255,432.6163352149651
Whittier,91216,28.36915740553548,3215.3228485454297
Whittier Narrows,0,4.344203498923778,0
Wholesale District,36129,9.165182278871475,3941.983792650617
Willowbrook,34913,5.020957180496714,6953.455037540496
Wilmington,56487,10.250336292041387,5510.74602731404
Wilshire Center,50170,1.8853273028609807,26610.764042862542
Winnetka,51786,7.347339537769504,7048.265529827566
Wiseburn,6027,0.6737166001209627,8945.898021390418
Woodland Hills,68055,21.6064702802268,3149.7509365183378
