community_name,community_parent,community_type,tot_pop_univ,white,black,asn,hisp,oth
Century City,Century City,Incorporated neighborhood,5869.968813537046,4101.993259076721,187.83220239855427,1078.520800394283,278.1807655659602,223.44178610152787
Cerritos,Cerritos,City,50144.99999999995,7619.0,3597.9999999999995,30702.000000000022,6420.000000000003,1805.9999999999998
Charter Oak,Charter Oak,Unincorporated neighborhood,9987.716531037555,2450.7851543414567,329.22279355114466,1257.5537639925435,5696.448729106238,253.7060900461727
Chatsworth,Chatsworth,Incorporated neighborhood,44627.30487494124,20490.743747625853,1908.1284934545204,9340.537039473493,11119.647631282374,1768.2479631050269
Chatsworth Reservoir,Chatsworth Reservoir,Incorporated neighborhood,9.188514357053682,5.318352059925093,0.4094881398252185,0.34956304619225964,2.3570536828963795,0.7540574282147317
Chesterfield Square,Chesterfield Square,Incorporated neighborhood,6403.623290481197,109.69298543218915,2947.335320566003,103.96506522227955,3204.6632735112235,37.966645749500714
Cheviot Hills,Cheviot Hills,Incorporated neighborhood,7610.150951298013,5763.825971362035,170.04506710206854,691.8399533127972,794.6271935789648,189.81276594214773
Chinatown,Chinatown,Incorporated neighborhood,10699.620110646432,1024.5723477407987,601.2219967560169,6414.277897786424,2446.952611734936,212.595256628258
Citrus,Citrus,Unincorporated neighborhood,12067.77374300422,1658.8448425683184,257.27765905237186,1134.5943655769374,8892.587939173069,124.46893663351081
Claremont,Claremont,City,35736.01666563789,17822.246315772572,1928.1206198335617,4708.48651724298,9641.175113727439,1635.9880990612448
Commerce,Commerce,City,13173.464008026082,270.4888387258589,357.5244544770505,140.15976925006268,12199.23877602207,206.05216955104092
Compton,Compton,City,98899.16929096461,1157.812648339065,29693.435159016983,1155.3002173242514,66205.28910217292,687.3321641114123
Covina,Covina,City,48914.07484571037,11683.55380605453,1801.2892327320178,6268.0785967187085,27997.4475532607,1163.7056569444212
Cudahy,Cudahy,City,24145.999999999996,675.9999999999999,41.00000000000001,112.99999999999999,23234.0,81.99999999999999
Culver City,Culver City,City,39667.41331295636,18576.16284598403,3011.8171166581756,6300.412633723887,9573.087790796404,2205.932925793853
Cypress Park,Cypress Park,Incorporated neighborhood,10030.82808305369,684.7692521219894,55.20779214370313,969.514898341887,8260.102545153968,61.2335952921437
Del Aire,Del Aire,Unincorporated neighborhood,10624.438439678048,2828.5789200477243,895.3116180559583,785.3128942056697,5733.933635370272,381.3013719984261
Del Rey,Del Rey,Incorporated neighborhood,30148.34281256769,11466.820107591113,988.9949421392215,4733.044707201135,11514.194761078517,1445.2882945577082
Desert View Highlands,Desert View Highlands,Unincorporated neighborhood,2420.0159685993845,631.6371943767616,248.72039483734463,148.428747107034,1251.4245518289654,139.80508044927856
Diamond Bar,Diamond Bar,City,56384.0483489485,11099.494738264339,2236.9209679008295,30986.414045477755,10624.883283209747,1436.335314095821
Downey,Downey,City,113357.99999999999,15640.999999999998,3907.9999999999964,8593.0,83937.00000000001,1278.9999999999995
Downtown,Downtown,Incorporated neighborhood,45421.25813994089,12930.992098520199,7691.3937891331325,11509.877164940146,11099.001579180016,2189.9935081674257
Duarte,Duarte,City,21832.0,5271.999999999995,1514.0000000000002,3745.0000000000005,10666.0,634.9999999999999
Eagle Rock,Eagle Rock,Incorporated neighborhood,34227.66200817978,10093.42404750303,448.900713221591,9333.474621083586,13335.626674440404,1016.23595193117
East Hollywood,East Hollywood,Incorporated neighborhood,68385.90774369404,14382.547321593604,1921.1765325218537,12514.050863422104,38215.80104845643,1352.3319776999917
East Los Angeles,East Los Angeles,Unincorporated neighborhood,123499.28723888371,2306.641425778462,275.00000000000017,1695.0870619804339,118781.55875112489,440.9999999999999
East Pasadena,East Pasadena,Unincorporated neighborhood,6365.09023551204,1468.6988621328398,94.77136808679538,1906.0460439269652,2687.1836464673183,208.39031489812118
East Rancho Dominguez,East Rancho Dominguez,Unincorporated neighborhood,15346.427051402405,190.20248330046851,2346.3692576494323,60.53436492249106,12545.81030598688,203.51063954313125
East San Gabriel,East San Gabriel,Unincorporated neighborhood,15310.380037904992,2772.212016962527,174.58883552469558,8175.356978726252,3770.247147541379,417.9750591501296
East Whittier,East Whittier,Unincorporated neighborhood,10539.999999999995,3791.0,42.00000000000001,575.9999999999999,5947.000000000003,184.00000000000003
Echo Park,Echo Park,Incorporated neighborhood,36814.12849563162,10023.90068828887,1255.1337311138764,6148.275456014101,18338.010496727748,1048.8081234870274
El Monte,El Monte,City,115864.46006941891,4719.355295441719,504.3490996140842,34115.49225497743,75650.66757991703,874.595839468761
El Segundo,El Segundo,City,16928.999999999978,10943.000000000013,283.0000000000002,1549.9999999999993,3024.000000000002,1129.0
El Sereno,El Sereno,Incorporated neighborhood,42181.701944934655,3235.030556979015,560.3963138225225,4223.060496235985,33626.68911664246,536.5254612546125
Elizabeth Lake,Elizabeth Lake,Unincorporated neighborhood,1882.8621663257813,1277.9520865047532,10.432111750265811,16.016713501389845,504.9765798182874,73.48467475108484
Elysian Park,Elysian Park,Incorporated neighborhood,2537.2832724786103,283.2805292170958,74.10422302409371,814.5939342441941,1324.682578239316,40.622007753910076
Elysian Valley,Elysian Valley,Incorporated neighborhood,6733.05969611983,747.6634457303118,93.24958092904805,1536.133173226739,4298.5260791077,57.48741712603288
Encino,Encino,Incorporated neighborhood,47784.81775472522,35661.854143130644,1530.0583558133283,3559.750056827712,5403.563563398369,1629.591635555137
Exposition Park,Exposition Park,Incorporated neighborhood,35128.5729357815,1433.2805526752752,7457.911178946672,1596.8678110504216,23786.583399895568,853.9299932135746
Fairfax,Fairfax,Incorporated neighborhood,12311.489495890322,9346.368409258095,436.7022377187813,869.1789601272347,1060.5580131913234,598.6818755948872
Florence,Florence,Incorporated neighborhood,53532.99999999998,337.0,9869.000000000004,91.99999999999999,42943.00000000001,291.9999999999998
Florence-Firestone,Florence-Firestone,Unincorporated neighborhood,63814.91836004262,339.9182988890439,4661.889632107021,164.99297658862866,58271.225886192806,376.8915662650602
Gardena,Gardena,City,60095.99999999995,5864.999999999998,13946.000000000005,15576.000000000005,22706.999999999985,2001.9999999999998
Glassell Park,Glassell Park,Incorporated neighborhood,23219.874105393006,4039.044018104015,332.0793148684757,4190.464026033977,14049.770789021535,608.5159573650225
Glendale,Glendale,City,200520.7310077082,123067.40943140439,3139.999999999997,31737.294493495443,36483.77700459705,6092.250078211217
Glendora,Glendora,City,52253.45851369131,26694.54147124843,1149.1272781216192,5715.291016600341,16516.677732187083,2177.821015533747
Gramercy Park,Gramercy Park,Incorporated neighborhood,10907.999999999996,95.00000000000004,8545.0,72.99999999999996,1957.0000000000011,238.00000000000006
Granada Hills,Granada Hills,Incorporated neighborhood,55829.11987244045,23945.953314870756,2160.297969117155,9550.719133937566,18087.785767035923,2084.363687479019
Green Meadows,Green Meadows,Incorporated neighborhood,35610.48076793397,265.4989813888363,9915.780784971652,101.1009968465536,25032.522192053097,295.5778126738341
Green Valley,Green Valley,Unincorporated neighborhood,997.5988266149845,759.2221413223228,2.6986591390261117,24.324809877921602,176.01513142649492,35.33808484921896
Griffith Park,Griffith Park,Incorporated neighborhood,3.928571428571428,0.0,0.0,2.357142857142857,1.5714285714285712,0.0
Hacienda Heights,Hacienda Heights,Unincorporated neighborhood,54387.948471398675,6953.715020655864,570.748987115613,21118.303726718692,25092.73710716424,652.4436297442614
Hancock Park,Hancock Park,Incorporated neighborhood,10253.441540869164,7212.616164168327,137.3584122140385,1652.2458084835423,864.5013448421256,386.7198111611278
Hansen Dam,Hansen Dam,Incorporated neighborhood,82.96607538802661,41.792431633407254,4.5461788617886185,4.130731707317073,30.13461936437546,2.362113821138211
Harbor City,Harbor City,Incorporated neighborhood,26874.895732113888,4462.246459375271,2949.790489179547,5645.162008356252,12944.452487663817,873.2442875389752
Harbor Gateway,Harbor Gateway,Incorporated neighborhood,41826.008711600145,3057.903102552346,6430.886290692345,7336.830353049058,23824.464160171185,1175.9248051352586
Harvard Heights,Harvard Heights,Incorporated neighborhood,19775.428732603534,965.695274484665,1524.5979675789813,4111.466209722387,12941.25992235482,232.40935846267712
Harvard Park,Harvard Park,Incorporated neighborhood,11359.524534517426,173.97679367133517,4202.212602861674,109.03213768251896,6811.93768191113,62.365318390768785
Hasley Canyon,Hasley Canyon,Unincorporated neighborhood,1248.7124811832239,574.7703623825711,32.95318805265513,56.05421499127531,531.9054123753399,53.02930338138224
Hawaiian Gardens,Hawaiian Gardens,City,14330.4266337846,1212.4333342225852,694.4785210330039,1774.1491510142125,10451.742039626351,197.623587888452
Hawthorne,Hawthorne,City,86415.47277426197,8509.316576241452,19457.883084000296,7005.992446827442,46997.261274374294,4445.019392818583
Hermosa Beach,Hermosa Beach,City,19749.99999999998,15624.999999999996,236.0,1190.9999999999995,1781.0,917.0
Hidden Hills,Hidden Hills,City,1837.2525252525254,1447.831295410243,0.0,166.75385433280175,162.47811447811452,60.189261031366314
Highland Park,Highland Park,Incorporated neighborhood,55575.37562687971,8363.955191831086,873.631719000432,5961.480778023573,39161.22368559442,1215.084252430165
Historic South-Central,Historic South-Central,Incorporated neighborhood,50742.510351588666,567.6125045059208,3294.830971803199,636.1939308992601,46030.350912279355,213.52203210103707
Hollywood,Hollywood,Incorporated neighborhood,72952.70340053742,33268.65161751698,4807.786391543122,5405.534016195281,26643.2297164398,2827.5016588422045
Hollywood Hills,Hollywood Hills,Incorporated neighborhood,21975.83860406825,16314.577354718624,692.3558324233061,1540.858555971274,2346.715480205061,1081.331380749967
Hollywood Hills West,Hollywood Hills West,Incorporated neighborhood,16368.512193239263,12743.28232649664,776.183773794271,785.0651844055213,1345.6604769317694,718.3204316110538
Huntington Park,Huntington Park,City,58999.08163995748,915.0817011109559,492.11036789297657,472.0070234113715,57029.77411380722,90.10843373493978
Hyde Park,Hyde Park,Incorporated neighborhood,36288.648250133214,857.1232901048144,19671.246402558187,356.62035885592456,14457.762835317102,945.8953632972107
Industry,Industry,City,226.3000524218287,16.119195939153244,1.559420988380757,36.93773115637528,168.97306263964856,2.7106416982708663
Inglewood,Inglewood,City,110985.57073814928,4119.314673596315,45041.38988138581,1777.2756917370116,57454.51214987985,2593.0783415502633
Irwindale,Irwindale,City,1370.9999999999998,73.99999999999999,0.0,13.0,1279.0000000000005,5.000000000000001
Jefferson Park,Jefferson Park,Incorporated neighborhood,25785.41147956234,1618.9097322517066,8438.506698084868,970.4878935067788,14045.762339908071,711.744815810913
Koreatown,Koreatown,Incorporated neighborhood,107813.83164251618,9689.024430692169,5148.5591748418365,41544.41170057988,48974.42518855529,2457.411147847078
L.A. County Jail,L.A. County Jail,Unincorporated area,7645.492325256882,1450.721806418876,2484.125586705569,241.1589496384625,3244.341494354941,225.14448813903334
La Canada Flintridge,La Canada Flintridge,City,20539.267326008172,11838.576930081057,44.59824095585793,6002.80053337804,1880.7046205037436,772.5870010894901
La Crescenta-Montrose,La Crescenta-Montrose,Unincorporated neighborhood,18825.07729653577,9846.37498305236,60.40175904414207,5129.1066537988,3212.4259379243817,576.7679627160937
La Habra Heights,La Habra Heights,City,5847.014095985748,2928.890771588729,12.659216083374467,966.6793671842438,1800.9666058526893,137.81813527671358
La Mirada,La Mirada,City,49161.99999999998,16450.000000000007,1058.0,9500.999999999995,20351.00000000002,1802.000000000001
La Puente,La Puente,City,40186.79762557748,1407.8060225080765,402.9431936492724,4302.300194854581,33869.8733684121,203.87484615340622
La Verne,La Verne,City,32254.995316263467,16236.178025739926,1243.5714389513969,2329.64556407036,11653.840551540101,791.7597359616937
Ladera Heights,Ladera Heights,Unincorporated neighborhood,7115.787746846818,1008.6191373619121,4899.783186142731,380.3455797507483,429.42288293562103,397.6169606558062
Lake Balboa,Lake Balboa,Incorporated neighborhood,27605.95762711865,10158.005084745764,1170.3050847457632,3025.494915254238,12235.896610169495,1016.2559322033895
Lake Hughes,Lake Hughes,Unincorporated neighborhood,641.644558832236,320.4965991215928,27.387958137583126,46.05876546752519,226.4760002437379,21.22523586179716
Lake Los Angeles,Lake Los Angeles,Unincorporated neighborhood,11731.910594338198,3924.0354827426895,1262.5049771623817,119.19114972582356,6218.8840878753745,207.29489683193214
Lake View Terrace,Lake View Terrace,Incorporated neighborhood,11967.474080958002,2649.594092974428,1295.2855840995737,749.477866298216,7043.908721559519,229.20781602626136
Lakewood,Lakewood,City,81337.16411744896,29287.075864572136,6028.169367634173,15346.985122595128,27597.24334828323,3077.690414364277
Lancaster,Lancaster,City,159437.35102557242,52233.523513784356,33261.04609031089,6538.998498350815,61954.54810949319,5449.234813633266
Larchmont,Larchmont,Incorporated neighborhood,8728.410146480886,2260.8674526616646,394.00000000000006,2300.6387995712753,3368.5609146123625,404.3429796355841
Lawndale,Lawndale,City,33191.000000000015,4873.000000000001,3313.000000000001,3569.0000000000014,20402.999999999978,1033.0
Leimert Park,Leimert Park,Incorporated neighborhood,11664.86035797483,552.0396636680466,8006.210518557991,420.67611512606976,2255.093220933589,430.8408396891395
Lennox,Lennox,Unincorporated neighborhood,21432.82546618469,362.71141589979044,654.7264504174659,406.188071685044,19943.53471801558,65.66481016681132
Leona Valley,Leona Valley,Unincorporated neighborhood,1741.3443511704654,1303.5214186441876,134.76147178219654,36.3796425079107,225.16805364409896,41.51376459207306
Lincoln Heights,Lincoln Heights,Incorporated neighborhood,28466.078308924687,1434.3587898687606,158.75492010643669,6632.726796791393,19963.486647495138,276.75115466294534
Littlerock,Littlerock,Unincorporated neighborhood,1479.0472611597024,417.9701611389464,80.23124234195777,11.577985334885168,905.0302302047616,64.23764213915169
Lomita,Lomita,City,20610.304126707357,9026.087910491133,878.4664341761115,3435.7483289741335,6291.98619587329,978.0152571926764
Long Beach,Long Beach,City,470108.7988937405,129915.72476799533,58155.29767907486,65262.971983374075,201400.05564366482,15374.748819629833
Lopez/Kagel Canyons,Lopez/Kagel Canyons,Unincorporated neighborhood,1240.7892100926351,341.3920143303138,100.53673002712526,53.45658549567532,718.1452651619837,27.258615077537225
Los Feliz,Los Feliz,Incorporated neighborhood,33198.82085593122,22299.893907545273,735.8389272684085,3930.4365306769473,4946.186935922932,1286.4645545176354
Lynwood,Lynwood,City,71686.4520121211,1581.9223234937492,5773.6675450339435,879.2655127969065,63081.40235978462,370.194271011931
Malibu,Malibu,City,12888.929773143636,10271.3233819114,260.152858956014,627.663593614267,1125.9721095925006,603.817829069455
Manchester Square,Manchester Square,Incorporated neighborhood,11831.936233673654,290.9050133965006,8233.147623081639,128.8900078303168,2900.180799178805,278.81279018638514
Manhattan Beach,Manhattan Beach,City,35698.00000000001,26678.000000000084,165.00000000000009,3771.0000000000023,3054.0000000000014,2030.0000000000005
Mar Vista,Mar Vista,Incorporated neighborhood,37579.24139040876,18640.537174122946,1717.9588027035722,4950.800128741551,10514.368200836823,1755.5770840038617
Marina del Rey,Marina del Rey,Unincorporated neighborhood,9691.0,6751.0,653.0,892.0000000000001,923.0000000000001,472.0
Mayflower Village,Mayflower Village,Unincorporated neighborhood,5735.046078584498,1499.462982136789,28.156224294005117,2513.526704890209,1532.7251668611927,161.17500040230325
Maywood,Maywood,City,27700.0,410.00000000000017,132.00000000000003,49.999999999999986,27066.000000000015,41.999999999999986
Mid-City,Mid-City,Incorporated neighborhood,50318.87914118763,8752.62575255576,11736.056659280495,2974.2461090287816,24992.55548923459,1863.3951310879893
Mid-Wilshire,Mid-Wilshire,Incorporated neighborhood,45571.08585049616,18313.77552530073,5811.404329919175,10164.042625752903,8820.088271392286,2461.7750981310637
Mission Hills,Mission Hills,Incorporated neighborhood,20348.104345805255,3664.813850801765,363.51173599814075,1918.8724145944673,14116.906344410889,283.9999999999999
Monrovia,Monrovia,City,37678.81141426894,13567.568228973645,1796.6630721753222,5084.175257541061,15905.868938682708,1324.5359168961472
Montebello,Montebello,City,63706.83911090864,4783.483358783242,774.3146394415701,8205.166414346004,49343.624676723135,600.2500216146356
Montecito Heights,Montecito Heights,Incorporated neighborhood,16899.407104384965,2507.043681541918,673.4632715457928,3243.9485413593966,10001.215204763512,473.73640517434904
Monterey Park,Monterey Park,City,61476.75862068972,2375.917730111323,195.00000000000006,40918.6638609829,16815.177029595452,1172.0000000000005
Mount Washington,Mount Washington,Incorporated neighborhood,13045.089012225062,3485.962912445919,389.4187477681132,1851.6824489019643,7087.1463153645245,230.8785877445337
North El Monte,North El Monte,Unincorporated neighborhood,3602.6278376519144,989.4421004356797,13.659252465030955,1613.499197431781,884.4365971107545,101.59069020866775
North Hills,North Hills,Incorporated neighborhood,61373.32222222223,10201.20277777778,1925.2055555555562,8737.96666666667,39342.57777777778,1166.3694444444445
North Hollywood,North Hollywood,Incorporated neighborhood,77374.91316092832,26017.470295844392,4650.729359554908,5417.507551105212,39417.21927964502,1871.9866747787273
North Whittier,North Whittier,Unincorporated neighborhood,1591.3637740039733,120.46742434987104,1.9427714546760797,115.22130068490988,1334.037281680735,19.694995833781363
Northeast Antelope Valley,Northeast Antelope Valley,Unincorporated area,3585.3579792784367,1691.0519339089017,224.45324451989964,82.67966857761478,1463.2590794588475,123.91405281317405
Northridge,Northridge,Incorporated neighborhood,68070.12439221705,25831.829355911184,4772.087902068825,11744.547144965445,23684.012042454033,2037.6479468175644
Northwest Antelope Valley,Northwest Antelope Valley,Unincorporated area,3835.135958046589,2622.707705289791,222.26495606850872,98.98367546677824,803.619490742885,87.56013047863017
Northwest Palmdale,Northwest Palmdale,Unincorporated neighborhood,3738.2799157572294,2326.363392686199,139.21233007849906,219.04499329887048,944.136703044227,109.52249664943524
Norwalk,Norwalk,City,106535.35325134594,11434.565790216267,4063.906041495547,14448.59341209306,75038.98478023904,1549.3032273020049
Ocean,Ocean,Unincorporated area,0.0,0.0,0.0,0.0,0.0,0.0
Pacific Palisades,Pacific Palisades,Incorporated neighborhood,24605.402412619824,20374.028456541924,150.04206619239113,1296.4293226105779,1461.2304361274348,1323.67213114754
Pacoima,Pacoima,Incorporated neighborhood,81042.39069404495,2497.614042673762,3157.1939104638973,2257.453249413318,72658.97461055471,471.15488093916883
Palmdale,Palmdale,City,157465.00049796878,35053.40869819285,19015.12695957356,6699.7898601726865,92595.04990012843,4101.6250799011
Palms,Palms,Incorporated neighborhood,41980.46170376626,17900.361674132477,3498.5236899413585,9558.015565989475,8929.649829642043,2093.910944060914
Palos Verdes Estates,Palos Verdes Estates,City,13590.999999999995,8907.999999999998,89.00000000000001,2785.0000000000005,1229.0000000000002,580.0
Panorama City,Panorama City,Incorporated neighborhood,69659.39861248762,5558.112983151636,1854.3655104063428,10348.473736372644,51322.57819623391,575.8681863230925
Paramount,Paramount,City,55019.99999999999,2698.999999999998,4789.000000000001,2158.0,44829.00000000004,544.9999999999998
Pasadena,Pasadena,City,141418.51696103223,51898.15241289148,13812.878757441436,22608.912632295585,48680.80316584465,4417.769992559299
Pico Rivera,Pico Rivera,City,63617.99690548735,3802.4685594110465,456.98460692328825,1864.3435025271435,56923.94248291919,570.257753706748
Pico-Robertson,Pico-Robertson,Incorporated neighborhood,19462.366783787176,14585.849385994778,793.8408199083191,1589.7833858693566,1845.946594033989,646.9465979807305
Pico-Union,Pico-Union,Incorporated neighborhood,42080.12793434239,1154.902298253203,1107.1239053076447,4355.11992551154,35224.5724030881,238.40940218187774
Playa Vista,Playa Vista,Incorporated neighborhood,11012.589546677107,5310.163428568119,952.4538606173123,2785.4781149466166,1647.6199700283905,316.8741725166661
Playa del Rey,Playa del Rey,Incorporated neighborhood,10842.04349713484,6956.620519110858,571.5113014836239,1316.7285275212776,1314.050321932308,683.1328270867704
Pomona,Pomona,City,153112.64046726265,17948.58757657404,9146.12825893747,15021.783942395332,108035.80663871922,2960.3340506366144
Porter Ranch,Porter Ranch,Incorporated neighborhood,26662.54132345513,13858.41533347668,607.0537556925711,7787.030808704004,3469.0262882230095,941.015137358871
Quartz Hill,Quartz Hill,Unincorporated neighborhood,10548.999693657312,5636.737293721334,967.8956921863353,508.6860520543968,3065.986532722091,369.6941229731585
Rancho Dominguez,Rancho Dominguez,Unincorporated neighborhood,3225.3064516129025,786.1136534133533,927.3608402100524,124.68717179294825,1314.0858964741187,73.05888972243062
Rancho Palos Verdes,Rancho Palos Verdes,City,42549.31577582846,22231.00591714916,813.8316422019516,12465.81510129582,4845.0365861040555,2193.6265290774627
Rancho Park,Rancho Park,Incorporated neighborhood,4406.403816032739,2235.694458332151,135.70792584405618,1191.2726416748549,657.3710606819956,186.3577294996813
Redondo Beach,Redondo Beach,City,67949.99999999999,42022.00000000002,1879.000000000002,8323.999999999995,11606.000000000015,4119.000000000004
Reseda,Reseda,Incorporated neighborhood,72724.32959695705,20659.613946165522,3047.2243504905705,8475.622271332048,38707.553969807464,1834.3150591614638
Ridge Route,Ridge Route,Unincorporated area,556.1470062828278,310.1420503429134,25.15897044425064,32.30087159332077,171.44071884382808,17.104395058514694
Rolling Hills,Rolling Hills,City,1684.0,1224.0,11.0,276.0,105.99999999999999,67.0
Rolling Hills Estates,Rolling Hills Estates,City,8261.43383578194,4565.03857111358,181.77123826368037,2383.88386983389,786.8147050423831,343.92545152840654
Rose Hills,Rose Hills,City,3033.7671374440233,576.4350671718912,15.44884602135722,490.5008611780916,1862.5514984498795,88.83086462280399
Rosemead,Rosemead,City,55266.10862883974,1980.927296784043,69.68651533303047,34204.770212668394,18490.52060769016,520.2039963641231
Rowland Heights,Rowland Heights,Unincorporated neighborhood,50857.596008826535,5481.4529901136675,610.1037549668488,31016.60143737894,12876.088707167333,873.3491191997239
San Dimas,San Dimas,City,34424.6323616366,15870.07293428785,785.9012204805176,5258.6129227395595,11499.518847716572,1010.5264364121406
San Fernando,San Fernando,City,24580.999999999996,1073.0000000000002,365.00000000000006,313.0000000000002,22719.99999999999,109.99999999999997
San Gabriel,San Gabriel,City,40247.66223793051,4922.840223453673,239.33192300818055,24544.438768343774,10029.88187103607,511.16945208880855
San Marino,San Marino,City,13331.000000000005,4292.999999999996,173.99999999999997,7204.000000000006,1304.0000000000014,355.9999999999999
San Pasqual,San Pasqual,Unincorporated neighborhood,1966.0,1034.0,104.00000000000001,397.00000000000006,364.00000000000017,67.0
San Pedro,San Pedro,Incorporated neighborhood,82263.85922293985,28197.500486306173,5172.949790316213,5492.331014320291,40012.28957245099,3388.78835954619
