mapla.hood.name,mapla.region.slug,mapla.area,csa.hood.name,csa.area,piece.area,pct.mapla,pct.csa
Acton,antelope-valley,101745659.64143574,Acton,162410461.92902339,89701149.06746058,0.8816213820184419,0.5523113967046148
Agua Dulce,northwest-county,78459569.22753423,Acton,162410461.92902339,24592.962491527058,3.134475849619694e-4,1.5142474320573433e-4
Angeles Crest,angeles-forest,1107067683.3052347,Acton,162410461.92902339,3524.144033153695,3.1833139800740052e-6,2.1698996427297994e-5
Palmdale,antelope-valley,347435337.2104658,Acton,162410461.92902339,7639.5433767505765,2.1988389085830876e-5,4.7038493001080246e-5
Southeast Antelope Valley,antelope-valley,507229784.5930691,Acton,162410461.92902339,8846034.007345708,0.017439894651380815,0.054467143940589255
Tujunga Canyons,angeles-forest,599645333.4090312,Acton,162410461.92902339,63829437.75059547,0.10644531724731363,0.39301309159806597
Adams-Normandie,south-la,2077903.1767752965,Adams-Normandie,960786.8889068011,958577.2777345777,0.4613195111536411,0.9977002067807799
Exposition Park,south-la,4764914.011427688,Adams-Normandie,960786.8889068011,42.01690093936486,8.817976743881584e-6,4.37317592740804e-5
Jefferson Park,south-la,3697625.3320061443,Adams-Normandie,960786.8889068011,409.6335379001848,1.1078286768387601e-4,4.263521313933337e-4
Agoura Hills,santa-monica-mountains,20481427.991481274,Agoura Hills,20248329.35351552,20234346.642885353,0.9879363221793575,0.999309438799318
Calabasas,santa-monica-mountains,48005062.583277754,Agoura Hills,20248329.35351552,341.23894578891014,7.108394978070052e-6,1.6852696330211764e-5
Unincorporated Santa Monica Mountains,santa-monica-mountains,232201347.40396923,Agoura Hills,20248329.35351552,4232.568339427395,1.8228009383872523e-5,2.0903296590701372e-4
Westlake Village,santa-monica-mountains,14254583.576365843,Agoura Hills,20248329.35351552,300.1780078918673,2.1058349848224515e-5,1.482482839206437e-5
Acton,antelope-valley,101745659.64143574,Agua Dulce,111036474.45317122,4554746.202412777,0.044766000028544355,0.0410202703647053
Agua Dulce,northwest-county,78459569.22753423,Agua Dulce,111036474.45317122,78425039.8565894,0.9995599087366298,0.7062998014194386
Castaic Canyons,northwest-county,505066785.5839818,Agua Dulce,111036474.45317122,18699578.253845662,0.037023971458001015,0.16840932987053786
Palmdale,antelope-valley,347435337.2104658,Agua Dulce,111036474.45317122,12136.557148978813,3.4931844430167604e-5,1.0930243605759756e-4
Santa Clarita,northwest-county,147427911.912163,Agua Dulce,111036474.45317122,35708.03612939254,2.4220675492349952e-4,3.2158834567871773e-4
Tujunga Canyons,angeles-forest,599645333.4090312,Agua Dulce,111036474.45317122,9299736.619239569,0.015508728411792735,0.08375388956681672
Alhambra,san-gabriel-valley,19767231.76509224,Alhambra,19766920.286686353,19702409.936206605,0.996720743215036,0.9967364491006119
El Sereno,eastside,10727990.169834454,Alhambra,19766920.286686353,38394.86009373552,0.003578942512614924,0.001942379467154308
Monterey Park,san-gabriel-valley,19965887.11638402,Alhambra,19766920.286686353,4064.600317765997,2.0357724623368143e-4,2.0562638280600715e-4
San Gabriel,san-gabriel-valley,10750653.852719728,Alhambra,19766920.286686353,19461.843535270087,0.0018102939413630716,9.84566298290698e-4
San Marino,san-gabriel-valley,9787823.311275877,Alhambra,19766920.286686353,609.4360099847981,6.226471306267951e-5,3.0831105763869176e-5
South Pasadena,san-gabriel-valley,8860764.997517463,Alhambra,19766920.286686353,5596.623732914737,6.316185718143697e-4,2.831307887999245e-4
Baldwin Hills/Crenshaw,south-la,7456505.65033461,Alsace,1611740.9684849365,783.9358294954735,1.0513447803265522e-4,4.863907072067457e-4
Culver City,westside,13382462.033093274,Alsace,1611740.9684849365,11516.474390410818,8.60564697432499e-4,0.00714536306738948
West Adams,south-la,3841128.3965400876,Alsace,1611740.9684849365,1600369.6510615314,0.4166404987927691,0.9929446991509471
Altadena,verdugos,22616334.264367025,Altadena,22681338.77648715,22566302.679900803,0.997787811946826,0.9949281610878454
Angeles Crest,angeles-forest,1107067683.3052347,Altadena,22681338.77648715,2212.486744268659,1.9985108206420695e-6,9.754656751400658e-5
Pasadena,verdugos,64314783.32704249,Altadena,22681338.77648715,113485.71793552575,0.0017645354934719701,0.005003484100029048
Acton,antelope-valley,101745659.64143574,Anaverde,30710744.739357572,821992.8196624616,0.008078898132453667,0.026765642664765173
Palmdale,antelope-valley,347435337.2104658,Anaverde,30710744.739357572,125663.78314112271,3.616897007370307e-4,0.004091850725458878
Southeast Antelope Valley,antelope-valley,507229784.5930691,Anaverde,30710744.739357572,29763882.166139923,0.0586792871203696,0.9691683617166017
Acton,antelope-valley,101745659.64143574,Angeles National Forest,1804227099.485049,13572.51142487541,1.3339646597905616e-4,7.5226180943347936e-6
Altadena,verdugos,22616334.264367025,Angeles National Forest,1804227099.485049,13672.527177083111,6.045421427390532e-4,7.57805222024735e-6
Angeles Crest,angeles-forest,1107067683.3052347,Angeles National Forest,1804227099.485049,1099272316.5950816,0.9929585455092688,0.6092760256781582
Arcadia,san-gabriel-valley,28824134.032376733,Angeles National Forest,1804227099.485049,84.28031261369608,2.9239495111640874e-6,4.671269633282353e-8
Azusa,san-gabriel-valley,25685030.967753645,Angeles National Forest,1804227099.485049,20578.527723270694,8.011875768849986e-4,1.1405730314739251e-5
Claremont,pomona-valley,43080344.826759115,Angeles National Forest,1804227099.485049,336062.38547148934,0.007800828587210984,1.8626390522978294e-4
Duarte,san-gabriel-valley,17333876.791982092,Angeles National Forest,1804227099.485049,19595.980980786728,0.0011305019192158438,1.0861149899799026e-5
Glendale,verdugos,79251143.23533505,Angeles National Forest,1804227099.485049,2298.3837498413923,2.9001269332057168e-5,1.2738882763136538e-6
Glendora,san-gabriel-valley,51336281.70555075,Angeles National Forest,1804227099.485049,19380.804091100978,3.775264481027932e-4,1.0741887258334897e-5
La Canada Flintridge,verdugos,22320883.37610403,Angeles National Forest,1804227099.485049,15877.674797207117,7.11337205148664e-4,8.80026400320604e-6
La Crescenta-Montrose,verdugos,8833348.462534633,Angeles National Forest,1804227099.485049,798.4218570932142,9.038722523849306e-5,4.4252846957076223e-7
Lake View Terrace,san-fernando-valley,10722491.18417922,Angeles National Forest,1804227099.485049,1606682.2067871056,0.14984225020000266,8.905099625461088e-4
La Verne,pomona-valley,22523263.32451247,Angeles National Forest,1804227099.485049,6159.366257948682,2.734668670878315e-4,3.413853089617515e-6
Lopez/Kagel Canyons,angeles-forest,9283713.291674804,Angeles National Forest,1804227099.485049,178943.56338985896,0.01927499888975752,9.918017717444322e-5
Monrovia,san-gabriel-valley,35560176.2198314,Angeles National Forest,1804227099.485049,1492.39674539119,4.1968204436481445e-5,8.271667939236365e-7
Pasadena,verdugos,64314783.32704249,Angeles National Forest,1804227099.485049,194079.73597123084,0.003017653577161722,1.07569460644186e-4
San Dimas,san-gabriel-valley,41988268.21237375,Angeles National Forest,1804227099.485049,166.32150522283155,3.961142297691081e-6,9.218435155435919e-8
Santa Clarita,northwest-county,147427911.912163,Angeles National Forest,1804227099.485049,129985.14898638305,8.816861563082283e-4,7.20447825129567e-5
Sierra Madre,san-gabriel-valley,7668358.396717424,Angeles National Forest,1804227099.485049,9863.329859037884,0.0012862374642348558,5.466789553184858e-6
Southeast Antelope Valley,antelope-valley,507229784.5930691,Angeles National Forest,1804227099.485049,191581063.0002709,0.37770073607560134,0.10618456127554605
Sunland,verdugos,10232871.152342401,Angeles National Forest,1804227099.485049,2365899.932590686,0.2312058753958911,0.0013113093874191036
Sylmar,san-fernando-valley,32227978.682179194,Angeles National Forest,1804227099.485049,19069.83831237269,5.917168588335191e-4,1.0569533246571609e-5
Tujunga Canyons,angeles-forest,599645333.4090312,Angeles National Forest,1804227099.485049,498349262.07381,0.8310733600487725,0.2762120479268079
Tujunga,verdugos,25572254.930563428,Angeles National Forest,1804227099.485049,9927686.242095849,0.3882209945525955,0.005502459332824203
Unincorporated Santa Susana Mountains,northwest-county,203809981.03439736,Angeles National Forest,1804227099.485049,28905.6028684111,1.418262379580549e-4,1.6021044621633914e-5
Chinatown,central-la,2385199.3494055048,Angelino Heights,388312.56184597104,0.0020302222210375476,8.511750690958251e-10,5.2283197107665555e-9
Downtown,central-la,15111071.270691607,Angelino Heights,388312.56184597104,36993.07206830871,0.002448077400048925,0.09526622546654175
Echo Park,central-la,6198664.451533688,Angelino Heights,388312.56184597104,350880.6543184174,0.056605847446961205,0.9036036656923774
Arcadia,san-gabriel-valley,28824134.032376733,Arcadia,31126201.36672851,28742593.743605927,0.997171110546488,0.9234211847748799
East Pasadena,san-gabriel-valley,3425306.2351153903,Arcadia,31126201.36672851,2.4806269622912964,7.24205893435315e-7,7.969578211824118e-8
East San Gabriel,san-gabriel-valley,5721055.127840132,Arcadia,31126201.36672851,381.19325370327806,6.662988647815911e-5,1.2246700110047607e-5
El Monte,san-gabriel-valley,25052046.164722383,Arcadia,31126201.36672851,4377.230460703252,1.7472546681105634e-4,1.4062848238790136e-4
Irwindale,san-gabriel-valley,24899686.784354176,Arcadia,31126201.36672851,11.469501366531404,4.606283390575946e-7,3.684838130871764e-7
Mayflower Village,san-gabriel-valley,3156583.33461947,Arcadia,31126201.36672851,1239528.8317632608,0.3926805347316096,0.039822682413415876
Monrovia,san-gabriel-valley,35560176.2198314,Arcadia,31126201.36672851,29336.379832042527,8.249784717231534e-4,9.424979131376062e-4
North El Monte,san-gabriel-valley,1101270.5597631806,Arcadia,31126201.36672851,1097787.0407925197,0.9968368182189398,0.03526890505713841
Sierra Madre,san-gabriel-valley,7668358.396717424,Arcadia,31126201.36672851,4691.450948847809,6.117933860337133e-4,1.5072353010806534e-4
Temple City,san-gabriel-valley,10316217.514399175,Arcadia,31126201.36672851,5878.641029138091,5.698446180426884e-4,1.888647111119027e-4
Arleta,san-fernando-valley,8090819.469061397,Arleta,7399577.176002067,7349174.305923933,0.9083349757124786,0.99318841213771
Mission Hills,san-fernando-valley,8306210.236973517,Arleta,7399577.176002067,352.71578909642994,4.2464105655113644e-5,4.766701944002151e-5
Pacoima,san-fernando-valley,18528176.39551494,Arleta,7399577.176002067,44371.81937259082,0.002394829281921764,0.005996534439358948
Panorama City,san-fernando-valley,9447617.814620052,Arleta,7399577.176002067,1903.5765908776411,2.014874678706715e-4,2.5725477896915844e-4
Sun Valley,san-fernando-valley,24242908.278338905,Arleta,7399577.176002067,0.29093046474736184,1.2000642060231233e-8,3.931717418812696e-8
Artesia,southeast,4187520.7156403996,Artesia,4199857.091088727,4178003.0411466295,0.997727133752862,0.9947964777209997
Cerritos,southeast,22971538.552241154,Artesia,4199857.091088727,21111.66087417379,9.190355633412326e-4,0.005026756962509175
Norwalk,southeast,25261527.796028264,Artesia,4199857.091088727,470.4964225079748,1.8625018498760333e-5,1.1202676955515365e-4
Broadway-Manchester,south-la,4029356.3524146676,Athens Village,1167613.3160611982,4860.676983717929,0.0012063159866227957,0.004162916709544589
Harbor Gateway,harbor,13320845.718378365,Athens Village,1167613.3160611982,3078.4128018609754,2.3109739929003028e-4,0.0026365002518518948
Willowbrook,south-la,9768775.075571463,Athens Village,1167613.3160611982,1160746.2903670634,0.11882209196009777,0.9941187501035874
Athens,south-la,3452726.597879082,Athens-Westmont,8244697.226723061,3443015.6821573107,0.9971874646177498,0.41760365329094956
Gardena,south-bay,15143182.360341744,Athens-Westmont,8244697.226723061,1136.6085906098524,7.505744588974242e-5,1.3785934878552346e-4
Gramercy Park,south-la,2968826.565567711,Athens-Westmont,8244697.226723061,589.4305548379695,1.9853990855314788e-4,7.149208013697365e-5
Harbor Gateway,harbor,13320845.718378365,Athens-Westmont,8244697.226723061,109.81176460593451,8.243603066014838e-6,1.3319077897731403e-5
Hawthorne,south-bay,16150355.9913541,Athens-Westmont,8244697.226723061,21132.71565471077,0.0013084984421410843,0.0025631888077362647
Inglewood,south-bay,23591670.34781815,Athens-Westmont,8244697.226723061,8949.315049953759,3.7934215415914483e-4,0.0010854631533280398
Vermont Knolls,south-la,2975826.9122351557,Athens-Westmont,8244697.226723061,1308.512253022629,4.397138313531146e-4,1.587095580394904e-4
Westmont,south-la,4788261.755990509,Athens-Westmont,8244697.226723061,4767830.930172834,0.9957331434957342,0.5782906029246457
Atwater Village,northeast-la,4621693.39236464,Atwater Village,6032111.413987425,4505812.6561569795,0.9749267797818212,0.7469710598694808
Cypress Park,northeast-la,1715658.2485068473,Atwater Village,6032111.413987425,67243.12991621598,0.03919377881622886,0.011147527839139505
Elysian Park,central-la,4262809.020003742,Atwater Village,6032111.413987425,88.22581490880111,2.0696637943382148e-5,1.4626025425230157e-5
Elysian Valley,central-la,2013038.1663414445,Atwater Village,6032111.413987425,86198.54109344973,0.04282012260607534,0.014289945124947493
Glassell Park,northeast-la,7315897.484728381,Atwater Village,6032111.413987425,1293129.677711727,0.17675612327962212,0.21437430262199444
Glendale,verdugos,79251143.23533505,Atwater Village,6032111.413987425,823.3428293835823,1.0389034098078288e-05,1.3649330605439288e-4
Griffith Park,central-la,15133950.322717708,Atwater Village,6032111.413987425,2840.3178466352983,1.876785496230731e-4,4.7086627744459287e-4
Silver Lake,central-la,7058624.990455565,Atwater Village,6032111.413987425,72490.69069711701,0.010269803367530713,0.01201746548132775
Avalon,harbor,7694142.439930173,Avalon,7691111.208345453,7591180.833092895,0.986618182904577,0.9870070302527773
Unincorporated Catalina Island,harbor,186531778.1027724,Avalon,7691111.208345453,86194.104717919,4.6208804523607285e-4,0.011206976779167061
Avocado Heights,san-gabriel-valley,7608232.446361557,Avocado Heights,3213394.375795055,3102529.08060583,0.407785790257964,0.9654990075216663
Industry,san-gabriel-valley,32146108.212660562,Avocado Heights,3213394.375795055,113447.2626904092,0.0035291134447724107,0.03530449407173689
Angeles Crest,angeles-forest,1107067683.3052347,Azusa,29084939.34794252,216175.35184481967,1.952684150253684e-4,0.0074325529532215445
Azusa,san-gabriel-valley,25685030.967753645,Azusa,29084939.34794252,25607760.63413644,0.9969916199939873,0.8804474483440152
Citrus,san-gabriel-valley,2646367.5559371016,Azusa,29084939.34794252,2516262.60397154,0.9508364015143428,0.08651428059964449
Covina,san-gabriel-valley,20453391.382944267,Azusa,29084939.34794252,22458.790772522538,0.0010980472798878009,7.721793916723873e-4
Duarte,san-gabriel-valley,17333876.791982092,Azusa,29084939.34794252,10929.235609364587,6.305130548995238e-4,3.757695857164552e-4
Glendora,san-gabriel-valley,51336281.70555075,Azusa,29084939.34794252,19798.95176868786,3.856717142516984e-4,6.807286593186053e-4
Irwindale,san-gabriel-valley,24899686.784354176,Azusa,29084939.34794252,1000.8055284289437,4.019349870126897e-5,3.4409751261858524e-5
Vincent,san-gabriel-valley,3777293.6946394015,Azusa,29084939.34794252,681651.2106784652,0.18046020928842255,0.023436569783553133
Baldwin Hills/Crenshaw,south-la,7456505.65033461,Baldwin Hills,6725868.263792802,6588978.271420246,0.8836549692850519,0.979647238541755
Culver City,westside,13382462.033093274,Baldwin Hills,6725868.263792802,15497.55172255637,0.0011580493697073621,0.0023041711664178667
Ladera Heights,westside,7637704.817023115,Baldwin Hills,6725868.263792802,32866.0935494002,0.004303137439423869,0.004886520559186004
Leimert Park,south-la,3046538.1055755503,Baldwin Hills,6725868.263792802,14144.955248736791,0.004642960225197818,0.002103067543692905
View Park-Windsor Hills,south-la,4774881.869010169,Baldwin Hills,6725868.263792802,3714.365513264238,7.778968391597558e-4,5.522507083969647e-4
West Adams,south-la,3841128.3965400876,Baldwin Hills,6725868.263792802,72153.27283488864,0.018784394944954458,0.010727726147018007
Baldwin Park,san-gabriel-valley,17524687.766693413,Baldwin Park,17555972.05850242,17398887.41725594,0.9928215354754245,0.9910523529700879
El Monte,san-gabriel-valley,25052046.164722383,Baldwin Park,17555972.05850242,46227.48491927539,0.0018452578530041067,0.0026331486952263206
Industry,san-gabriel-valley,32146108.212660562,Baldwin Park,17555972.05850242,41153.17880913876,0.0012801916342996323,0.0023441127994509496
Irwindale,san-gabriel-valley,24899686.784354176,Baldwin Park,17555972.05850242,37933.63964480165,0.0015234585066603093,0.0021607256788968433
West Covina,san-gabriel-valley,46337436.324746676,Baldwin Park,17555972.05850242,22807.69234222887,4.922087657673962e-4,0.0012991415266683012
West Puente Valley,san-gabriel-valley,4820669.90556051,Baldwin Park,17555972.05850242,5724.976943024178,0.0011875894958957,3.2609854492514703e-4
Maywood,southeast,3065400.2563564703,Bandini Islands,124353.86979235522,24783.692847168655,0.008084977743371925,0.199299731391972
Vernon,southeast,13510613.369430881,Bandini Islands,124353.86979235522,99570.17694516221,0.007369774726175625,0.8007002686078322
Baldwin Park,san-gabriel-valley,17524687.766693413,Bassett,3196062.2105068676,44438.256681186045,0.002535751693427787,0.013904064988190116
Industry,san-gabriel-valley,32146108.212660562,Bassett,3196062.2105068676,377121.1793465491,0.011731472340344516,0.11799556908084745
La Puente,san-gabriel-valley,8992937.121556422,Bassett,3196062.2105068676,1883.0701873299258,2.0939434601584538e-4,5.891844599080214e-4
West Covina,san-gabriel-valley,46337436.324746676,Bassett,3196062.2105068676,356.9158762226475,7.702538261315836e-6,1.116736323371014e-4
West Puente Valley,san-gabriel-valley,4820669.90556051,Bassett,3196062.2105068676,2772274.413913089,0.5750807394456414,0.8674031452827792
Bel-Air,westside,16415020.702674601,Bel Air,17334406.614120778,16354703.284004958,0.9963254741031295,0.9434821536193951
Beverly Crest,westside,21462887.76757693,Bel Air,17334406.614120778,643122.9061589789,0.02996441639742986,0.03710094729375303
Beverly Hills,westside,14799160.136955187,Bel Air,17334406.614120778,44.52202472656131,3.008415634032147e-6,2.5684193129687656e-6
Brentwood,westside,39048248.112304464,Bel Air,17334406.614120778,320030.7364531774,0.008195777068736991,0.01846216854013781
Sherman Oaks,san-fernando-valley,23748269.08133229,Bel Air,17334406.614120778,2481.2771037167386,1.0448244018201674e-4,1.4314173879453513e-4
Westwood,westside,9528349.465150325,Bel Air,17334406.614120778,11610.79161696824,0.0012185522434325473,6.698118877348807e-4
Bell Gardens,southeast,6446429.1702432325,Bell,6779838.562387575,22105.39242936962,0.003429091027852797,0.0032604599985615328
Bell,southeast,6689692.094220499,Bell,6779838.562387575,6619382.482879349,0.9894898583745143,0.9763333480536858
Commerce,southeast,16989619.826277416,Bell,6779838.562387575,24181.57266183678,0.0014233145243447856,0.003566688563351432
Cudahy,southeast,3141725.4799633343,Bell,6779838.562387575,5482.222759204368,0.0017449719251945428,8.08606681229554e-4
Huntington Park,southeast,7839331.986392796,Bell,6779838.562387575,5980.447087382354,7.62877130061972e-4,8.820928451836604e-4
Maywood,southeast,3065400.2563564703,Bell,6779838.562387575,889.2437026217376,2.900905683614352e-4,1.3116001132460346e-4
Vernon,southeast,13510613.369430881,Bell,6779838.562387575,98902.63285483538,0.007320365859821917,0.014587756322623413
Bell Gardens,southeast,6446429.1702432325,Bell Gardens,6384308.395867055,6355482.968234673,0.9858920032149942,0.9954849568903904
Bell,southeast,6689692.094220499,Bell Gardens,6384308.395867055,583.2607396117019,8.718797986466446e-5,9.135848449759749e-5
Commerce,southeast,16989619.826277416,Bell Gardens,6384308.395867055,21978.02639392567,0.0012936149612914121,0.003442507007987484
Cudahy,southeast,3141725.4799633343,Bell Gardens,6384308.395867055,3721.5615849552114,0.0011845597614081305,5.829232164543305e-4
Downey,southeast,32559417.035930853,Bell Gardens,6384308.395867055,2473.0262958437743,7.595425597192582e-5,3.8736009329447686e-4
South Gate,southeast,19158499.140374012,Bell Gardens,6384308.395867055,0.013477430687089509,7.034700676885278e-10,2.1110243821890335e-9
Bellflower,southeast,16043713.741371632,Bellflower,16012728.500095993,15921857.311123079,0.9924047242295078,0.9943250652771406
Cerritos,southeast,22971538.552241154,Bellflower,16012728.500095993,8020.127217542849,3.4913321975816843e-4,5.00859501707955e-4
Downey,southeast,32559417.035930853,Bellflower,16012728.500095993,7885.265785956634,2.4218080370587937e-4,4.924373623089509e-4
Lakewood,harbor,24591282.493297413,Bellflower,16012728.500095993,15781.91605497399,6.417687267541048e-4,9.855856892146382e-4
Long Beach,harbor,134726093.2915657,Bellflower,16012728.500095993,14054.877527576522,1.0432186656789525e-4,8.77731582565224e-4
Norwalk,southeast,25261527.796028264,Bellflower,16012728.500095993,10364.649086270667,4.1029383376805286e-4,6.472756398891378e-4
Paramount,southeast,12579450.673586002,Bellflower,16012728.500095993,42093.57316999948,0.0033462171172852924,0.0026287570647155565
Bel-Air,westside,16415020.702674601,Beverly Crest,21761779.857833534,45646.64142850113,0.0027807848832663144,0.0020975601134973257
Beverly Crest,westside,21462887.76757693,Beverly Crest,21761779.857833534,20337987.281956255,0.9475885771848459,0.934573707427485
Beverly Hills,westside,14799160.136955187,Beverly Crest,21761779.857833534,13656.452588258195,9.227856487718164e-4,6.275429986643448e-4
Hollywood Hills West,central-la,12600154.762247661,Beverly Crest,21761779.857833534,1354882.1432287146,0.10752900807918536,0.0622597118470988
Sherman Oaks,san-fernando-valley,23748269.08133229,Beverly Crest,21761779.857833534,5094.850641901103,2.145356625551288e-4,2.3411920693918435e-4
Studio City,san-fernando-valley,16287537.055722957,Beverly Crest,21761779.857833534,4936.721193037007,3.030980789880929e-4,2.268528229440731e-4
Beverly Crest,westside,21462887.76757693,Beverly Hills,14798150.52875576,6036.834858731687,2.8126852845269387e-4,4.07945225790271e-4
Beverly Grove,central-la,4306451.4987237975,Beverly Hills,14798150.52875576,1912.0301538933286,4.4399203252607215e-4,1.292073729198708e-4
Beverly Hills,westside,14799160.136955187,Beverly Hills,14798150.52875576,14768891.37689804,0.9979546974438392,0.9980227831984231
Carthay,central-la,1305716.339850259,Beverly Hills,14798150.52875576,0.19504992896690965,1.493815486672076e-7,1.3180696370663935e-8
Century City,westside,1785962.3501237147,Beverly Hills,14798150.52875576,6476.396739369877,0.003626278425702117,4.3764906477907124e-4
Hollywood Hills West,central-la,12600154.762247661,Beverly Hills,14798150.52875576,2765.637222075741,2.1949232166275368e-4,1.8689073453480258e-4
Pico-Robertson,westside,2654460.7048811503,Beverly Hills,14798150.52875576,8040.608578806176,0.0030290930899902636,5.433522630535261e-4
West Hollywood,central-la,4888168.117017873,Beverly Hills,14798150.52875576,744.9170366523322,1.5239186108574027e-4,5.033852272314772e-5
Westwood,westside,9528349.465150325,Beverly Hills,14798150.52875576,2968.2812789070927,3.115210341270017e-4,2.0058461178233927e-4
Beverlywood,westside,2058878.0007360063,Beverlywood,2779247.374671055,1674701.2667970026,0.8134048089291019,0.6025736615097878
Cheviot Hills,westside,3982020.1303601023,Beverlywood,2779247.374671055,68301.83836196821,0.017152559787735562,0.024575659937450603
Mid-City,central-la,8999234.720107397,Beverlywood,2779247.374671055,238.78818694496294,2.653427701040264e-5,8.591829180848838e-5
Palms,westside,5021758.470330566,Beverlywood,2779247.374671055,463945.3373304204,0.09238702738721728,0.16693200524668367
Pico-Robertson,westside,2654460.7048811503,Beverlywood,2779247.374671055,569730.2829974336,0.21463127404741236,0.2049944485653658
Castaic Canyons,northwest-county,505066785.5839818,Bouquet Canyon,72303156.23429576,63502187.92591283,0.12573027912039125,0.8782768447913434
Elizabeth Lake,northwest-county,17692976.843548827,Bouquet Canyon,72303156.23429576,23.917859807610512,1.3518279043207694e-6,3.307996642650779e-7
Green Valley,northwest-county,6723087.605979715,Bouquet Canyon,72303156.23429576,4731778.062314804,0.7038102639189499,0.06544358930862781
Leona Valley,antelope-valley,38675517.71662818,Bouquet Canyon,72303156.23429576,4068274.4992087274,0.10518991701718347,0.056266900521266754
Boyle Heights,eastside,16813860.402595006,Boyle Heights,13382478.884291794,13366860.05881429,0.7949905458208327,0.9988328899591363
Commerce,southeast,16989619.826277416,Boyle Heights,13382478.884291794,151.44820533662642,8.914160933865353e-6,1.1316902245546947e-5
East Los Angeles,eastside,19316224.207239944,Boyle Heights,13382478.884291794,1224.350775787665,6.338458089178548e-5,9.148908706478846e-5
El Sereno,eastside,10727990.169834454,Boyle Heights,13382478.884291794,439.2429975286026,4.094364280493936e-5,3.282224476693785e-5
Lincoln Heights,eastside,6633565.558409261,Boyle Heights,13382478.884291794,7887.292211441139,0.0011889974014717545,5.893745306558381e-4
Vernon,southeast,13510613.369430881,Boyle Heights,13382478.884291794,5746.867579201209,4.253594875421477e-4,4.294322172214909e-4
Bradbury,san-gabriel-valley,5173964.099569827,Bradbury,5153584.8734939955,5135738.034910117,0.9926118419215765,0.9965370050126333
Duarte,san-gabriel-valley,17333876.791982092,Bradbury,5153584.8734939955,5134.928617198873,2.9623659374191876e-4,9.963799458526286e-4
Monrovia,san-gabriel-valley,35560176.2198314,Bradbury,5153584.8734939955,12588.535369514213,3.540065519274274e-4,0.0024426754731953246
Bel-Air,westside,16415020.702674601,Brentwood,23888233.312682826,8252.537482194602,5.027430444148002e-4,3.454645378824702e-4
Brentwood,westside,39048248.112304464,Brentwood,23888233.312682826,23866589.605719753,0.6112076920090858,0.999093959495465
Encino,san-fernando-valley,25369963.66644533,Brentwood,23888233.312682826,5411.848307884586,2.1331714853980546e-4,2.265487044205696e-4
Pacific Palisades,westside,59099488.79555381,Brentwood,23888233.312682826,794.8184180037351,1.3448820526236619e-5,3.327238174544064e-5
Santa Monica,westside,21490150.53394011,Brentwood,23888233.312682826,2506.5185501834285,1.1663569067256185e-4,1.0492691181363583e-4
Sawtelle,westside,6970137.365473464,Brentwood,23888233.312682826,41.53631854925402,5.959182204213641e-6,1.7387773304776545e-6
Veterans Administration,westside,2363944.330266648,Brentwood,23888233.312682826,395.667491171846,1.6737597671228388e-4,1.6563279753374512e-5
Westwood,westside,9528349.465150325,Brentwood,23888233.312682826,4073.8612002856826,4.275516148086001e-4,1.7053840470164755e-4
Mid-Wilshire,central-la,7193290.3015885595,Brookside,265154.86899000965,265154.86899000965,0.03686141638569113,1
Burbank,san-fernando-valley,44987197.413433045,Burbank,44921748.969362676,44830301.07494873,0.9965124224778343,0.9979642846391329
Glendale,verdugos,79251143.23533505,Burbank,44921748.969362676,51922.43088081901,6.551631782349959e-4,0.0011558417041204452
Griffith Park,central-la,15133950.322717708,Burbank,44921748.969362676,13965.543457311534,9.227956455194473e-4,3.108860135173332e-4
Hollywood Hills,central-la,18122323.889405478,Burbank,44921748.969362676,6.285569817970099,3.4684126916221364e-7,1.3992264242108994e-7
North Hollywood,san-fernando-valley,15202749.174797582,Burbank,44921748.969362676,644.6562352479011,4.240392496355742e-5,1.435064862874254e-5
Shadow Hills,san-fernando-valley,33831339.974041484,Burbank,44921748.969362676,917.7073774527598,2.7125954164301778e-5,2.042902154318725e-5
Sun Valley,san-fernando-valley,24242908.278338905,Burbank,44921748.969362676,4098.325745780443,1.690525616286024e-4,9.123255082021771e-5
Toluca Lake,san-fernando-valley,3141896.651529964,Burbank,44921748.969362676,21.380576177770536,6.804990281064511e-6,4.759515528291745e-7
Beverlywood,westside,2058878.0007360063,Cadillac-Corning,624272.9027584498,33.632056332023325,1.633513803149121e-5,5.387396470904743e-5
Mid-City,central-la,8999234.720107397,Cadillac-Corning,624272.9027584498,622993.4305801592,0.0692273787667941,0.9979504601711254
Pico-Robertson,westside,2654460.7048811503,Cadillac-Corning,624272.9027584498,383.60411980189383,1.4451301505292736e-4,6.144814521131345e-4
Agoura Hills,santa-monica-mountains,20481427.991481274,Calabasas,35640486.148330145,46.34856525622308,2.2629557507172145e-6,1.3004470551643875e-6
Calabasas,santa-monica-mountains,48005062.583277754,Calabasas,35640486.148330145,35548496.800148,0.7405155807989945,0.9974189648311952
Hidden Hills,santa-monica-mountains,4366401.359116301,Calabasas,35640486.148330145,9078.326135469419,0.0020791323080081546,2.547194810330825e-4
Topanga,santa-monica-mountains,49580035.95783396,Calabasas,35640486.148330145,20963.307988571985,4.228175228916842e-4,5.881880483146601e-4
Unincorporated Santa Monica Mountains,santa-monica-mountains,232201347.40396923,Calabasas,35640486.148330145,43997.28554211452,1.8947902772317176e-4,0.0012344748991078482
