mapla.hood.name,mapla.region.slug,mapla.area,csa.hood.name,csa.area,piece.area,pct.mapla,pct.csa
Torrance,south-bay,53364857.04991801,El Camino Village,2959797.389525286,17712.23753055709,3.319082727793853e-4,0.005984273651041333
Arcadia,san-gabriel-valley,28824134.032376733,El Monte,24913007.126678437,7188.682188542955,2.493980280714856e-4,2.8855136403203836e-4
Avocado Heights,san-gabriel-valley,7608232.446361557,El Monte,24913007.126678437,932.7520409394056,1.225977318010927e-4,3.7440363429292934e-5
El Monte,san-gabriel-valley,25052046.164722383,El Monte,24913007.126678437,24835568.196029104,0.9913588707577061,0.9968916265204129
Industry,san-gabriel-valley,32146108.212660562,El Monte,24913007.126678437,7732.809638976269,2.4055196939611948e-4,3.103924628470677e-4
Irwindale,san-gabriel-valley,24899686.784354176,El Monte,24913007.126678437,351.2292559633279,1.4105770044626596e-5,1.4098228053216795e-5
North El Monte,san-gabriel-valley,1101270.5597631806,El Monte,24913007.126678437,1285.1735018871968,0.0011669916084595625,5.158644620267262e-5
Rosemead,san-gabriel-valley,13332803.060982816,El Monte,24913007.126678437,28790.735938441143,0.002159391075286674,0.0011556507727888932
South El Monte,san-gabriel-valley,7506096.373250738,El Monte,24913007.126678437,29455.392081050526,0.003924195829142278,0.0011823298540908703
Temple City,san-gabriel-valley,10316217.514399175,El Monte,24913007.126678437,1478.4256453005632,1.4331082523580038e-4,5.9343524359906384e-5
Del Aire,south-bay,2576384.334549526,El Segundo,14082276.77724589,853.575445564762,3.3130749714561025e-4,6.061345470385636e-5
El Segundo,south-bay,14161000.1537336,El Segundo,14082276.77724589,14048746.531706957,0.9920730442194758,0.9976189755343319
Hawthorne,south-bay,16150355.9913541,El Segundo,14082276.77724589,6.277127929858636,3.8866808466754676e-7,4.457466664766315e-7
Manhattan Beach,south-bay,10229467.721916746,El Segundo,14082276.77724589,7174.976651392849,7.014027363340111e-4,5.095040216072275e-4
Playa del Rey,south-bay,7235475.871892184,El Segundo,14082276.77724589,3291.0475711184745,4.5484880737468576e-4,2.3370138388674062e-4
Westchester,south-bay,28247507.374417327,El Segundo,14082276.77724589,2691.2932380349375,9.527542385818925e-5,1.911120822723441e-4
Alhambra,san-gabriel-valley,19767231.76509224,El Sereno,10131409.665988885,8302.124407883028,4.199942868350483e-4,8.194441525499889e-4
Boyle Heights,eastside,16813860.402595006,El Sereno,10131409.665988885,0.0093124029590399,5.538527581448606e-10,9.191616237078648e-10
El Sereno,eastside,10727990.169834454,El Sereno,10131409.665988885,9443559.721893545,0.8802729656154478,0.93210718283316
Lincoln Heights,eastside,6633565.558409261,El Sereno,10131409.665988885,695.862762408331,1.0490026159856028e-4,6.868370595499069e-5
Montecito Heights,northeast-la,6218212.855271626,El Sereno,10131409.665988885,673417.1422044015,0.10829753787432629,0.06646825707433993
South Pasadena,san-gabriel-valley,8860764.997517463,El Sereno,10131409.665988885,7192.423426343157,8.117158539198672e-4,7.099133944300075e-4
Castaic Canyons,northwest-county,505066785.5839818,Elizabeth Lake,23079793.58956256,1936.8582293084546,3.8348556757082506e-6,8.392008454461939e-5
Elizabeth Lake,northwest-county,17692976.843548827,Elizabeth Lake,23079793.58956256,9038949.47217928,0.5108778218672141,0.3916390949123128
Lake Hughes,northwest-county,19410628.316395797,Elizabeth Lake,23079793.58956256,38.19156968800144,1.967559682534425e-6,1.6547621857967098e-6
Northwest Antelope Valley,antelope-valley,551177041.4322073,Elizabeth Lake,23079793.58956256,14039497.761930054,0.025471847893825707,0.6083025702742495
Chinatown,central-la,2385199.3494055048,Elysian Park,4532957.507650182,270472.12501619,0.1133960249836574,0.05966791538630565
Downtown,central-la,15111071.270691607,Elysian Park,4532957.507650182,1142.961087336298,7.563733019730419e-5,2.521446727456292e-4
Echo Park,central-la,6198664.451533688,Elysian Park,4532957.507650182,515894.32398313296,0.08322668988083218,0.11380965365602223
Elysian Park,central-la,4262809.020003742,Elysian Park,4532957.507650182,3699637.2609628234,0.8678871710184136,0.8161641168528537
Elysian Valley,central-la,2013038.1663414445,Elysian Park,4532957.507650182,33601.07127939123,0.016691720922737803,0.007412615543534961
Lincoln Heights,eastside,6633565.558409261,Elysian Park,4532957.507650182,8930.820804679886,0.0013463077625513829,0.0019701973357587224
Cypress Park,northeast-la,1715658.2485068473,Elysian Valley,2494231.1617736756,586795.4632030836,0.3420235141315451,0.23526105847615456
Echo Park,central-la,6198664.451533688,Elysian Valley,2494231.1617736756,579211.8983290147,0.09344140223394487,0.23222061659959803
Elysian Park,central-la,4262809.020003742,Elysian Valley,2494231.1617736756,34120.55593981594,0.008004242221432194,0.013679788971745679
Elysian Valley,central-la,2013038.1663414445,Elysian Valley,2494231.1617736756,1288540.7385807,0.6400975203180237,0.5166083875178612
Glassell Park,northeast-la,7315897.484728381,Elysian Valley,2494231.1617736756,585.3999699354899,8.001751953980861e-5,2.3470157013001373e-4
Silver Lake,central-la,7058624.990455565,Elysian Valley,2494231.1617736756,3905.192043512268,5.532511004328374e-4,0.0015656897016454732
Bel-Air,westside,16415020.702674601,Encino,36638978.08926878,8.139844158227788,4.958777881347121e-7,2.2216351499748496e-7
Brentwood,westside,39048248.112304464,Encino,36638978.08926878,98661.38307171053,0.0025266532518425948,0.002692798440811523
Encino,san-fernando-valley,25369963.66644533,Encino,36638978.08926878,24545707.209335797,0.9675105385271124,0.669934274627736
Lake Balboa,san-fernando-valley,8068457.169744675,Encino,36638978.08926878,19.8043245451463,2.45453673837535e-6,5.405261166644493e-7
Pacific Palisades,westside,59099488.79555381,Encino,36638978.08926878,266.3703202632896,4.507151004042682e-6,7.27013508985686e-6
Sepulveda Basin,san-fernando-valley,8151915.085155023,Encino,36638978.08926878,8014188.988382384,0.9831050623891503,0.21873396601991107
Sherman Oaks,san-fernando-valley,23748269.08133229,Encino,36638978.08926878,150688.44002473634,0.006345238868090282,0.0041127904729655
Tarzana,san-fernando-valley,22430600.26432182,Encino,36638978.08926878,3757218.319016976,0.16750413607937273,0.10254702819119921
Van Nuys,san-fernando-valley,23385384.779756904,Encino,36638978.08926878,65611.49772690088,0.0028056625257539564,0.0017907567609293635
Baldwin Hills/Crenshaw,south-la,7456505.65033461,Exposition,912501.2791341692,294922.0967934943,0.03955231989668776,0.3232018447944888
West Adams,south-la,3841128.3965400876,Exposition,912501.2791341692,617579.1823406983,0.1607806661440907,0.6767981552055368
Adams-Normandie,south-la,2077903.1767752965,Exposition Park,6581131.553298182,0.8506745540835254,4.093908530443125e-7,1.292596185312849e-7
Exposition Park,south-la,4764914.011427688,Exposition Park,6581131.553298182,4673262.23645164,0.9807652824885738,0.7101001094727548
Historic South-Central,south-la,6608057.740737891,Exposition Park,6581131.553298182,700054.2623663174,0.1059394893072084,0.10637293248081026
Jefferson Park,south-la,3697625.3320061443,Exposition Park,6581131.553298182,474339.2588894665,0.12828213144897352,0.07207563852020979
Leimert Park,south-la,3046538.1055755503,Exposition Park,6581131.553298182,0.4241382240593339,1.392197337965697e-7,6.444761370053056e-8
University Park,south-la,3021334.318991582,Exposition Park,6581131.553298182,728971.626204804,0.24127473137368985,0.11076691299985861
Vermont Square,south-la,6545107.28197659,Exposition Park,6581131.553298182,1041.276764075028,1.5909239057737304e-4,1.5822153920524269e-4
Culver City,westside,13382462.033093274,Faircrest Heights,1216607.0189519662,443.7146109178466,3.3156425911808445e-5,3.647148208137744e-4
Mid-City,central-la,8999234.720107397,Faircrest Heights,1216607.0189519662,1213925.9861787357,0.13489213515749357,0.9977963033818924
West Adams,south-la,3841128.3965400876,Faircrest Heights,1216607.0189519662,0.7044066436396861,1.8338534173296142e-7,5.789927500553877e-7
Athens,south-la,3452726.597879082,Figueroa Park Square,1851146.446324299,7758.735111172089,0.002247132777885765,0.0041913135109208155
Broadway-Manchester,south-la,4029356.3524146676,Figueroa Park Square,1851146.446324299,1548.733350359509,3.843624675765898e-4,8.366346992344814e-4
Harbor Gateway,harbor,13320845.718378365,Figueroa Park Square,1851146.446324299,0.008405220126405766,6.309824694395597e-10,4.540548449365237e-9
Vermont Vista,south-la,4264720.474264415,Figueroa Park Square,1851146.446324299,1838360.2865618279,0.43106231642975634,0.9930928426609036
Westmont,south-la,4788261.755990509,Figueroa Park Square,1851146.446324299,12395.776753478265,0.002588784278129768,0.006696270183318965
Broadway-Manchester,south-la,4029356.3524146676,Florence-Firestone,15588432.954124518,0.004506750932705472,1.1184791163990043e-9,2.891086580651481e-10
Central-Alameda,south-la,5684610.287173159,Florence-Firestone,15588432.954124518,3047.6323229664486,5.361198339036841e-4,1.9550600961208743e-4
Florence-Firestone,south-la,9259421.998647481,Florence-Firestone,15588432.954124518,9048176.716139484,0.9771859104662415,0.5804417123111429
Florence,south-la,7239588.3406462595,Florence-Firestone,15588432.954124518,6509975.685341202,0.8992190410594635,0.41761578630126117
Green Meadows,south-la,5763340.2259066235,Florence-Firestone,15588432.954124518,1335.8908572376108,2.3179108032399105e-4,8.569757211446643e-5
Huntington Park,southeast,7839331.986392796,Florence-Firestone,15588432.954124518,254.91145644709468,3.2516987020011396e-5,1.635260306133902e-5
South Gate,southeast,19158499.140374012,Florence-Firestone,15588432.954124518,5580.719155343759,2.912920847532951e-4,3.5800385912858324e-4
South Park,south-la,3631630.6670168145,Florence-Firestone,15588432.954124518,0.28264329640660435,7.782820510180908e-8,1.8131604198985264e-8
Vermont Knolls,south-la,2975826.9122351557,Florence-Firestone,15588432.954124518,314.7732577100396,1.0577673601103773e-4,2.0192745392458083e-5
Walnut Park,southeast,1932137.0094207674,Florence-Firestone,15588432.954124518,6947.638808505144,0.003595831338372824,4.456919325343013e-4
Watts,south-la,5498046.706178897,Florence-Firestone,15588432.954124518,4671.466928556767,8.49659375084393e-4,2.996752106067692e-4
Beverly Crest,westside,21462887.76757693,Franklin Canyon,459054.97047931387,458797.89997142745,0.021376335977701656,0.9994400006003247
Beverly Hills,westside,14799160.136955187,Franklin Canyon,459054.97047931387,257.07050788096785,1.7370614649883648e-5,5.599993996635139e-4
Alondra Park,south-bay,2939734.0976085775,Gardena,15166843.319907427,3570.1690462976694,0.0012144530517919766,2.353930195620601e-4
Gardena,south-bay,15143182.360341744,Gardena,15166843.319907427,15110515.522822201,0.9978428023421884,0.9962861225703247
Harbor Gateway,harbor,13320845.718378365,Gardena,15166843.319907427,13641.936754654993,0.0010241044032086963,8.994578810443107e-4
Hawthorne,south-bay,16150355.9913541,Gardena,15166843.319907427,2244.674384925849,1.3898606235847116e-4,1.479987850853298e-4
Torrance,south-bay,53364857.04991801,Gardena,15166843.319907427,43730.72935904423,8.194668134899729e-4,0.0028833112096335115
Atwater Village,northeast-la,4621693.39236464,Glassell Park,7873632.359586095,5.845372118556668,1.2647684781975435e-6,7.423984066820145e-7
Eagle Rock,northeast-la,11084310.065616796,Glassell Park,7873632.359586095,996553.2067293617,0.08990665190976933,0.12656841991308684
Glassell Park,northeast-la,7315897.484728381,Glassell Park,7873632.359586095,6019414.772314385,0.8227855550026025,0.7645028999843747
Glendale,verdugos,79251143.23533505,Glassell Park,7873632.359586095,4141.190338832581,5.225401388261845e-5,5.259567820423707e-4
Highland Park,northeast-la,8784685.561501961,Glassell Park,7873632.359586095,253951.5275964109,0.028908436826621208,0.03225341443421937
Mount Washington,northeast-la,4858003.853244852,Glassell Park,7873632.359586095,594423.7179541831,0.12235966374484122,0.07549548808060312
Atwater Village,northeast-la,4621693.39236464,Glendale,79272603.24316275,7848.845820090362,0.001698261903971649,9.901082466050242e-5
Burbank,san-fernando-valley,44987197.413433045,Glendale,79272603.24316275,112737.42108680677,0.002505988982837675,0.0014221485920046452
Eagle Rock,northeast-la,11084310.065616796,Glendale,79272603.24316275,2260.538869987075,2.0394042178585389e-4,2.8516016599745588e-5
Glassell Park,northeast-la,7315897.484728381,Glendale,79272603.24316275,5.749636053107679,7.859098716336301e-7,7.252992607636591e-8
Glendale,verdugos,79251143.23533505,Glendale,79272603.24316275,79020792.81749198,0.9970934120513687,0.9968234873667721
Griffith Park,central-la,15133950.322717708,Glendale,79272603.24316275,6547.853133178418,4.326598801734784e-4,8.259919398752896e-5
La Canada Flintridge,verdugos,22320883.37610403,Glendale,79272603.24316275,30503.42209539869,0.0013665866884128163,3.847914770987366e-4
La Crescenta-Montrose,verdugos,8833348.462534633,Glendale,79272603.24316275,5884.757399268913,6.661978098371483e-4,7.423444113747421e-5
Pasadena,verdugos,64314783.32704249,Glendale,79272603.24316275,40064.12181557589,6.229379894175915e-4,5.053968228176159e-4
Tujunga Canyons,angeles-forest,599645333.4090312,Glendale,79272603.24316275,36721.101768180604,6.123803475534152e-5,4.6322563238577374e-4
Tujunga,verdugos,25572254.930563428,Glendale,79272603.24316275,2959.4412613159293,1.1572859997492308e-4,3.733245964230625e-5
Angeles Crest,angeles-forest,1107067683.3052347,Glendora,52324150.79186866,1020131.5444047586,9.21471703842965e-4,0.01949638033233576
Azusa,san-gabriel-valley,25685030.967753645,Glendora,52324150.79186866,5344.918648139026,2.080946935531953e-4,1.0215012699202074e-4
Citrus,san-gabriel-valley,2646367.5559371016,Glendora,52324150.79186866,103320.400334634,0.03904234697211112,0.0019746216378286703
Glendora,san-gabriel-valley,51336281.70555075,Glendora,52324150.79186866,51096553.95268941,0.9953302470514646,0.9765386189627367
San Dimas,san-gabriel-valley,41988268.21237375,Glendora,52324150.79186866,88600.15294108521,0.002110116866286358,0.0016932936626819362
Gramercy Park,south-la,2968826.565567711,Gramercy Place,2966355.4026776385,2964873.2924317336,0.9986684054966944,0.9995003598541945
Vermont Knolls,south-la,2975826.9122351557,Gramercy Place,2966355.4026776385,26.914249616595043,9.044292699261747e-6,9.073170933024536e-6
Westmont,south-la,4788261.755990509,Gramercy Place,2966355.4026776385,974.4418164916179,2.035063800078413e-4,3.2849799980542424e-4
Granada Hills,san-fernando-valley,39110952.84311161,Granada Hills,40773402.42346387,39024750.968474425,0.9977959658773088,0.9571129375756203
Mission Hills,san-fernando-valley,8306210.236973517,Granada Hills,40773402.42346387,62638.88697520194,0.007541211357301894,0.0015362683330826259
North Hills,san-fernando-valley,13601058.900210492,Granada Hills,40773402.42346387,9.394396880597924,6.907106975658002e-7,2.3040502686113164e-7
Northridge,san-fernando-valley,24552198.164878756,Granada Hills,40773402.42346387,1058.05120506808,4.309395020204721e-5,2.59495441189672e-5
Porter Ranch,san-fernando-valley,14510944.458889619,Granada Hills,40773402.42346387,58300.16958176563,0.004017668853115214,0.0014298578513579144
Sylmar,san-fernando-valley,32227978.682179194,Granada Hills,40773402.42346387,1621007.2049269716,0.05029813445369209,0.0397564860565605
Unincorporated Santa Susana Mountains,northwest-county,203809981.03439736,Granada Hills,40773402.42346387,7082.560791362404,3.4750804427811944e-5,1.737054150596616e-4
Broadway-Manchester,south-la,4029356.3524146676,Green Meadows,3177057.391388394,407067.53926650994,0.10102545013735681,0.12812722249522188
Florence-Firestone,south-la,9259421.998647481,Green Meadows,3177057.391388394,107.71524048827769,1.1633041512095636e-5,3.390409023779248e-5
Florence,south-la,7239588.3406462595,Green Meadows,3177057.391388394,1369.9050978939274,1.8922417041348507e-4,4.311867647109989e-4
Green Meadows,south-la,5763340.2259066235,Green Meadows,3177057.391388394,2769807.2085559815,0.4805906123857657,0.8718152892244602
Watts,south-la,5498046.706178897,Green Meadows,3177057.391388394,3.1051286738875206,5.64769424457211e-7,9.77359956513269e-7
Hacienda Heights,san-gabriel-valley,30519663.067099527,Hacienda Heights,31474267.410377428,29179742.970885884,0.9560964977474444,0.9270984004306002
Industry,san-gabriel-valley,32146108.212660562,Hacienda Heights,31474267.410377428,74370.0237597079,0.0023135000749614125,0.0023628833926468847
La Habra Heights,san-gabriel-valley,16085931.79739388,Hacienda Heights,31474267.410377428,539.3577339793846,3.3529778739131994e-5,1.7136466655346272e-5
North Whittier,san-gabriel-valley,14343305.182075523,Hacienda Heights,31474267.410377428,2217004.492959286,0.15456719806323457,0.0704386368728733
Rowland Heights,san-gabriel-valley,34038483.04450158,Hacienda Heights,31474267.410377428,133.7973393984139,3.930766809539913e-6,4.251007264248488e-6
Whittier,san-gabriel-valley,38080719.293404296,Hacienda Heights,31474267.410377428,452.0840055318549,1.1871729681591317e-5,1.4363606931254503e-5
Fairfax,central-la,3185366.083045166,Hancock Park,5325585.034511157,15.122667195275426,4.74754448971164e-6,2.839625524196246e-6
Hancock Park,central-la,3978510.313853137,Hancock Park,5325585.034511157,3023870.720620825,0.7600509944869903,0.5678006643449249
Koreatown,central-la,7014749.71282199,Hancock Park,5325585.034511157,349091.6297365124,0.04976537211276708,0.06554991188279016
Larchmont,central-la,1259364.985225762,Hancock Park,5325585.034511157,39.02866427160825,3.09907490913857e-5,7.328521471104581e-6
Mid-Wilshire,central-la,7193290.3015885595,Hancock Park,5325585.034511157,185026.88800572057,0.02572214942650923,0.0347430163647184
Windsor Square,central-la,1768160.498339488,Hancock Park,5325585.034511157,1766471.8246125444,0.9990449545001546,0.33169535612807866
Harbor City,harbor,6699591.691169426,Harbor City,11821058.764985375,5984999.662280991,0.8933379731438974,0.5062997977819794
Harbor Gateway,harbor,13320845.718378365,Harbor City,11821058.764985375,3304.206731919581,0.00024804781931832357,2.795186791310794e-4
Lomita,south-bay,4944077.548429492,Harbor City,11821058.764985375,3014.028671828579,6.096240688591137e-4,2.5497112667744257e-4
Rancho Palos Verdes,south-bay,35354291.9744997,Harbor City,11821058.764985375,8561.852750792357,2.421729377855407e-4,7.24288147196513e-4
San Pedro,harbor,28708242.46006791,Harbor City,11821058.764985375,3175773.1157401064,0.11062234548692725,0.2686538641654435
Torrance,south-bay,53364857.04991801,Harbor City,11821058.764985375,10641.554784271559,1.9941128623875718e-4,9.002201068310757e-4
West Carson,harbor,5915366.889964076,Harbor City,11821058.764985375,3112.2938845949247,5.26137083715838e-4,2.6328385185036976e-4
Wilmington,harbor,24306535.363286905,Harbor City,11821058.764985375,2623701.7908836487,0.10794223659068014,0.22195150561768606
Athens,south-la,3452726.597879082,Harbor Gateway,13350467.21792476,1612.2122251513347,4.669388610559764e-4,1.2076073434993552e-4
Broadway-Manchester,south-la,4029356.3524146676,Harbor Gateway,13350467.21792476,38.36728994350415,9.52194012835619e-6,2.873853724908669e-6
Carson,harbor,49573793.551075324,Harbor Gateway,13350467.21792476,35162.877339046434,7.093037433743802e-4,0.0026338312184187563
Gardena,south-bay,15143182.360341744,Harbor Gateway,13350467.21792476,18073.643475810062,0.0011935168609699147,0.0013537835927976973
Harbor Gateway,harbor,13320845.718378365,Harbor Gateway,13350467.21792476,13226477.956510251,0.9929157829868176,0.990712739907107
Torrance,south-bay,53364857.04991801,Harbor Gateway,13350467.21792476,18967.428583518522,3.5542920251386043e-4,0.0014207314451176848
Vermont Vista,south-la,4264720.474264415,Harbor Gateway,13350467.21792476,190.59814040672063,4.469182483515412e-5,1.4276514618965358e-5
West Carson,harbor,5915366.889964076,Harbor Gateway,13350467.21792476,29305.380251833845,0.004954110336174231,0.002195082746803611
West Compton,southeast,4284057.176876839,Harbor Gateway,13350467.21792476,12746.932149131608,0.002975434645908337,9.547929627524326e-4
Willowbrook,south-la,9768775.075571463,Harbor Gateway,13350467.21792476,2.8390139405282326,2.906212824602427e-7,2.126527779279876e-7
Harbor City,harbor,6699591.691169426,Harbor Pines,622210.7639695993,600539.1522939974,0.0896381719927132,0.9651699826963123
Lomita,south-bay,4944077.548429492,Harbor Pines,622210.7639695993,85.61287215647644,1.731624783751051e-5,1.3759464977796402e-4
San Pedro,harbor,28708242.46006791,Harbor Pines,622210.7639695993,21729.05462909078,7.568925425969591e-4,0.03492233803617137
Wilmington,harbor,24306535.363286905,Harbor Pines,622210.7639695993,5.866471524313965e-4,2.4135367038672265e-11,9.428431431958635e-10
Arlington Heights,central-la,2673815.3339055823,Harvard Heights,1941543.2386260405,348310.05843347945,0.1302670584676133,0.17939855858165993
Harvard Heights,central-la,2012117.801934097,Harvard Heights,1941543.2386260405,929989.8944279643,0.4621945561706354,0.47899520130496004
Pico-Union,central-la,4254025.531357826,Harvard Heights,1941543.2386260405,663243.2857646642,0.15590956868398628,0.3416062401134148
Chesterfield Square,south-la,1648685.499781847,Harvard Park,5862765.003611599,1302886.1169947833,0.7902575216238514,0.22223065672804132
Florence,south-la,7239588.3406462595,Harvard Park,5862765.003611599,344578.40802898444,0.047596409051930265,0.05877404395651474
Harvard Park,south-la,1666948.4727621404,Harvard Park,5862765.003611599,1297756.5109550185,0.7785222711801227,0.22135571017353933
Hyde Park,south-la,7450006.958523706,Harvard Park,5862765.003611599,2023.2751045929529,2.7158029728792165e-4,3.451059531375671e-4
Manchester Square,south-la,2612768.762597363,Harvard Park,5862765.003611599,436.367784320435,1.6701354921536962e-4,7.443037270837606e-5
South Park,south-la,3631630.6670168145,Harvard Park,5862765.003611599,0.3946659894209006,1.0867459430975041e-7,6.731738167533189e-8
Vermont Knolls,south-la,2975826.9122351557,Harvard Park,5862765.003611599,0.47691725341701385,1.602637745683936e-7,8.134681385373997e-8
Vermont-Slauson,south-la,3749161.3872928065,Harvard Park,5862765.003611599,2916566.9568938096,0.7779251559506227,0.49747294239102824
Hawaiian Gardens,harbor,2507985.2459179573,Hawaiian Gardens,2474845.7930061114,2444131.5760127744,0.9745398542479019,0.987589442105793
Lakewood,harbor,24591282.493297413,Hawaiian Gardens,2474845.7930061114,7117.750433625857,2.8944201814467657e-4,0.0028760379550679667
Long Beach,harbor,134726093.2915657,Hawaiian Gardens,2474845.7930061114,2339.110099612717,1.7361967845015464e-5,9.451538783640653e-4
Alondra Park,south-bay,2939734.0976085775,Hawthorne,16062488.493890703,1087.2651798138468,3.6985153885119e-4,6.76897094885007e-5
Athens,south-la,3452726.597879082,Hawthorne,16062488.493890703,339.9683853436727,9.846374327828512e-5,2.1165362108927158e-5
Del Aire,south-bay,2576384.334549526,Hawthorne,16062488.493890703,10759.466660640377,0.004176188512076805,6.698505443121527e-4
El Segundo,south-bay,14161000.1537336,Hawthorne,16062488.493890703,5402.374153382592,3.814966524068737e-4,3.3633481857044513e-4
Gardena,south-bay,15143182.360341744,Hawthorne,16062488.493890703,6905.97108717903,4.5604490013043597e-4,4.299440332552261e-4
Hawthorne,south-bay,16150355.9913541,Hawthorne,16062488.493890703,15985238.893121837,0.9897762564292294,0.9951906828883801
Inglewood,south-bay,23591670.34781815,Hawthorne,16062488.493890703,36854.18793972752,0.001562169502895582,0.002294425795464062
Lawndale,south-bay,5107132.715204972,Hawthorne,16062488.493890703,13455.139599964132,0.0026345780206387523,8.376746607527056e-4
Lennox,south-bay,2783621.5571680726,Hawthorne,16062488.493890703,545.8338086657158,1.960876496519957e-4,3.398189569899591e-5
Manhattan Beach,south-bay,10229467.721916746,Hawthorne,16062488.493890703,1581.023497625778,1.5455579318544776e-4,9.842954895980864e-5
Redondo Beach,south-bay,16346174.808725636,Hawthorne,16062488.493890703,3720.199382806184,2.2758837626160285e-4,2.3160790958518947e-4
Westchester,south-bay,28247507.374417327,Hawthorne,16062488.493890703,2760.0598123190102,9.770985367787494e-5,1.7183264058796287e-4
Hermosa Beach,south-bay,3772687.5610853974,Hermosa Beach,3761085.571659693,3726459.366895813,0.9877466147299289,0.9907935610333375
Manhattan Beach,south-bay,10229467.721916746,Hermosa Beach,3761085.571659693,3820.3971267382244,3.734697865611308e-4,0.0010157697967643842
Redondo Beach,south-bay,16346174.808725636,Hermosa Beach,3761085.571659693,2407.05134519863,1.47254716982088e-4,6.399884552843198e-4
Lake Los Angeles,antelope-valley,16283706.92746791,Hi Vista,440723122.8376416,6917.757547653397,4.2482694993633717e-4,1.569637985661541e-5
Northeast Antelope Valley,antelope-valley,1148045841.5698028,Hi Vista,440723122.8376416,439443940.4946597,0.3827756040593096,0.9970975374862436
Calabasas,santa-monica-mountains,48005062.583277754,Hidden Hills,4371129.808669202,2741.5525803122473,5.71096553734574e-5,6.271954163600824e-4
Hidden Hills,santa-monica-mountains,4366401.359116301,Hidden Hills,4371129.808669202,4341117.119705126,0.9942093643410984,0.9931338829369577
Woodland Hills,san-fernando-valley,38315804.946768604,Hidden Hills,4371129.808669202,10853.193894206113,2.8325631966454165e-4,0.002482926467358879
Eagle Rock,northeast-la,11084310.065616796,Highland Park,7852345.986146553,44.06210856474718,3.975178274868595e-6,5.6113305046012296e-6
El Sereno,eastside,10727990.169834454,Highland Park,7852345.986146553,2091.6324191238527,1.9496964352234573e-4,2.663703844448526e-4
Highland Park,northeast-la,8784685.561501961,Highland Park,7852345.986146553,5888225.882907113,0.6702830558570811,0.7498683696942766
Montecito Heights,northeast-la,6218212.855271626,Highland Park,7852345.986146553,1951520.5635961741,0.31383945982835404,0.24852707293325213
Mount Washington,northeast-la,4858003.853244852,Highland Park,7852345.986146553,285.79848817163565,5.8830436698962186e-5,3.639657354322564e-5
Pasadena,verdugos,64314783.32704249,Highland Park,7852345.986146553,4073.7954243690187,6.334150895997975e-5,5.187997869116037e-4
South Pasadena,san-gabriel-valley,8860764.997517463,Highland Park,7852345.986146553,6398.822972959548,7.221524298130374e-4,8.148931522182831e-4
Echo Park,central-la,6198664.451533688,Historic Filipinotown,1550604.4015469472,52643.726909933,0.008492753127959324,0.033950456259129305
Westlake,central-la,7040402.256396085,Historic Filipinotown,1550604.4015469472,1497016.7228997448,0.21263227133644683,0.9654407799992434
Beverly Crest,westside,21462887.76757693,Hollywood,11495364.284200111,185.12710393495658,8.625451800322052e-6,1.610450085426226e-5
Beverly Hills,westside,14799160.136955187,Hollywood,11495364.284200111,5735.5537360605385,3.8755940762734284e-4,4.989449306920889e-4
East Hollywood,central-la,6209617.75178067,Hollywood,11495364.284200111,82090.41367750791,0.013219881957141027,0.00714117549022241
Hollywood Hills,central-la,18122323.889405478,Hollywood,11495364.284200111,2802.473875071326,1.5464208079349497e-4,2.437916542517236e-4
Hollywood Hills West,central-la,12600154.762247661,Hollywood,11495364.284200111,5233676.136850543,0.4153660201485447,0.45528580108105043
Hollywood,central-la,9157773.202437313,Hollywood,11495364.284200111,6168451.256268797,0.6735754555077956,0.5366033736527228
Los Feliz,central-la,6795882.79199459,Hollywood,11495364.284200111,92.24013691454456,1.3572944051242546e-5,8.024116037916668e-6
West Hollywood,central-la,4888168.117017873,Hollywood,11495364.284200111,3953.1186640755022,8.087116828721479e-4,3.4388807229962217e-4
Burbank,san-fernando-valley,44987197.413433045,Hollywood Hills,18257855.797561854,31474.600258681778,6.996346086961077e-4,0.0017238935725894429
Hollywood Hills,central-la,18122323.889405478,Hollywood Hills,18257855.797561854,10909714.06310432,0.6020041430493507,0.5975353395310088
Hollywood Hills West,central-la,12600154.762247661,Hollywood Hills,18257855.797561854,6004678.413600746,0.4765559254551259,0.3288819059685315
Hollywood,central-la,9157773.202437313,Hollywood Hills,18257855.797561854,5919.1492327241485,6.463524594765882e-4,3.241973919804202e-4
Studio City,san-fernando-valley,16287537.055722957,Hollywood Hills,18257855.797561854,1296685.096908798,0.07961210417956847,0.07102066700964725
Toluca Lake,san-fernando-valley,3141896.651529964,Hollywood Hills,18257855.797561854,0.009470720023728063,3.014332129325846e-9,5.187202773828885e-10
Universal City,san-fernando-valley,1244570.89678888,Hollywood Hills,18257855.797561854,11593.102268877126,0.009314939228282224,6.349651567751599e-4
Bell,southeast,6689692.094220499,Huntington Park,7807670.970425836,4335.787566875416,6.481296158041836e-4,5.553240631295377e-4
Central-Alameda,south-la,5684610.287173159,Huntington Park,7807670.970425836,172.40423289076512,3.032824137123008e-5,2.2081390666154324e-5
Cudahy,southeast,3141725.4799633343,Huntington Park,7807670.970425836,1191.722558059977,3.7932103414518734e-4,1.5263483343163725e-4
Florence-Firestone,south-la,9259421.998647481,Huntington Park,7807670.970425836,3485.069702707231,3.763809126764385e-4,4.4636482709224017e-4
