csa.hood.name,mapla.region.slug,date,recent.cases,population,recent.rate.cases
Acton,antelope-valley,2020-11-11,0,7971,0
Acton,antelope-valley,2020-11-12,1,7971,12.545477355413375
Acton,antelope-valley,2020-11-13,2,7971,25.09095471082675
Acton,antelope-valley,2020-11-14,5,7971,62.72738677706687
Acton,antelope-valley,2020-11-15,6,7971,75.27286413248024
Acton,antelope-valley,2020-11-16,7,7971,87.81834148789362
Acton,antelope-valley,2020-11-17,6,7971,75.27286413248024
Acton,antelope-valley,2020-11-18,6,7971,75.27286413248024
Acton,antelope-valley,2020-11-19,6,7971,75.27286413248024
Acton,antelope-valley,2020-11-20,6,7971,75.27286413248024
Acton,antelope-valley,2020-11-21,9,7971,112.90929619872036
Acton,antelope-valley,2020-11-22,9,7971,112.90929619872036
Acton,antelope-valley,2020-11-23,13,7971,163.09120562037384
Acton,antelope-valley,2020-11-24,14,7971,175.63668297578724
Adams-Normandie,south-la,2020-11-11,0,8202,0
Adams-Normandie,south-la,2020-11-12,1,8202,12.192148256522799
Adams-Normandie,south-la,2020-11-13,8,8202,97.53718605218239
Adams-Normandie,south-la,2020-11-14,10,8202,121.921482565228
Adams-Normandie,south-la,2020-11-15,13,8202,158.4979273347964
Adams-Normandie,south-la,2020-11-16,14,8202,170.6900755913192
Adams-Normandie,south-la,2020-11-17,17,8202,207.2665203608876
Adams-Normandie,south-la,2020-11-18,20,8202,243.842965130456
Adams-Normandie,south-la,2020-11-19,24,8202,292.6115581565472
Adams-Normandie,south-la,2020-11-20,24,8202,292.6115581565472
Adams-Normandie,south-la,2020-11-21,29,8202,353.57229943916116
Adams-Normandie,south-la,2020-11-22,29,8202,353.57229943916116
Adams-Normandie,south-la,2020-11-23,36,8202,438.91733723482076
Adams-Normandie,south-la,2020-11-24,38,8202,463.3016337478664
Agoura Hills,santa-monica-mountains,2020-11-11,0,20883,0
Agoura Hills,santa-monica-mountains,2020-11-12,3,20883,14.365752047119665
Agoura Hills,santa-monica-mountains,2020-11-13,6,20883,28.73150409423933
Agoura Hills,santa-monica-mountains,2020-11-14,9,20883,43.097256141359
Agoura Hills,santa-monica-mountains,2020-11-15,10,20883,47.88584015706556
Agoura Hills,santa-monica-mountains,2020-11-16,10,20883,47.88584015706556
Agoura Hills,santa-monica-mountains,2020-11-17,13,20883,62.251592204185215
Agoura Hills,santa-monica-mountains,2020-11-18,20,20883,95.77168031413112
Agoura Hills,santa-monica-mountains,2020-11-19,26,20883,124.50318440837043
Agoura Hills,santa-monica-mountains,2020-11-20,26,20883,124.50318440837043
Agoura Hills,santa-monica-mountains,2020-11-21,31,20883,148.4461044869032
Agoura Hills,santa-monica-mountains,2020-11-22,32,20883,153.23468850260977
Agoura Hills,santa-monica-mountains,2020-11-23,35,20883,167.60044054972946
Agoura Hills,santa-monica-mountains,2020-11-24,37,20883,177.17760858114255
Agua Dulce,northwest-county,2020-11-11,0,4158,0
Agua Dulce,northwest-county,2020-11-12,0,4158,0
Agua Dulce,northwest-county,2020-11-13,1,4158,24.05002405002405
Agua Dulce,northwest-county,2020-11-14,7,4158,168.35016835016833
Agua Dulce,northwest-county,2020-11-15,7,4158,168.35016835016833
Agua Dulce,northwest-county,2020-11-16,8,4158,192.4001924001924
Agua Dulce,northwest-county,2020-11-17,9,4158,216.45021645021646
Agua Dulce,northwest-county,2020-11-18,9,4158,216.45021645021646
Agua Dulce,northwest-county,2020-11-19,8,4158,192.4001924001924
Agua Dulce,northwest-county,2020-11-20,8,4158,192.4001924001924
Agua Dulce,northwest-county,2020-11-21,11,4158,264.55026455026456
Agua Dulce,northwest-county,2020-11-22,10,4158,240.50024050024052
Agua Dulce,northwest-county,2020-11-23,12,4158,288.6002886002886
Agua Dulce,northwest-county,2020-11-24,11,4158,264.55026455026456
Alhambra,san-gabriel-valley,2020-11-11,0,86724,0
Alhambra,san-gabriel-valley,2020-11-12,15,86724,17.296250172962502
Alhambra,san-gabriel-valley,2020-11-13,24,86724,27.67400027674
Alhambra,san-gabriel-valley,2020-11-14,45,86724,51.88875051888751
Alhambra,san-gabriel-valley,2020-11-15,62,86724,71.49116738157834
Alhambra,san-gabriel-valley,2020-11-16,74,86724,85.32816751994835
Alhambra,san-gabriel-valley,2020-11-17,87,86724,100.31825100318252
Alhambra,san-gabriel-valley,2020-11-18,116,86724,133.75766800424336
Alhambra,san-gabriel-valley,2020-11-19,133,86724,153.3600848669342
Alhambra,san-gabriel-valley,2020-11-20,133,86724,153.3600848669342
Alhambra,san-gabriel-valley,2020-11-21,170,86724,196.02416862690833
Alhambra,san-gabriel-valley,2020-11-22,189,86724,217.93275217932754
Alhambra,san-gabriel-valley,2020-11-23,215,86724,247.91291914579585
Alhambra,san-gabriel-valley,2020-11-24,231,86724,266.3622526636225
Alsace,south-la,2020-11-11,0,12445,0
Alsace,south-la,2020-11-12,7,12445,56.247488951386096
Alsace,south-la,2020-11-13,9,12445,72.31820008035356
Alsace,south-la,2020-11-14,14,12445,112.49497790277219
Alsace,south-la,2020-11-15,16,12445,128.56568903173965
Alsace,south-la,2020-11-16,21,12445,168.7424668541583
Alsace,south-la,2020-11-17,23,12445,184.81317798312577
Alsace,south-la,2020-11-18,29,12445,233.02531137002813
Alsace,south-la,2020-11-19,37,12445,297.3081558858979
Alsace,south-la,2020-11-20,37,12445,297.3081558858979
Alsace,south-la,2020-11-21,46,12445,369.62635596625154
Alsace,south-la,2020-11-22,49,12445,393.73242265970265
Alsace,south-la,2020-11-23,53,12445,425.87384491763765
Alsace,south-la,2020-11-24,62,12445,498.19204499799116
Altadena,verdugos,2020-11-11,0,43620,0
Altadena,verdugos,2020-11-12,4,43620,9.170105456212745
Altadena,verdugos,2020-11-13,11,43620,25.217790004585055
Altadena,verdugos,2020-11-14,20,43620,45.850527281063734
Altadena,verdugos,2020-11-15,28,43620,64.19073819348922
Altadena,verdugos,2020-11-16,38,43620,87.11600183402109
Altadena,verdugos,2020-11-17,42,43620,96.28610729023383
Altadena,verdugos,2020-11-18,51,43620,116.91884456671252
Altadena,verdugos,2020-11-19,65,43620,149.01421366345713
Altadena,verdugos,2020-11-20,65,43620,149.01421366345713
Altadena,verdugos,2020-11-21,88,43620,201.74232003668044
Altadena,verdugos,2020-11-22,92,43620,210.91242549289316
Altadena,verdugos,2020-11-23,111,43620,254.4704264099037
Altadena,verdugos,2020-11-24,118,43620,270.518110958276
Anaverde,antelope-valley,2020-11-11,0,1508,0
Anaverde,antelope-valley,2020-11-12,2,1508,132.6259946949602
Anaverde,antelope-valley,2020-11-13,2,1508,132.6259946949602
Anaverde,antelope-valley,2020-11-14,2,1508,132.6259946949602
Anaverde,antelope-valley,2020-11-15,3,1508,198.93899204244033
Anaverde,antelope-valley,2020-11-16,4,1508,265.2519893899204
Anaverde,antelope-valley,2020-11-17,6,1508,397.87798408488067
Anaverde,antelope-valley,2020-11-18,6,1508,397.87798408488067
Anaverde,antelope-valley,2020-11-19,7,1508,464.19098143236073
Anaverde,antelope-valley,2020-11-20,7,1508,464.19098143236073
Anaverde,antelope-valley,2020-11-21,9,1508,596.8169761273209
Anaverde,antelope-valley,2020-11-22,9,1508,596.8169761273209
Anaverde,antelope-valley,2020-11-23,17,1508,1127.3209549071616
Anaverde,antelope-valley,2020-11-24,20,1508,1326.2599469496022
Angeles National Forest,angeles-forest,2020-11-11,0,1245,0
Angeles National Forest,angeles-forest,2020-11-12,0,1245,0
Angeles National Forest,angeles-forest,2020-11-13,0,1245,0
Angeles National Forest,angeles-forest,2020-11-14,0,1245,0
Angeles National Forest,angeles-forest,2020-11-15,0,1245,0
Angeles National Forest,angeles-forest,2020-11-16,0,1245,0
Angeles National Forest,angeles-forest,2020-11-17,0,1245,0
Angeles National Forest,angeles-forest,2020-11-18,0,1245,0
Angeles National Forest,angeles-forest,2020-11-19,0,1245,0
Angeles National Forest,angeles-forest,2020-11-20,0,1245,0
Angeles National Forest,angeles-forest,2020-11-21,0,1245,0
Angeles National Forest,angeles-forest,2020-11-22,0,1245,0
Angeles National Forest,angeles-forest,2020-11-23,0,1245,0
Angeles National Forest,angeles-forest,2020-11-24,0,1245,0
Angelino Heights,central-la,2020-11-11,0,2502,0
Angelino Heights,central-la,2020-11-12,1,2502,39.96802557953637
Angelino Heights,central-la,2020-11-13,1,2502,39.96802557953637
Angelino Heights,central-la,2020-11-14,1,2502,39.96802557953637
Angelino Heights,central-la,2020-11-15,1,2502,39.96802557953637
Angelino Heights,central-la,2020-11-16,1,2502,39.96802557953637
Angelino Heights,central-la,2020-11-17,1,2502,39.96802557953637
Angelino Heights,central-la,2020-11-18,1,2502,39.96802557953637
Angelino Heights,central-la,2020-11-19,1,2502,39.96802557953637
Angelino Heights,central-la,2020-11-20,1,2502,39.96802557953637
Angelino Heights,central-la,2020-11-21,1,2502,39.96802557953637
Angelino Heights,central-la,2020-11-22,2,2502,79.93605115907275
Angelino Heights,central-la,2020-11-23,4,2502,159.8721023181455
Angelino Heights,central-la,2020-11-24,4,2502,159.8721023181455
Arcadia,san-gabriel-valley,2020-11-11,0,65735,0
Arcadia,san-gabriel-valley,2020-11-12,4,65735,6.085038411804975
Arcadia,san-gabriel-valley,2020-11-13,8,65735,12.17007682360995
Arcadia,san-gabriel-valley,2020-11-14,16,65735,24.3401536472199
Arcadia,san-gabriel-valley,2020-11-15,20,65735,30.425192059024873
Arcadia,san-gabriel-valley,2020-11-16,25,65735,38.03149007378109
Arcadia,san-gabriel-valley,2020-11-17,28,65735,42.59526888263483
Arcadia,san-gabriel-valley,2020-11-18,42,65735,63.89290332395223
Arcadia,san-gabriel-valley,2020-11-19,55,65735,83.6692781623184
Arcadia,san-gabriel-valley,2020-11-20,55,65735,83.6692781623184
Arcadia,san-gabriel-valley,2020-11-21,75,65735,114.09447022134327
Arcadia,san-gabriel-valley,2020-11-22,82,65735,124.74328744200199
Arcadia,san-gabriel-valley,2020-11-23,100,65735,152.12596029512437
Arcadia,san-gabriel-valley,2020-11-24,108,65735,164.29603711873432
Arleta,san-fernando-valley,2020-11-11,0,34370,0
Arleta,san-fernando-valley,2020-11-12,21,34370,61.099796334012225
Arleta,san-fernando-valley,2020-11-13,38,34370,110.56153622345069
Arleta,san-fernando-valley,2020-11-14,72,34370,209.4850160023276
Arleta,san-fernando-valley,2020-11-15,79,34370,229.8516147803317
Arleta,san-fernando-valley,2020-11-16,115,34370,334.5941227814955
Arleta,san-fernando-valley,2020-11-17,138,34370,401.51294733779463
Arleta,san-fernando-valley,2020-11-18,163,34370,474.25080011638056
Arleta,san-fernando-valley,2020-11-19,195,34370,567.3552516729706
Arleta,san-fernando-valley,2020-11-20,195,34370,567.3552516729706
Arleta,san-fernando-valley,2020-11-21,250,34370,727.3785277858598
Arleta,san-fernando-valley,2020-11-22,261,34370,759.3831830084376
Arleta,san-fernando-valley,2020-11-23,292,34370,849.5781204538841
Arleta,san-fernando-valley,2020-11-24,304,34370,884.4922897876055
Artesia,southeast,2020-11-11,0,16795,0
Artesia,southeast,2020-11-12,3,16795,17.862459065197974
Artesia,southeast,2020-11-13,8,16795,47.633224173861265
Artesia,southeast,2020-11-14,15,16795,89.31229532598988
Artesia,southeast,2020-11-15,21,16795,125.03721345638583
Artesia,southeast,2020-11-16,23,16795,136.94551949985114
Artesia,southeast,2020-11-17,26,16795,154.80797856504913
Artesia,southeast,2020-11-18,40,16795,238.16612086930635
Artesia,southeast,2020-11-19,47,16795,279.84519202143497
Artesia,southeast,2020-11-20,47,16795,279.84519202143497
Artesia,southeast,2020-11-21,60,16795,357.2491813039595
Artesia,southeast,2020-11-22,65,16795,387.0199464126228
Artesia,southeast,2020-11-23,78,16795,464.42393569514735
Artesia,southeast,2020-11-24,81,16795,482.28639476034533
Athens Village,south-la,2020-11-11,0,4897,0
Athens Village,south-la,2020-11-12,2,4897,40.84133142740453
Athens Village,south-la,2020-11-13,3,4897,61.261997141106804
Athens Village,south-la,2020-11-14,7,4897,142.94465999591588
Athens Village,south-la,2020-11-15,10,4897,204.20665713702266
Athens Village,south-la,2020-11-16,11,4897,224.6273228507249
Athens Village,south-la,2020-11-17,14,4897,285.88931999183177
Athens Village,south-la,2020-11-18,20,4897,408.4133142740453
Athens Village,south-la,2020-11-19,25,4897,510.5166428425566
Athens Village,south-la,2020-11-20,25,4897,510.5166428425566
Athens Village,south-la,2020-11-21,46,4897,939.3506228303042
Athens Village,south-la,2020-11-22,50,4897,1021.0332856851132
Athens Village,south-la,2020-11-23,54,4897,1102.7159485399225
Athens Village,south-la,2020-11-24,57,4897,1163.9779456810293
Athens-Westmont,south-la,2020-11-11,0,42442,0
Athens-Westmont,south-la,2020-11-12,11,42442,25.91772301022572
Athens-Westmont,south-la,2020-11-13,23,42442,54.19160265774469
Athens-Westmont,south-la,2020-11-14,31,42442,73.04085575609066
Athens-Westmont,south-la,2020-11-15,42,42442,98.95857876631639
Athens-Westmont,south-la,2020-11-16,48,42442,113.09551859007587
Athens-Westmont,south-la,2020-11-17,62,42442,146.08171151218133
Athens-Westmont,south-la,2020-11-18,84,42442,197.91715753263279
Athens-Westmont,south-la,2020-11-19,100,42442,235.61566372932472
Athens-Westmont,south-la,2020-11-20,100,42442,235.61566372932472
Athens-Westmont,south-la,2020-11-21,129,42442,303.9442062108289
Athens-Westmont,south-la,2020-11-22,140,42442,329.8619292210546
Athens-Westmont,south-la,2020-11-23,166,42442,391.12200179067906
Athens-Westmont,south-la,2020-11-24,177,42442,417.03972480090476
Atwater Village,northeast-la,2020-11-11,0,14666,0
Atwater Village,northeast-la,2020-11-12,4,14666,27.273966998499933
Atwater Village,northeast-la,2020-11-13,7,14666,47.729442247374884
Atwater Village,northeast-la,2020-11-14,11,14666,75.0034092458748
Atwater Village,northeast-la,2020-11-15,16,14666,109.09586799399973
Atwater Village,northeast-la,2020-11-16,22,14666,150.0068184917496
Atwater Village,northeast-la,2020-11-17,23,14666,156.8253102413746
Atwater Village,northeast-la,2020-11-18,24,14666,163.6438019909996
Atwater Village,northeast-la,2020-11-19,33,14666,225.01022773762443
Atwater Village,northeast-la,2020-11-20,33,14666,225.01022773762443
Atwater Village,northeast-la,2020-11-21,50,14666,340.92458748124915
Atwater Village,northeast-la,2020-11-22,52,14666,354.5615709804991
Atwater Village,northeast-la,2020-11-23,63,14666,429.5649802263739
Atwater Village,northeast-la,2020-11-24,66,14666,450.02045547524887
Avalon,harbor,2020-11-11,0,3723,0
Avalon,harbor,2020-11-12,0,3723,0
Avalon,harbor,2020-11-13,0,3723,0
Avalon,harbor,2020-11-14,0,3723,0
Avalon,harbor,2020-11-15,0,3723,0
Avalon,harbor,2020-11-16,0,3723,0
Avalon,harbor,2020-11-17,0,3723,0
Avalon,harbor,2020-11-18,0,3723,0
Avalon,harbor,2020-11-19,0,3723,0
Avalon,harbor,2020-11-20,0,3723,0
Avalon,harbor,2020-11-21,0,3723,0
Avalon,harbor,2020-11-22,0,3723,0
Avalon,harbor,2020-11-23,0,3723,0
Avalon,harbor,2020-11-24,0,3723,0
Avocado Heights,san-gabriel-valley,2020-11-11,0,6775,0
Avocado Heights,san-gabriel-valley,2020-11-12,2,6775,29.52029520295203
Avocado Heights,san-gabriel-valley,2020-11-13,2,6775,29.52029520295203
Avocado Heights,san-gabriel-valley,2020-11-14,2,6775,29.52029520295203
Avocado Heights,san-gabriel-valley,2020-11-15,4,6775,59.04059040590406
Avocado Heights,san-gabriel-valley,2020-11-16,6,6775,88.5608856088561
Avocado Heights,san-gabriel-valley,2020-11-17,9,6775,132.84132841328412
Avocado Heights,san-gabriel-valley,2020-11-18,11,6775,162.36162361623616
Avocado Heights,san-gabriel-valley,2020-11-19,16,6775,236.16236162361625
Avocado Heights,san-gabriel-valley,2020-11-20,16,6775,236.16236162361625
Avocado Heights,san-gabriel-valley,2020-11-21,26,6775,383.7638376383764
Avocado Heights,san-gabriel-valley,2020-11-22,28,6775,413.2841328413284
Avocado Heights,san-gabriel-valley,2020-11-23,38,6775,560.8856088560885
Avocado Heights,san-gabriel-valley,2020-11-24,40,6775,590.4059040590406
Azusa,san-gabriel-valley,2020-11-11,0,65963,0
Azusa,san-gabriel-valley,2020-11-12,29,65963,43.96404044691721
Azusa,san-gabriel-valley,2020-11-13,52,65963,78.83207252550673
Azusa,san-gabriel-valley,2020-11-14,79,65963,119.76411018298136
Azusa,san-gabriel-valley,2020-11-15,111,65963,168.27615481406244
Azusa,san-gabriel-valley,2020-11-16,121,65963,183.43616876127527
Azusa,san-gabriel-valley,2020-11-17,138,65963,209.20819247153707
Azusa,san-gabriel-valley,2020-11-18,156,65963,236.4962175765202
Azusa,san-gabriel-valley,2020-11-19,204,65963,309.2642845231417
Azusa,san-gabriel-valley,2020-11-20,204,65963,309.2642845231417
Azusa,san-gabriel-valley,2020-11-21,231,65963,350.1963221806164
Azusa,san-gabriel-valley,2020-11-22,251,65963,380.51635007504206
Azusa,san-gabriel-valley,2020-11-23,289,65963,438.1244030744508
Azusa,san-gabriel-valley,2020-11-24,328,65963,497.24845746858085
Baldwin Hills,south-la,2020-11-11,0,31125,0
Baldwin Hills,south-la,2020-11-12,8,31125,25.702811244979923
Baldwin Hills,south-la,2020-11-13,13,31125,41.76706827309237
Baldwin Hills,south-la,2020-11-14,15,31125,48.192771084337345
Baldwin Hills,south-la,2020-11-15,20,31125,64.2570281124498
Baldwin Hills,south-la,2020-11-16,26,31125,83.53413654618474
Baldwin Hills,south-la,2020-11-17,32,31125,102.81124497991969
Baldwin Hills,south-la,2020-11-18,48,31125,154.2168674698795
Baldwin Hills,south-la,2020-11-19,55,31125,176.70682730923696
Baldwin Hills,south-la,2020-11-20,55,31125,176.70682730923696
Baldwin Hills,south-la,2020-11-21,58,31125,186.3453815261044
Baldwin Hills,south-la,2020-11-22,63,31125,202.40963855421685
Baldwin Hills,south-la,2020-11-23,79,31125,253.8152610441767
Baldwin Hills,south-la,2020-11-24,83,31125,266.6666666666667
Baldwin Park,san-gabriel-valley,2020-11-11,0,76769,0
Baldwin Park,san-gabriel-valley,2020-11-12,34,76769,44.288710286704266
Baldwin Park,san-gabriel-valley,2020-11-13,52,76769,67.73567455613595
Baldwin Park,san-gabriel-valley,2020-11-14,88,76769,114.62960309499928
Baldwin Park,san-gabriel-valley,2020-11-15,118,76769,153.70787687738542
Baldwin Park,san-gabriel-valley,2020-11-16,158,76769,205.8122419205669
Baldwin Park,san-gabriel-valley,2020-11-17,197,76769,256.6139978376689
Baldwin Park,san-gabriel-valley,2020-11-18,250,76769,325.65228151988435
Baldwin Park,san-gabriel-valley,2020-11-19,328,76769,427.2557933540882
Baldwin Park,san-gabriel-valley,2020-11-20,328,76769,427.2557933540882
Baldwin Park,san-gabriel-valley,2020-11-21,435,76769,566.6349698445987
Baldwin Park,san-gabriel-valley,2020-11-22,468,76769,609.6210710052235
Baldwin Park,san-gabriel-valley,2020-11-23,528,76769,687.7776185699956
Baldwin Park,san-gabriel-valley,2020-11-24,564,76769,734.671547108859
Bassett,san-gabriel-valley,2020-11-11,0,14817,0
Bassett,san-gabriel-valley,2020-11-12,4,14817,26.996018087332118
Bassett,san-gabriel-valley,2020-11-13,11,14817,74.23904974016332
Bassett,san-gabriel-valley,2020-11-14,15,14817,101.23506782749544
Bassett,san-gabriel-valley,2020-11-15,18,14817,121.48208139299453
Bassett,san-gabriel-valley,2020-11-16,27,14817,182.2231220894918
Bassett,san-gabriel-valley,2020-11-17,35,14817,236.21515826415603
Bassett,san-gabriel-valley,2020-11-18,37,14817,249.7131673078221
Bassett,san-gabriel-valley,2020-11-19,53,14817,357.69723965715053
Bassett,san-gabriel-valley,2020-11-20,53,14817,357.69723965715053
Bassett,san-gabriel-valley,2020-11-21,71,14817,479.1793210501451
Bassett,san-gabriel-valley,2020-11-22,73,14817,492.6773300938112
Bassett,san-gabriel-valley,2020-11-23,92,14817,620.9084160086387
Bassett,san-gabriel-valley,2020-11-24,107,14817,722.1434838361342
Bel Air,westside,2020-11-11,0,8429,0
Bel Air,westside,2020-11-12,1,8429,11.863803535413453
Bel Air,westside,2020-11-13,1,8429,11.863803535413453
Bel Air,westside,2020-11-14,3,8429,35.591410606240366
Bel Air,westside,2020-11-15,4,8429,47.45521414165381
Bel Air,westside,2020-11-16,4,8429,47.45521414165381
Bel Air,westside,2020-11-17,4,8429,47.45521414165381
Bel Air,westside,2020-11-18,5,8429,59.31901767706727
Bel Air,westside,2020-11-19,5,8429,59.31901767706727
Bel Air,westside,2020-11-20,5,8429,59.31901767706727
Bel Air,westside,2020-11-21,6,8429,71.18282121248073
Bel Air,westside,2020-11-22,7,8429,83.04662474789417
Bel Air,westside,2020-11-23,9,8429,106.77423181872108
Bel Air,westside,2020-11-24,12,8429,142.36564242496146
Bell,southeast,2020-11-11,0,36332,0
Bell,southeast,2020-11-12,7,36332,19.26676208301222
Bell,southeast,2020-11-13,17,36332,46.79070791588682
Bell,southeast,2020-11-14,30,36332,82.57183749862381
Bell,southeast,2020-11-15,44,36332,121.10536166464824
Bell,southeast,2020-11-16,59,36332,162.39128041396015
Bell,southeast,2020-11-17,73,36332,200.9248045799846
Bell,southeast,2020-11-18,86,36332,236.70593416272155
Bell,southeast,2020-11-19,99,36332,272.48706374545856
Bell,southeast,2020-11-20,99,36332,272.48706374545856
Bell,southeast,2020-11-21,139,36332,382.58284707695697
Bell,southeast,2020-11-22,145,36332,399.09721457668167
Bell,southeast,2020-11-23,175,36332,481.66905207530556
Bell,southeast,2020-11-24,204,36332,561.4884949906419
Bell Gardens,southeast,2020-11-11,0,43071,0
Bell Gardens,southeast,2020-11-12,13,43071,30.182721552784937
Bell Gardens,southeast,2020-11-13,31,43071,71.97418216433331
Bell Gardens,southeast,2020-11-14,54,43071,125.37438183464512
Bell Gardens,southeast,2020-11-15,70,43071,162.52234682268812
Bell Gardens,southeast,2020-11-16,85,43071,197.34856399897842
Bell Gardens,southeast,2020-11-17,96,43071,222.887789928258
Bell Gardens,southeast,2020-11-18,119,43071,276.2879895985698
Bell Gardens,southeast,2020-11-19,147,43071,341.29692832764505
Bell Gardens,southeast,2020-11-20,147,43071,341.29692832764505
Bell Gardens,southeast,2020-11-21,206,43071,478.2800492210537
Bell Gardens,southeast,2020-11-22,226,43071,524.7150054561073
Bell Gardens,southeast,2020-11-23,274,43071,636.1589004202364
Bell Gardens,southeast,2020-11-24,299,43071,694.2025957140536
Bellflower,southeast,2020-11-11,0,77735,0
Bellflower,southeast,2020-11-12,15,77735,19.296327265710428
Bellflower,southeast,2020-11-13,35,77735,45.02476361999099
Bellflower,southeast,2020-11-14,55,77735,70.75319997427157
Bellflower,southeast,2020-11-15,77,77735,99.0544799639802
Bellflower,southeast,2020-11-16,102,77735,131.2150254068309
Bellflower,southeast,2020-11-17,110,77735,141.50639994854313
Bellflower,southeast,2020-11-18,148,77735,190.39042902167623
Bellflower,southeast,2020-11-19,177,77735,227.69666173538303
Bellflower,southeast,2020-11-20,177,77735,227.69666173538303
Bellflower,southeast,2020-11-21,243,77735,312.60050170450893
Bellflower,southeast,2020-11-22,261,77735,335.75609442336145
Bellflower,southeast,2020-11-23,303,77735,389.7858107673506
Bellflower,southeast,2020-11-24,342,77735,439.9562616581977
Beverly Crest,westside,2020-11-11,0,12525,0
Beverly Crest,westside,2020-11-12,0,12525,0
Beverly Crest,westside,2020-11-13,3,12525,23.952095808383234
Beverly Crest,westside,2020-11-14,4,12525,31.93612774451098
Beverly Crest,westside,2020-11-15,6,12525,47.90419161676647
Beverly Crest,westside,2020-11-16,9,12525,71.8562874251497
Beverly Crest,westside,2020-11-17,10,12525,79.84031936127744
Beverly Crest,westside,2020-11-18,11,12525,87.82435129740519
Beverly Crest,westside,2020-11-19,11,12525,87.82435129740519
Beverly Crest,westside,2020-11-20,11,12525,87.82435129740519
Beverly Crest,westside,2020-11-21,17,12525,135.72854291417164
Beverly Crest,westside,2020-11-22,18,12525,143.7125748502994
Beverly Crest,westside,2020-11-23,18,12525,143.7125748502994
Beverly Crest,westside,2020-11-24,21,12525,167.66467065868264
Beverly Hills,westside,2020-11-11,0,34520,0
Beverly Hills,westside,2020-11-12,2,34520,5.793742757821553
Beverly Hills,westside,2020-11-13,8,34520,23.174971031286212
Beverly Hills,westside,2020-11-14,20,34520,57.93742757821553
Beverly Hills,westside,2020-11-15,28,34520,81.11239860950174
Beverly Hills,westside,2020-11-16,31,34520,89.80301274623406
Beverly Hills,westside,2020-11-17,39,34520,112.97798377752028
Beverly Hills,westside,2020-11-18,49,34520,141.94669756662805
Beverly Hills,westside,2020-11-19,56,34520,162.22479721900348
Beverly Hills,westside,2020-11-20,56,34520,162.22479721900348
Beverly Hills,westside,2020-11-21,71,34520,205.67786790266513
Beverly Hills,westside,2020-11-22,79,34520,228.85283893395135
Beverly Hills,westside,2020-11-23,102,34520,295.4808806488992
Beverly Hills,westside,2020-11-24,113,34520,327.3464658169177
Beverlywood,westside,2020-11-11,0,13173,0
Beverlywood,westside,2020-11-12,0,13173,0
Beverlywood,westside,2020-11-13,1,13173,7.5912852045851364
Beverlywood,westside,2020-11-14,1,13173,7.5912852045851364
Beverlywood,westside,2020-11-15,2,13173,15.182570409170273
Beverlywood,westside,2020-11-16,3,13173,22.77385561375541
Beverlywood,westside,2020-11-17,4,13173,30.365140818340546
Beverlywood,westside,2020-11-18,7,13173,53.13899643209595
Beverlywood,westside,2020-11-19,12,13173,91.09542245502163
Beverlywood,westside,2020-11-20,12,13173,91.09542245502163
Beverlywood,westside,2020-11-21,16,13173,121.46056327336218
Beverlywood,westside,2020-11-22,17,13173,129.05184847794732
Beverlywood,westside,2020-11-23,21,13173,159.41698929628785
Beverlywood,westside,2020-11-24,23,13173,174.59955970545812
Bouquet Canyon,northwest-county,2020-11-11,0,1073,0
Bouquet Canyon,northwest-county,2020-11-12,1,1073,93.19664492078284
Bouquet Canyon,northwest-county,2020-11-13,1,1073,93.19664492078284
Bouquet Canyon,northwest-county,2020-11-14,2,1073,186.3932898415657
Bouquet Canyon,northwest-county,2020-11-15,2,1073,186.3932898415657
Bouquet Canyon,northwest-county,2020-11-16,2,1073,186.3932898415657
Bouquet Canyon,northwest-county,2020-11-17,5,1073,465.9832246039142
Bouquet Canyon,northwest-county,2020-11-18,5,1073,465.9832246039142
Bouquet Canyon,northwest-county,2020-11-19,6,1073,559.1798695246971
Bouquet Canyon,northwest-county,2020-11-20,6,1073,559.1798695246971
Bouquet Canyon,northwest-county,2020-11-21,6,1073,559.1798695246971
Bouquet Canyon,northwest-county,2020-11-22,6,1073,559.1798695246971
Bouquet Canyon,northwest-county,2020-11-23,6,1073,559.1798695246971
Bouquet Canyon,northwest-county,2020-11-24,6,1073,559.1798695246971
Boyle Heights,eastside,2020-11-11,0,86884,0
Boyle Heights,eastside,2020-11-12,41,86884,47.189355922839646
Boyle Heights,eastside,2020-11-13,75,86884,86.32199254177984
Boyle Heights,eastside,2020-11-14,119,86884,136.9642281662907
Boyle Heights,eastside,2020-11-15,160,86884,184.15358408913033
Boyle Heights,eastside,2020-11-16,202,86884,232.49389991252704
Boyle Heights,eastside,2020-11-17,229,86884,263.5698172275678
Boyle Heights,eastside,2020-11-18,279,86884,321.11781225542103
Boyle Heights,eastside,2020-11-19,332,86884,382.11868698494544
Boyle Heights,eastside,2020-11-20,332,86884,382.11868698494544
Boyle Heights,eastside,2020-11-21,434,86884,499.51659684176605
Boyle Heights,eastside,2020-11-22,469,86884,539.8001933612633
Boyle Heights,eastside,2020-11-23,572,86884,658.349063118641
Boyle Heights,eastside,2020-11-24,615,86884,707.8403388425947
Bradbury,san-gabriel-valley,2020-11-11,0,1177,0
Bradbury,san-gabriel-valley,2020-11-12,0,1177,0
Bradbury,san-gabriel-valley,2020-11-13,0,1177,0
Bradbury,san-gabriel-valley,2020-11-14,0,1177,0
