csa.hood.name,mapla.region.slug,date,cases,population,rate.cases,new.cases,new.cases.14day,new.cases.14dayavg,rate.new.cases.14dayavg,deaths,rate.deaths,total.homes,crowded,pct.crowded,area,density
Rosewood,southeast,2021-01-15,123,1286,9564.541213063763,0,36,2.5714285714285716,199.95556542990448,1,77.76049766718506,239.5680903224142,25.899253007828563,10.81081081081081,0.15247287162860126,8434.287268704977
Industry,san-gabriel-valley,2021-01-15,119,437,27231.121281464533,0,13,0.9285714285714286,212.4877410918601,2,457.66590389016017,5936.169918784745,810.0580541216879,13.646139938789407,17.566471017052304,24.87693740967044
Anaverde,antelope-valley,2021-01-15,110,1508,7294.429708222812,0,9,0.6428571428571429,42.62978400909436,0,0,820.0596473838712,75.18591005241704,9.168346508973196,17.51546867723243,86.09532681019158
Palisades Highlands,westside,2021-01-15,110,3846,2860.114404576183,0,22,1.5714285714285714,40.85877720823118,0,0,1464.6451636523016,0.3156143026322315,0.02154885773460667,27.014699806243797,142.36693457948735
Santa Catalina Island,harbor,2021-01-15,109,267,40823.97003745318,0,19,1.3571428571428572,508.29320492241845,1,374.53183520599254,57.73373828726142,7.522408934805647,13.02948528532305,103.41558336422253,2.5818159247784203
Marina Peninsula,westside,2021-01-15,107,4360,2454.1284403669724,0,13,0.9285714285714286,21.29750982961992,1,22.93577981651376,1965.1367357032582,10.953386408374786,0.5573854586996425,0.5609045907583476,7773.157987716314
North Lancaster,antelope-valley,2021-01-15,104,1198,8681.135225375627,0,16,1.1428571428571428,95.39709038874314,1,83.47245409015025,1479.76815384511,120.08539706599724,8.115149441077024,67.35001800478784,17.787671562535223
Saugus,northwest-county,2021-01-15,102,155,65806.45161290323,0,12,0.8571428571428571,552.9953917050691,0,0,910.6954066759371,58.20179376855712,6.390917681356849,2.7935141136189166,55.485669195063416
La Habra Heights,san-gabriel-valley,2021-01-15,101,5455,1851.512373968836,0,2,0.14285714285714285,2.61882938326568,2,36.663611365719525,3141.6044367357567,81.52420093967014,2.5949861792395734,9.192671966982653,593.4074466697756
Toluca Terrace,san-fernando-valley,2021-01-15,100,1306,7656.967840735068,0,25,1.7857142857142858,136.73156858455482,1,76.5696784073507,438.1503014398116,57.68907164337125,13.166502785413686,0.13016846058438536,10033.152379130648
Vernon,southeast,2021-01-15,99,209,47368.42105263157,0,34,2.4285714285714284,1161.995898838004,0,0,147.997556508853,29.011559820259315,19.602728926490006,7.515615752273288,27.808766026493927
Mandeville Canyon,westside,2021-01-15,98,3124,3137.0038412291933,0,17,1.2142857142857142,38.86958112310224,0,0,1107.699993013368,0.25282267396413965,0.02282411082050883,6.359958654216194,491.19816178820804
Lake Manor,san-fernando-valley,2021-01-15,96,1643,5842.970176506391,0,18,1.2857142857142858,78.25406486392488,1,60.86427267194157,693.4933674957902,7.78589898457225,1.1227070581348442,0.8032922962568881,2045.332698515732
Pearblossom/Llano,antelope-valley,2021-01-15,94,1956,4805.725971370143,0,28,2,102.24948875255625,1,51.12474437627812,181.9044642703039,7.492852857997459,4.119114331830434,24.47813119191201,79.90806098164454
Leona Valley,antelope-valley,2021-01-15,87,1751,4968.5893774985725,0,14,1,57.110222729868646,0,0,1255.3448077764454,7.954980185028223,0.6336888586904375,32.703698351524714,53.541345115738714
Toluca Woods,san-fernando-valley,2021-01-15,82,1858,4413.3476856835305,0,13,0.9285714285714286,49.97693372289713,0,0,776.5621366969575,38.529925656174775,4.96160240570814,0.37703599148537376,4927.911504363839
Littlerock/Juniper Hills,antelope-valley,2021-01-15,81,1297,6245.181187355436,0,9,0.6428571428571429,49.56493005837647,0,0,383.5673041652622,15.601896215110688,4.067577201102761,51.91686862782995,24.982246315694496
Playa Del Rey,south-bay,2021-01-15,80,3196,2503.1289111389237,0,12,0.8571428571428571,26.819238333631322,0,0,1496.161091745212,44.90234673637524,3.0011705948053,0.97578385463380235,3275.3155166718893
Westlake Village,santa-monica-mountains,2021-01-15,79,8360,944.976076555024,0,3,0.21428571428571427,2.5632262474367735,0,0,2672.6704944338176,14.64528650235378,0.5479645370746034,8.05156012989812,1038.3080875166715
Bradbury,san-gabriel-valley,2021-01-15,74,1177,6287.170773152082,0,28,2,169.92353440951572,3,254.88530161427357,409.3648318069908,0.5089760233270846,0.12433310919269656,2.9128207155521637,404.0756761017762
Twin Lakes/Oat Mountain,northwest-county,2021-01-15,69,1658,4161.640530759952,0,16,1.1428571428571428,68.92986386351886,2,120.62726176115801,732.1405964325805,18.87739740385185,2.5783841923031767,29.343295075342645,56.503538397541035
Roosevelt,antelope-valley,2021-01-15,64,931,6874.328678839956,0,11,0.7857142857142857,84.39466011968696,0,0,267.4413262335035,16.488889283303394,6.165423091308975,82.45915996089907,11.290437598945546
Southeast Antelope Valley,antelope-valley,2021-01-15,61,781,7810.499359795134,0,6,0.42857142857142855,54.8747027620267,0,0,416.658664730412,0.10291928079232403,0.024701101766097973,6.4684874307230045,120.73920037171735
Hidden Hills,santa-monica-mountains,2021-01-15,58,1890,3068.7830687830688,0,15,1.0714285714285714,56.68934240362812,0,0,837.001952931172,21.427753644320642,2.560060173011649,2.4711922447437256,764.8130185015217
Newhall,northwest-county,2021-01-15,57,0,Inf,0,0,0,NaN,0,NaN,501.329484908488,24.251749374694214,4.837487142636563,1.8951684095170709,0
Elizabeth Lake,antelope-valley,2021-01-15,53,1661,3190.848886213125,0,12,0.8571428571428571,51.60402511395889,0,0,647.332393763157,21.92825283903985,3.3874796086696164,13.206928615596011,125.76731868138755
Bouquet Canyon,northwest-county,2021-01-15,34,1073,3168.685927306617,0,8,0.5714285714285714,53.25522566901877,1,93.19664492078284,440.28296399901785,22.94504879720062,5.211432345415891,41.295930476715554,25.983189811039715
Lake Hughes,northwest-county,2021-01-15,34,668,5089.820359281437,0,11,0.7857142857142857,117.6218990590248,0,0,71.81083178297862,2.337178238311746,3.254631899230736,14.160537548860194,47.173350425088096
Rolling Hills,south-bay,2021-01-15,34,1940,1752.5773195876288,0,8,0.5714285714285714,29.455081001472752,0,0,627.2766181027745,5.147184490234874,0.8205605536203084,4.337478018111658,447.2645145172605
Westhills,san-fernando-valley,2021-01-15,34,839,4052.443384982122,0,4,0.2857142857142857,34.054146092286736,0,0,323.23438380011436,8.297877724632555,2.5671395558474677,0.3253882228221622,2578.4584110733085
Hi Vista,antelope-valley,2021-01-15,31,1098,2823.315118397086,0,5,0.35714285714285715,32.526671870934166,0,0,256.4326034979414,6.0176577937286995,2.3466820176698042,252.28480445836132,4.352224076108479
West Antelope Valley,antelope-valley,2021-01-15,31,1511,2051.6214427531436,0,12,0.8571428571428571,56.72686016828969,0,0,573.6052957096341,18.04022849775591,3.145059613760625,342.10785286272585,4.416735796492528
East Covina,san-gabriel-valley,2021-01-15,29,329,8814.589665653495,0,6,0.42857142857142855,130.2648719062093,0,0,198.33460362936756,4.072369269267125,2.053282278909461,0.5468157849639539,601.6651476542281
Llano,antelope-valley,2021-01-15,27,877,3078.677309007982,0,3,0.21428571428571427,24.43394689688874,0,0,1008.1030175460285,41.04529137742506,4.071537398761034,136.7055560352432,6.415247671235148
San Pasqual,san-gabriel-valley,2021-01-15,27,2035,1326.7813267813267,0,2,0.14285714285714285,7.020007020007021,0,0,888.4641093668216,16.355881431995424,1.8409163926330925,0.3745895610134344,5432.612682783801
Angeles National Forest,angeles-forest,2021-01-15,26,1245,2088.3534136546186,0,3,0.21428571428571427,17.21170395869191,0,0,497.3382313464782,2.0210279735625196,0.40636891479081566,1023.8495934741138,1.2159989200908714
Saugus/Canyon Country,northwest-county,2021-01-15,26,356,7303.3707865168535,0,0,0,0,0,0,94.76458414786082,0.1253983237534385,0.13232614787585623,7.185946041126175,49.54114572563754
Sycamore Square,central-la,2021-01-15,25,647,3863.987635239567,0,2,0.14285714285714285,22.079929344226098,1,154.5595054095827,468.7839114523076,15.935371440863339,3.3992999869588196,0.09594454778395162,6743.47855030718
Brookside,central-la,2021-01-15,23,581,3958.69191049914,0,5,0.35714285714285715,61.47037128104253,1,172.1170395869191,387.2913637408992,10.887854681871014,2.811282590116073,0.1495361548879377,3885.3479978497576
Westfield/Academy Hills,south-bay,2021-01-15,23,1300,1769.230769230769,0,4,0.2857142857142857,21.978021978021978,0,0,394.6561713370746,4.1341858115615056,1.047541154001241,0.7594132531967402,1711.8479227583491
South Antelope Valley,antelope-valley,2021-01-15,20,455,4395.604395604396,0,7,0.5,109.89010989010988,0,0,336.7107989300751,31.90042276145492,9.474131172157534,16.592119428425036,27.42265700067889
Palos Verdes Peninsula,south-bay,2021-01-15,18,621,2898.550724637681,0,0,0,0,0,0,124.9014127721951,1.4318292274968887,1.146367519563906,0.24085710059132814,2578.2922673875223
East Lancaster,antelope-valley,2021-01-15,14,114,12280.701754385964,0,4,0.2857142857142857,250.62656641604008,0,0,15.747247561493564,0.9696188868810264,6.157386445438354,4.831585715575033,23.594738189681948
San Francisquito Canyon/Bouquet Canyon,northwest-county,2021-01-15,12,0,Inf,0,5,0.35714285714285715,Inf,0,NaN,469.33660634338656,2.5909520421263155,0.5520455909698774,92.31249420371822,0
Sand Canyon,angeles-forest,2021-01-15,10,0,Inf,0,0,0,NaN,0,NaN,40.51131012073833,0.34331618746388415,0.847457627118644,0.3913530759136649,0
Avalon,harbor,2021-01-15,8,3723,214.88047273704004,0,2,0.14285714285714285,3.837151298875715,0,0,1372.6032063556395,162.32708691358928,11.826220874463743,4.265538785041137,872.8088496243963
Whittier Narrows,san-gabriel-valley,2021-01-15,8,0,Inf,0,0,0,NaN,0,NaN,1524.4477223440829,193.04613019028213,12.66334865805977,4.344203498923778,0
Padua Hills,pomona-valley,2021-01-15,7,0,Inf,0,1,0.07142857142857142,Inf,0,NaN,7.928821442055169,0,0,0.10889486682224644,0
Franklin Canyon,westside,2021-01-15,1,0,Inf,0,0,0,NaN,0,NaN,92.86016197343066,0,0,0.25918554052320386,0
West Chatsworth,san-fernando-valley,2021-01-15,1,0,Inf,0,0,0,NaN,0,NaN,794.6668040301174,8.738981532375558,1.0997038618017263,2.0297284168396046,0
