term,estimate,std.error,statistic,p.value
(Intercept),1369.12421046032,461.0192363121546,2.9697767525112346,0.011706041245268979
pct.crowded,193.54645459506312,36.803864350808084,5.258862296366809,2.0145029953497068e-4
