date,deaths
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0.14285714285714285
2020-03-05,0.14285714285714285
2020-03-06,0.2857142857142857
2020-03-07,0.2857142857142857
2020-03-08,0.2857142857142857
2020-03-09,0.42857142857142855
2020-03-10,0.5714285714285714
2020-03-11,0.5714285714285714
2020-03-12,0.5714285714285714
2020-03-13,0.5714285714285714
2020-03-14,0.5714285714285714
2020-03-15,1
2020-03-16,1.4285714285714286
2020-03-17,1.8571428571428572
2020-03-18,2
2020-03-19,2.2857142857142856
2020-03-20,2.857142857142857
2020-03-21,3.7142857142857144
2020-03-22,4.285714285714286
2020-03-23,5
2020-03-24,5.714285714285714
2020-03-25,8.142857142857142
2020-03-26,9.857142857142858
2020-03-27,12
2020-03-28,13.285714285714286
2020-03-29,14.142857142857142
2020-03-30,15.714285714285714
2020-03-31,18.714285714285715
2020-04-01,20.571428571428573
2020-04-02,22.714285714285715
2020-04-03,25.285714285714285
2020-04-04,28.142857142857142
2020-04-05,30.857142857142858
2020-04-06,33
2020-04-07,37.857142857142854
2020-04-08,41.285714285714285
2020-04-09,43.285714285714285
2020-04-10,44.857142857142854
2020-04-11,45.714285714285715
2020-04-12,48.285714285714285
2020-04-13,49.714285714285715
2020-04-14,49
2020-04-15,55.285714285714285
2020-04-16,61
2020-04-17,66.14285714285714
2020-04-18,73.85714285714286
2020-04-19,71.28571428571429
2020-04-20,71.14285714285714
2020-04-21,75.71428571428571
2020-04-22,77.85714285714286
2020-04-23,79.28571428571429
2020-04-24,79.28571428571429
2020-04-25,76.71428571428571
2020-04-26,76
2020-04-27,79
2020-04-28,78.28571428571429
2020-04-29,73.57142857142857
2020-04-30,72.71428571428571
2020-05-01,73.57142857142857
2020-05-02,71.14285714285714
2020-05-03,70.71428571428571
2020-05-04,72
2020-05-05,72.28571428571429
2020-05-06,72
2020-05-07,71.28571428571429
2020-05-08,70.42857142857143
2020-05-09,71
2020-05-10,71
2020-05-11,69.42857142857143
2020-05-12,71.57142857142857
2020-05-13,73.14285714285714
2020-05-14,72.42857142857143
2020-05-15,74.85714285714286
2020-05-16,73.57142857142857
2020-05-17,74.71428571428571
2020-05-18,72.42857142857143
2020-05-19,76.57142857142857
2020-05-20,75.28571428571429
2020-05-21,79
2020-05-22,73.71428571428571
2020-05-23,75.57142857142857
2020-05-24,73.57142857142857
2020-05-25,68.57142857142857
2020-05-26,58
2020-05-27,59.57142857142857
2020-05-28,55.285714285714285
2020-05-29,59.857142857142854
2020-05-30,58.285714285714285
2020-05-31,59.714285714285715
2020-06-01,64.71428571428571
2020-06-02,70.71428571428571
2020-06-03,66.57142857142857
2020-06-04,66
2020-06-05,64.14285714285714
2020-06-06,65.71428571428571
2020-06-07,65.28571428571429
2020-06-08,62.42857142857143
2020-06-09,61.285714285714285
2020-06-10,67.14285714285714
2020-06-11,68.57142857142857
2020-06-12,64.14285714285714
2020-06-13,64.85714285714286
2020-06-14,64.57142857142857
2020-06-15,65.42857142857143
2020-06-16,64.42857142857143
2020-06-17,61
2020-06-18,60
2020-06-19,62.285714285714285
2020-06-20,61.714285714285715
2020-06-21,61.285714285714285
2020-06-22,64.14285714285714
2020-06-23,61
2020-06-24,63.42857142857143
2020-06-25,64.57142857142857
2020-06-26,63.57142857142857
2020-06-27,58.142857142857146
2020-06-28,60.285714285714285
2020-06-29,60.142857142857146
2020-06-30,65.85714285714286
2020-07-01,63.285714285714285
2020-07-02,65.71428571428571
2020-07-03,64.42857142857143
2020-07-04,62.714285714285715
2020-07-05,63.142857142857146
2020-07-06,67.71428571428571
2020-07-07,69.42857142857143
2020-07-08,79.28571428571429
2020-07-09,85
2020-07-10,91.42857142857143
2020-07-11,99
2020-07-12,96.85714285714286
2020-07-13,91.42857142857143
2020-07-14,95.57142857142857
2020-07-15,93
2020-07-16,90
2020-07-17,93.57142857142857
2020-07-18,95.85714285714286
2020-07-19,94.71428571428571
2020-07-20,96.42857142857143
2020-07-21,92.85714285714286
2020-07-22,96.71428571428571
2020-07-23,102
2020-07-24,103.85714285714286
2020-07-25,104
2020-07-26,105.57142857142857
