date,060000978,630011499,630013558,910000004,910000009,910000016,910000027,910000036,910000048,910000050,910000053,910000065,910000081,910000084,910000091,910000275,910000276,910000312,910000318,910000322,910000330,910000334,910000336,920000002,920000003,920000004,920000005,920000007,920000008,920000009,920000019,920000021,920000028,920000048,920000050,920000051,920000053,920000054,920000055,920000056,920000060,920000062,920000064,920000066,920000067,920000071,920000077,920000078,920000082,920000083,920000084,920000085,920000088,920000089,920000090,920000092,920000292,920000302,920000306,940000001,940000005,940000011,940000015,940000017,940000019,940000020,940000031,940000034,940000036,940000042,940000044,940000047,940000048,940000049,940000057,940000065,940000069,940000070,940000071,940000076,940000078,940000090,940000091,940000092,940000095,940000107,940000115,950000003,950000007,950000009,950000011,950000012,950000013,950000018,950000029,950000030,950000031,950000033,950000038,950000039,950000044,950000048,950000057,950000061,950000063,950000081,950000085,950000100,950000256,970000003,970000009,970000017,970000021,970000035,970000039,970000043,970000046,970000054,970000068,970000075,970000077,970000081,970000083,970000099,970000103,970000107,970000115,970000121,970000127,970000133,970000137,970000143,970000145,970000169,970000182,970000184,970000194,970000111
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,23,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,
2020-04-24,,,,,,,,,,,,11,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,24,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,14,
2020-04-25,,,,,,,,,,,,11,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,24,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,14,
2020-04-26,,,,,,,11,,,,,11,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,24,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,14,
2020-04-27,,,,,,,11,,,,,11,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,24,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,14,
2020-04-28,,,,,,,11,,,,,11,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,25,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,14,,,,,,,15,
2020-04-29,,,,,,,12,,,,,11,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,11,,,,,,,,,,,,,25,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,13,,15,,,,,,,15,
2020-04-30,,,,,,,12,,,,,11,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,11,,,,,,,,,,,,11,25,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,12,,,14,,18,,,,,,,15,
2020-05-01,,,,,,,12,,,,,11,,,,,12,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,15,,11,,,,,,,,,,,,11,25,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,12,,,15,,20,,,,,,,15,
2020-05-02,,,,,,,13,,,,,11,,,,,12,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,15,,11,,,,,,,,,,,,11,25,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,11,,,,12,,,16,,20,,,,,,,15,
2020-05-03,,,,,,,13,,,,,11,,,,,12,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,15,,12,,,,,,,,,,,,11,25,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,11,,,,12,,,17,,22,,,,,,,15,
2020-05-04,,,,,,,13,,,,,11,,,,,13,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,15,,12,,,,,,,,,,,,11,25,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,11,,,,12,,13,17,,22,,,,,,,16,
2020-05-05,,,,,,,14,,,,,11,,,,,13,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,15,,13,,,,,,,,,,,,11,25,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,12,,,,12,,13,17,,23,,,12,,,,16,
2020-05-06,,,,,,,14,,,,,11,,,,,13,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,15,,13,,,,,,,,,,,,11,25,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,13,,,,12,,13,17,,23,,,12,,,,16,
2020-05-07,,,,,,,14,,,,,11,,,11,,13,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,15,,13,,,,,,,,,,,,11,25,,,,13,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,13,,,,12,,13,17,,23,,,12,,,,16,
2020-05-08,,,,,,,14,,,,,11,,,11,,13,,,,,,11,,12,,,,,,,,,,,,,,,,,,,,,,15,,14,,,,,,,,,,,,11,25,,,,13,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,13,,,,12,,13,20,,23,,,12,,,,16,
