date,name,population,doses_distributed,doses_administered,dist_per_100k,admin_per_100k,administered_dose1,administered_dose1_per_100k,administered_dose2,administered_dose2_per_100k,pct_doses_administered,pct_receiving_first_dose,pct_receiving_second_dose
2021-01-25,West Virginia,1792147.0,243100.0,203992,13565.0,11383.0,164528.0,9180.0,39453.0,2201.0,0.8391279308926368,0.09180496912362658,0.022014377168837154
2021-01-25,Wyoming,578759.0,70750.0,41156,12224.0,7111.0,36215.0,6257.0,4900.0,847.0,0.5817102473498234,0.06257354097301294,0.008466391019405314
2021-02-04,Alaska,731545.0,240325.0,129936,32852.0,17762.0,99596.0,13614.0,30172.0,4124.0,0.5406678456257151,0.13614473477366396,0.04124421600858457
2021-02-04,Alabama,4903185.0,799675.0,408428,16309.0,8330.0,338845.0,6911.0,69155.0,1410.0,0.5107424891362116,0.06910712118755462,0.014104097642654724
2021-02-04,Arkansas,3017804.0,516925.0,338227,17129.0,11208.0,266563.0,8833.0,68778.0,2279.0,0.6543057503506311,0.0883301234937723,0.02279074452814033
2021-02-04,American Samoa,55689.0,29450.0,11257,52883.0,20214.0,9761.0,17528.0,1494.0,2683.0,0.38224108658743633,0.17527698468279193,0.026827560200398642
2021-02-04,Arizona,7278717.0,1185700.0,686116,16290.0,9426.0,573845.0,7884.0,111645.0,1534.0,0.5786590199881926,0.07883875688531372,0.015338554857950928
2021-02-04,California,39512223.0,6438225.0,3723803,16294.0,9424.0,3085932.0,7810.0,625189.0,1582.0,0.5783896959177413,0.07810069304377028,0.01582267340412611
2021-02-04,Colorado,5758736.0,983225.0,638923,17074.0,11095.0,485332.0,8428.0,149829.0,2602.0,0.6498237941468128,0.08427752201177481,0.026017688603888076
2021-02-04,Connecticut,3565287.0,666175.0,481826,18685.0,13514.0,375795.0,10540.0,97568.0,2737.0,0.7232724134048861,0.10540385668811515,0.027366099839928736
2021-02-04,District of Columbia,705749.0,164900.0,94095,23365.0,13333.0,66645.0,9443.0,21313.0,3020.0,0.5706185567010309,0.09443158970115438,0.03019912178409038
2021-02-04,Delaware,973764.0,161525.0,110784,16588.0,11377.0,89727.0,9214.0,20394.0,2094.0,0.6858628695248413,0.09214450318557679,0.020943472956486377
2021-02-04,Florida,21477737.0,3658975.0,2223754,17036.0,10354.0,1793625.0,8351.0,422482.0,1967.0,0.607753264233836,0.08351089316346504,0.01967069435667268
2021-02-04,Federated States of Micronesia,103643.0,21900.0,6699,21130.0,6464.0,6646.0,6412.0,26.0,25.0,0.3058904109589041,0.06412396399177947,0.0002508611290680509
2021-02-04,Georgia,10617423.0,1686125.0,1008040,15881.0,9494.0,834091.0,7856.0,152626.0,1438.0,0.5978441693231522,0.07855870487593836,0.014375051271857587
2021-02-04,Guam,165768.0,51300.0,26068,30947.0,15726.0,20785.0,12539.0,5108.0,3081.0,0.5081481481481481,0.12538608175281116,0.03081414989624053
2021-02-04,Hawaii,1415872.0,262900.0,151107,18568.0,10672.0,120533.0,8513.0,30573.0,2159.0,0.5747698744769875,0.08512987049676807,0.02159305360936582
2021-02-04,Iowa,3155070.0,471200.0,279252,14935.0,8851.0,206516.0,6546.0,69401.0,2200.0,0.5926400679117148,0.06545528308405202,0.02199665934511754
2021-02-04,Idaho,1787065.0,262275.0,141897,14676.0,7940.0,113110.0,6329.0,26345.0,1474.0,0.5410237346296826,0.06329372462669237,0.014742049114050132
2021-02-04,Illinois,12671821.0,2053325.0,1178369,16204.0,9299.0,905981.0,7150.0,247763.0,1955.0,0.5738833355654852,0.07149572267474422,0.019552280607499112
2021-02-04,Indiana,6732219.0,1116375.0,671191,16583.0,9970.0,541269.0,8040.0,129626.0,1925.0,0.6012236031799351,0.08039979091589267,0.01925457267507192
2021-02-04,Kansas,2913314.0,471775.0,251425,16194.0,8630.0,198352.0,6808.0,51322.0,1762.0,0.5329341317365269,0.06808466234672954,0.01761636404452112
2021-02-04,Kentucky,4467673.0,746500.0,455783,16709.0,10202.0,372114.0,8329.0,81502.0,1824.0,0.6105599464166108,0.08329033928848419,0.01824260638591947
2021-02-04,Louisiana,4648794.0,746550.0,509982,16059.0,10970.0,393389.0,8462.0,115629.0,2487.0,0.6831183443841672,0.08462173200189124,0.024872902520524678
